artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['THE ROLLING STONES:', 'LIVING COLOUR:', ""DOU DOU N' DIAYE ROSE &""]","['Oct. 25-26', '28-29']",7871842,,263313,,,1,['BCL Group'],['30'],"['William A. Shea', 'Stadium &', 'Flushing, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['GRATEFUL DEAD'],['Oct. 22-23'],820169,,,,,1,['Cellar Door Prods.'],['18.50/17.50'],"['Charoltte', 'Coliseum', 'Charlotte, N.C. Entertainment']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['INGO BOINGO'],['Oct. 27-28'],560246,,29881,,,,"['Avalon Attractions', '30,000']","['22.50/19.50/', '17.50']","['Irvine Meadows.', 'Amphitheatre', 'Laguna Hills,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['GRATEFUL DEAD'],['Oct. 25-26'],472139,,25521,,,1,['Cellar Door Prods.'],['18.50'],"['Miami Arena', 'Miami', 'Entertainment']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['ELTON JOHN'],['Oct. 17'],407300,,16292,,,1,['Cellar Door Prods.'],['25'],"['Capital Centre', 'Landover, Md.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['RED SKELTON'],['Oct. 6-7'],253428,,9617,,,1,['Brass Ring Prods.'],"['32.50/27.50/', '22.50']","['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['FINE YOUNG CANNIBALS', 'TOM TOM CLUB']",['Oct. 13'],252941,,13581,,,,"['Bill Graham', '20,000 Presents']",['19.50/17.50'],"['Shoreline', 'Amphitheatre', 'Mountain View,', 'Calif,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['BARRY MANILOW', 'L.']",['Oct. 27'],233820,,10392,,,,"['Ron Delsener', '11,000 Enterprises']",['22.50'],"['Nassau', 'Veterans', 'Memorial', 'Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['BENEFIT FOR AMARILLO', 'INDEPENDENT SCHOOL', 'DISTRICT:', 'BRL COSBY', 'THE SHARKS']",['Oct. 16'],233565,,6780,,,,"['AISD (Amarillo', '7,358 Independent']","['250/100/', '50/815']","['Carl Farley', 'Coliseum,', 'Amarillo Civic', 'District)', 'Center Civic Amarillo', 'Amarillo, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['MARLBORO COUNTRY', 'MUSIC TOUR:', 'ALABAMA', 'RICKY VAN SHELTON:', 'RESTLESS HEART']",['Oct. 20'],210426,,10889,,,1,['Dicesare-Engier'],['18.75'],"['Civic Arena', 'Pittsburgh.', 'Metropolitan', '“GEORGE STRAIT Entertainment']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['CHICAGO/THE BEACH BOYS:'],['Oct. 27'],199148,,8851,,,1,['Cellar Door Prods.'],['22.50'],"['John F. Savage', 'Hall', 'Univ. of Toledo', 'Toledo, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['THE DOOBIE BROTHERS', 'HENRY LEE SUMMER']",['Oct. 7'],186238,,11123,,,,"['Bill Graham', '20,000 Presents']",['19.50/17.50'],"['Shoreline', 'Amphitheatre', 'Mountain View, .', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['REM.', 'NRBQ .']",['Oct. 21'],181688,,9417,,,,"['Bill Graham', '20,000 Presents']",['19.50/18.50'],"['Shoreline', 'Amphitheatre', 'Mountain View, .', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['CHICAGO/THE BEACH BOYS:'],['Oct. 15'],161033,,1157,,,,"['Cac', '9,621 Entertainment']",['22.50'],"['Charlotte', 'Coliseum', 'Charlotte, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['REBA MCENTIRE', 'DON WILLIAMS', 'TRADER PRICE']",['Oct. 6'],128225,,7371,,,,"['Starstruck', '8,818 Promotions']","['17.50/14.50/', '10.50']","['Frank Erwin', 'Center', 'Univ. of Texas,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['GO GO LIVE!', 'RARE ESSENCE.', 'CHUCK BROWN', 'PLEASURE, DJ. KOOL', 'THE RETURW OF LITTLE', 'BENNY & THE MASTERS:']",['Oct. 21'],125664,,7616,,,,"['G Street Express', '15,000']",['16.50'],"['Capital Centre', 'Landover, Md.', 'w :']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['"") EBA MCENTIRE', 'EDDIE RABBIT', 'TRADER PRICE', 'NM.']",['Oct. 13'],107718,,6492,,,,"['Starstruck', '8,800 Promotions']",['16.50'],"['Pan American', 'Center', 'New Mexico', 'State Univ.', 'Las Cruces,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['BARRY MANILOW'],['Oct. 26'],104715,,4654,,,,"['Musicentre Prods.', '6,000']",['22.50'],"['Patriot Center', 'Fairfax, Va.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['GEORGE BENSON ', 'YELLOWJACKETS']",['Oct. 14'],103883,,4617,,,1,['Brass Ring Prods.'],['22.50'],"['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
['ANDREAS VOLLENWEIDER'],['Oct. 6'],100169,,4761,,,,"['Bill Graham', '8,500 Presents']",['22.50/19.50'],"['Greek Theatre', 'Univ. of', 'California,', 'Berkeley', 'Berkeley, Calif,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['JERRY LEE LEWIS/CHUCK', 'BERRY']",['Oct. 18'],98775,,,,,,"['Brass Ring Prods.', '4,830']",['22.50'],"['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['STEVIE RAY VAUGHAN &', 'DOUBLE TROUBLE', 'JEFF BECK']",['Oct. 25'],90088,,4835,,,1,['Stardate Prods.'],['19.50/17.50'],"['Northrop', 'Memorial', 'Auditorium', 'Univ. of', 'Minnesota', 'Minneapolis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['REBA', 'HIGHWAY', 'TRADER PRICE']","['Oct. 21', '101']",87335,,5293,,,,"['Starstruck', '6,100 Promotions']",['16.50'],"['McENTIRE. Von Braun Civic', 'Huntsville, Ala.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['REBA', 'EDDIE RABBITT', 'TRADER PRICE']",['Oct. 12'],84992,,5151,,,,"['Starstruck', '9,269 Promotions']",['16.50'],"['McENTIRE Music Hall,', 'Tucson', 'Community', 'Center', 'Tucson, Ariz.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
"['STEVIE RAY VAUGHAN & MECCA', 'DOUBLE TROUBLE', 'JEFF BECK']",['Oct. 27'],83870,,4651,,,,"['Stardate Prods.', '5,500']",['19.50'],"['Arena', 'Milwaukee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
