artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['THE UCTIMATE EVENT:', 'FRANK SINATRA', 'UZA MINELLI', 'SAMY DAVIS JR.']",['Jan. 17'],593465.0,,15087.0,,,,"['PACE Concerts', '18,711']",['45/32.50'],"['Reunion Arena', 'Dallas, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['NEW EDITION', 'ALB, SURE!', 'BOBBY BROWN']",['Jan. 20'],372733.0,,21929.0,,,,"['Dimensions', '23,800 Unlimited/']",['17'],"['New Charlotte', 'Coliseum', 'Charlotte, N.C. Al Haymon', 'Enteprises']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
['BARRY MANELOW'],"['Dec. 31-', 'Jan. 1']",299000.0,,3900.0,,,1.0,['in-house'],['50/40'],"['Caesars Palace', 'Lake Tahoe,', 'Nev,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['LUTHER VANDROSS/ANITA', 'BAKER', 'SINBAD']","['Dec, 18']",287875.0,,12300.0,,,,"['Stardate Prods.', '18,000']",['25'],"['Bradley Center', 'Milwaukee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['RANDY TRAVIS/', 'TAMMY WYNETTE.']",['Jan. 15'],224508.0,,12829.0,,,,"['Special Moments', '14,874 Promotions']",['17.50'],"['Patriot Center', 'George Mason', 'Univ. sellout Musicentre Prods.', 'Fairfax, Va.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['POISON', 'TESLA']",['Jan. 18'],204225.0,,12396.0,,,,"['PACE Concerts', '16,985 Concert']",['17.50'],"['The Omni', 'Atlanta, Ga.', 'Promotions/', 'Southern', 'Promotions']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['POISON', 'TESA']",['Jan. 20'],184783.0,,11186.0,,,,"['Beaver Prods.', '12,000']",['17.50'],"['Mississippi', 'Coast Coliseum', '& Convention', 'Center', 'Biloxi, Miss,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['WHISPERS/', 'PHYLLIS HYMAN', 'NJ.']",['Jan. 13-15'],184118.0,,7452.0,,,,"['Electric Factory', '7,700 Concerts']",['27.50/22.50'],"['Resorts', 'International', 'Hotel sellout', 'Atlantic City,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['RANDY TRAVIS/MERLE', 'HAGGARD']",['Jan. 13'],167108.0,,9549.0,,,1.0,['Special Moments'],['17.50'],"['Hampton', 'Coliseum', 'Hampton, Va.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['POISON', 'TESLA']","['Jan, 21']",165000.0,,10000.0,,,1.0,['Mid-South'],['16.50'],"['Barton Coliseum', 'Little Rock, Ark.', 'Beaver Prods,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['OZZY OSBOURNE', 'ANTHRAX']",['Jan.6'],158873.0,,9468.0,,,,"['PACE Concerts', '12,000']",['17.50/12.50'],"['The Summit', 'Houston, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['RANDY TRAVIS/MERLE', 'HAGGARD']",['Jan. 14'],140052.0,,8003.0,,,,"['Special Moments', '11,200 Promotions']",['17.50'],"['Wicomico Youth', 'Civic Center', 'Salisbury, Md. sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
"['GEORGE STRAIT', 'BILLY JOE ROYAL']",['Jan. 21'],110490.0,,7507.0,,,1.0,['Varnell Enterprises'],['15'],"['Mississippi', 'Coliseum', 'Jackson, Miss.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/02/BB-1989-02-04.pdf
