weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[873, 872]",176,[],1989-09-11,1989-09-11,Sept 11,the-rolling-stones-alpine-valley-music-theater-1989-09-11,2941882,,105995,,,,"[32.5, 26.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
2,,[821],686,[],1989-08-29,1989-08-30,Aug 29-30,the-who-oawiana-alameda-county-stadium-1989-08-29,2548325,,101933,,,,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
3,,"[873, 876]",687,[],1989-09-17,1989-09-17,Sept 17,the-rolling-stones-busch-stadium-1989-09-17,1528397,,53705,,,1,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
4,,[873],688,[],1989-09-14,1989-09-14,Sept 14,the-rolling-stones-riverfront-uving-colour-stadium-1989-09-14,1522536,,53555,,,1,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
5,,"[873, 872]",689,[],1989-09-16,1989-09-16,Sept 16,the-rolling-stones-carter-finley-stadium-1989-09-16,1506393,,52881,,,1,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
6,,"[84, 888, 891, 886]",690,[],1989-09-08,1989-09-08,Sept 8,the-cure-dodger-stadium-1989-09-08,1243525,,50000,,,1,[26.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
7,,"[821, 243, 837, 870]",691,[],1989-09-02,1989-09-02,Sept 2,the-who-astrodome-houston-1989-09-02,803835,,35726,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
8,,"[821, 243, 837, 834]",692,[],1989-09-03,1989-09-03,Sept 3,the-who-cottonbow!-state-fair-1989-09-03,796163,,35385,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
9,,[874],693,[],1989-09-10,1989-09-10,Sept 10,bok-jowi-irvine-meadows-sxio-row-amphitheatre-1989-09-10,632773,,30000,,,1,"[25.0, 22.5, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
10,,"[889, 726]",23,[],,,,80m-jovi-cal-expo-amphitheatre-None,551485,,28000,,,1,"[21.5, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
11,,"[84, 875]",637,[],1989-09-15,1989-09-15,Sept 15,the-cure-starplex-amphitheatre-1989-09-15,367202,,20111,,,50,"[22.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
12,,[704],258,[],1989-09-16,1989-09-16,Sept 16,andrew-dice-clay-nassau-veterans-memorial-coliseum-1989-09-16,360000,,18000,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
13,,"[84, 886]",694,[],1989-09-10,1989-09-10,Sept 10,the-cure-shoreline-amphitheatre-1989-09-10,357355,,20000,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
14,,"[761, 884, 881]",492,[],1989-09-16,1989-09-07,Sept 16 7,new-kids-on-the-block-centrum-in-worcester-worcester-1989-09-16,277667,,15009,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
15,,"[887, 884, 892]",695,[],1989-09-17,1989-09-17,Sept 17,newakids-on-the-block-providence-civic-frank)-russo-center-1989-09-17,268509,,14514,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
16,,"[165, 883]",696,[],1989-09-09,1989-09-01,Sept 9-10 1,judds-western-washington-fairgrounds-1989-09-09,263023,,17325,,,,"[10.0, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
17,,"[74, 869, 879]",35,[],1989-09-05,1989-09-05,Sept 5,jerry-garcia-hartford-civic-center-1989-09-05,260232,,13560,,,1,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
18,,"[880, 878]",697,[],1989-09-12,1989-09-12,Sept 12,bon-jo-arizona-sxio-row-veterans-memorial-coliseum-&-state-fairgrounds-1989-09-12,251636,,14000,,,1,"[19.5, 18.5, 10.35]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
19,,"[84, 890, 886]",273,[],1989-09-16,1989-09-16,Sept 16,the-cure-the-summit-houston-1989-09-16,241543,,13185,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
20,,"[84, 886]",391,[],1989-09-09,1989-09-09,Sept 9,the-cure-oakland-alameda-county-coliseum-1989-09-09,239686,,12356,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
21,,"[84, 871]",39,[],1989-09-12,1989-09-12,Sept 12,the-cure-san-diego-sports-arena-1989-09-12,219447,,12000,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
22,,"[740, 882]",587,[],1989-09-17,1989-09-17,Sept 17,rem-mann-music-center-1989-09-17,214832,,12378,,,,"[19.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
23,,"[868, 757, 769]",637,[],1989-09-16,1989-09-16,Sept 16,dow-henley-starplex-amphitheatre-1989-09-16,205200,,10394,,,,"[22.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
24,,[886],698,[],1989-09-13,1989-09-13,Sept 13,shelleyan-orphan-he-cure-compton-terrace-1989-09-13,203958,,12007,,,,"[18.5, 17.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
25,,"[885, 877]",472,[],1989-08-25,1989-08-25,Aug 25,stevie-nicks-jones-beach-theatre-1989-08-25,203660,,10183,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/09/BB-1989-09-30.pdf
