weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
30,,"[158, 168]",159,[],1985-02-22,1985-02-22,Feb 22,hank-williams-jr-fox-theatre-1985-02-22,106576,,7751,,,,[13.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
31,,[49],53,[],1985-02-22,1985-02-22,Feb 22,anne-murray-lakeland-civic-center-1985-02-22,99105,,8610,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
32,,"[155, 161, 151]",165,['152'],1985-02-28,1985-02-28,Feb 28,new-edition-augusta-civic-center-1985-02-28,94505,,9000,,,,"[11.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
33,,"[162, 170]",149,[],1985-02-24,1985-02-24,Feb 24,kinks-henry-j-kaiser-convention-center-1985-02-24,89418,,6147,,,,[14.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
34,,"[87, 71]",81,[],1985-02-20,1985-02-20,Feb 20,bill-cosby-stabler-arena-1985-02-20,88737,,5725,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
35,,[154],845,[],1985-02-21,1985-02-21,Feb 21,temptations-fox-theatre-1985-02-21,26949,,5191,,,,[16.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
36,,"[89, 94]",167,[],1985-02-23,1985-02-23,Feb 23,reo-speedwagon-onodaga-war-memorial-1985-02-23,86625,,7890,,,1,[11.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
37,,"[155, 161, 151]",159,[],1985-03-02,1985-03-02,March 2,new-edition-fox-theatre-1985-03-02,82184,,7970,,,1,"[12.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
38,,"[164, 165, 157]",168,[],1985-03-01,1985-03-01,March 1,ronnie-milsap-albany-crve-center-1985-03-01,76305,,6955,,,,[11.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
39,,[49],169,[],1985-02-20,1985-02-20,Feb 20,anne-murray-west-palm-beach-auditorium-1985-02-20,74720,,4821,,,,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
40,,"[155, 161, 151]",170,[],1985-02-21,1985-02-21,Feb 21,new-edition-greenville-memorial-auditorium-1985-02-21,72975,,7000,,,1,"[11.25, 10.25]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
