artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['PARK FLOYD.'],['Aug. 19-23'],1796550.0,,71862.0,,,1.0,['Ron Delsener'],['25'],"['Nassau', 'Veterans.', 'Memorial', 'Coliseum', 'Uniondale, N.Y.', '__']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['GEORGE MICHAEL', 'JOHNNY CLEGG & SAVUKA', 'DEGN ESTES']",['Aug. 27'],996287.0,,45289.0,,,1.0,['Concert Prods.'],['26.75'],"['Exhibition', 'Stadium', 'Toronto, Ontario']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['AEROSMITH', ""GUNS N' ROSES""]",['Aug. 24-26'],794606.0,,45780.0,,,1.0,['Don Law Co.'],['20.50/16'],"['Great Woods', 'Center for the', 'Performing Arts', 'Mansfield,', 'Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
['ROD STEWART'],['Aug. 28'],518259.0,,24721.0,,,1.0,['Concert Prods.'],['26.25/22.75'],"['Exhibition', 'Stadium', 'Toronto, Ontario']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
['STING'],['Aug. 24'],422233.0,,19825.0,,,,['Ron Delsener'],['22.50/18.50'],"['Arena, Madison', 'Square Garden', 'sellout Enterprises', 'New York, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['AEROSMITH', 'GUNS N’ ROSES']",['Aug. 28'],351094.0,,19137.0,,,,"['Belkin Prods.', '30,000']",['20/18'],"['Buckeye Lake', 'Music Center', 'Newark, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['INKS.', 'DGGY MARLEY & THE', 'MELODY MAKERS.', 'NJ.']",['Aug.'],,,,,,,"['17,274 Monarch', '18,200 Entertainment']",['18.50/917.50'],"['Meadowlands', 'Arena', 'East Rutherford, Bureau', 'John Scher', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
['ROD STEWART'],['Aug. 22'],310541.0,,15625.0,,,1.0,['Concert Prods.'],['25.50/24.50'],"['Olympic', 'Saddtedome', 'Calgary, Alberta Donald K. Donald', 'Prods.', 'Perryscope', 'Concert Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['CROSBY, STILLS & NASH', 'NJ.']",['Aug. 8'],281982.0,,15482.0,,,1.0,['Monarch'],"['18.50/17,50']","['Meadowlands', 'Arena', 'East Rutherford, Bureau', 'John Scher', '+ Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
"['808 DYLAN', 'TRACY CHAPMAN']",['Aug. 23'],270551.0,,12893.0,,,,['Perryscope'],['26.50/25.50'],"['Olympic', 'Saddledome', 'Concert Prods.', 'Calgary, Aiberta Donaid K. Donald', 'Prods.', 'Concert Prods.', 'International']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/09/BB-1988-09-10.pdf
