weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
15,,"[275, 942]",13,[],1989-12-02,1989-12-02,Dec 2,motley-crue-market-square-arena-1989-12-02,281505,,16086,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
16,,"[936, 813, 937, 944, 931, 932]",63,[],1989-12-03,1989-12-03,Dec 3,heavy-0-the-boyz-joe-louis-arena-1989-12-03,261144,,13837,,,,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
17,,"[243, 916]",97,[],1989-12-03,1989-12-03,Dec 3,stevie-ray-vaughan-cow-palace-1989-12-03,258758,,13178,,,1,"[21.0, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
18,,"[929, 943]",439,[],1989-12-01,1989-12-03,Dec 1-3,the-alexandoy-red-army-fox-theatre-1989-12-01,249177,,9053,,,,"[30.0, 27.5, 22.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
19,,"[761, 933, 939]",722,[],1989-12-09,1989-12-09,Dec 9,new-kids-on-the-block-freeman-coliseum-1989-12-09,203600,,10773,,,1,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
20,Hurricane Hugo Benefit,"[934, 938]",723,[],1989-12-13,1989-12-13,Dec 13,hurricane-hugo-benefit-veterans-memorial-coliseum-1989-12-13,201740,,10087,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
21,,[708],724,[],1989-12-15,1989-12-17,Dec 15-17,mannheim-steamroller-midland-theatre-1989-12-15,193593,,10193,,,,"[22.5, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
22,,"[165, 927]",725,[],1989-11-18,1989-11-19,Nov 18-19,judds-front-row-theatre-1989-11-18,190360,,8624,,,,"[23.75, 22.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
23,,[928],726,[],,,,the-nylons-oscar-theatre-None,172385,,10250,,,1,"[17.75, 15.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
24,,[32],344,[],1989-12-14,1989-12-14,Dec 14,barry-manilow-richfield-coliseum-1989-12-14,163503,,9618,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
25,,"[275, 942]",727,[],1989-12-14,1989-12-14,Dec 14,motley-crue-george-|-lewis-arena-1989-12-14,160125,,9150,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
26,,"[243, 535, 916]",324,[],1989-12-02,1989-12-02,Dec 2,stevie-ray-vaughan-arena-1989-12-02,153311,,8184,,,1,"[20.0, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
