weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
16,,[253],221,[],1985-06-22,1985-06-22,June 22,jimmy-buffett-indianapolis-sports-arena-1985-06-22,79037,,5856,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
17,,[216],220,[],1985-06-21,1985-06-21,June 21,smiths-henry-j-kaiser-auditorium-1985-06-21,76906,,5777,,,,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
18,,[91],187,[],1985-06-19,1985-06-19,June 19,dan-fogelberg-cumberland-county-civic-center-1985-06-19,71409,,5637,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
19,,[249],182,[],1985-06-10,1985-06-10,June 10,air-supply-pensacola-civic-center-1985-06-10,69571,,4798,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
20,,"[240, 248]",190,[],1985-06-22,1985-06-22,June 22,o-jays-fox-theater-1985-06-22,57050,,4085,,,1,[15.25],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
21,,[249],222,[],1985-06-19,1985-06-19,June 19,air-supply-grand-ole-opry-house-1985-06-19,49575,,3674,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
22,,"[158, 189]",65,[],1985-06-09,1985-06-09,June 9,hank-williams-jr-thomas-&-mack-center-1985-06-09,45947,,3139,,,,"[17.5, 15.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
23,,[30],223,[],1985-06-19,1985-06-19,June 19,ratt-great-plains-coliseum-1985-06-19,36774,,3316,,,1,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
24,,[249],224,[],1985-06-15,1985-06-15,June 15,air-supply-savannah-civic-center-1985-06-15,35856,,2656,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
25,,[30],225,[],1985-06-18,1985-06-18,June 18,ratt-bicentennial-center-1985-06-18,35735,,3141,,,1,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
26,,"[208, 247]",226,[],1985-06-22,1985-06-22,June 22,kenny-loggins-mesker-music-theater-1985-06-22,35435,,2644,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
27,,[241],89,[],1985-06-19,1985-06-19,June 19,paul-young-orpheum-theater-1985-06-19,33898,,2721,,,,"[13.0, 12.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
28,,"[30, 234]",227,[],1985-06-20,1985-06-20,June 20,ratt-memorial-hall-1985-06-20,31942,,3000,,,1,"[12.0, 11.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
29,,[249],228,[],1985-06-14,1985-06-14,June 14,air-supply-albany-civic-center-1985-06-14,29781,,2206,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
30,,[198],229,[],1985-06-13,1985-06-13,June 13,earl-klugh-clowes-hall-1985-06-13,17055,,1366,,,,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
31,,"[242, 250]",230,[],1985-06-18,1985-06-18,June 18,yngwie-malmsteen-centennial-hall-1985-06-18,16464,,1490,,,,"[12.0, 10.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
32,,[246],189,[],1985-06-18,1985-06-18,June 18,paco-de-lucia-sextet-warfield-theater-1985-06-18,15271,,1054,,,,"[14.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
33,,[245],231,[],1985-06-19,1985-06-19,June 19,violent-femmes-rainbow-music-hall-1985-06-19,12900,,1400,,,1,"[19.0, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
34,,"[251, 224]",232,[],1985-06-19,1985-06-19,June 19,stanley-clarke-the-moonshadow-atlanta-1985-06-19,8799,,338,,,,[10.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
