weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[36],176,[],1985-06-21,1985-06-22,June 21-22,grateful-dead-alpine-valley-music-theater-1985-06-21,510922,,45685,,,2,"[15.5, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
2,,[194],26,[],1985-06-13,1985-06-13,June 13,phil-collins-his-hot-tub-mcnichols-sports-arena-1985-06-13,223772,,15029,,,1,"[15.4, 14.3]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
3,,[237],3,[],1985-06-24,1985-06-24,June 24,robert-plant-reunion-arena-1985-06-24,219646,,16190,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
4,,"[208, 209]",31,[],1985-06-14,1985-06-15,June 14-15,kenny-loggins-radio-city-musi¢-hall-1985-06-14,202343,,10615,,,,"[20.0, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
5,,"[176, 238]",180,[],1985-06-16,1985-06-17,June 16-17,pointer-sisters-chastain-park-1985-06-16,199855,,12702,,,2,"[18.5, 16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
6,,"[236, 252]",214,[],1985-06-23,1985-06-24,June 23-24,beach-boys-mud-island-amphitheatre-1985-06-23,164868,,9992,,,2,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
7,Blues Festival,"[243, 254, 244]",215,[],1985-06-19,1985-06-19,June 19,blues-festival-red-rocks-amphitheatre-1985-06-19,140707,,8886,,,1,[15.4],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
8,,[154],851,[],1985-06-22,1985-06-22,June 22,temptations-fox-theater-1985-06-22,125953,,8486,,,,"[16.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
9,,[237],217,[],1985-06-19,1985-06-19,June 19,robert-plant-arizona-veterans-memorial-coliseum-1985-06-19,121090,,8006,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
10,,[91],852,[],1985-06-21,1985-06-21,June 21,dan-fogelberg-tanglewood-lenox-1985-06-21,119334,,10150,,,,"[15.0, 13.0, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
11,,"[184, 239]",215,[],1985-06-12,1985-06-12,June 12,howard-jones-red-rocks-amphitheatre-1985-06-12,115381,,8913,,,,"[13.75, 12.65]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
12,,"[210, 228]",219,[],1985-06-20,1985-06-20,June 20,luther-vandross-richmond-coliseum-1985-06-20,105852,,7915,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
13,,[181],187,[],1985-06-20,1985-06-20,June 20,willie-nelson-cumberland-county-civic-center-1985-06-20,104325,,7099,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
14,,"[64, 235]",220,[],1985-06-18,1985-06-18,June 18,frankie-goes-to-hollywood-henry-j-kaiser-auditorium-1985-06-18,96990,,7141,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
15,,[48],64,[],1985-06-15,1985-06-17,June 15-17,gallagher-riverside-theater-1985-06-15,96173,,7066,,,,"[15.5, 13.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
