artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['DEF LEPPARD', 'QUEENSRYCHE']","['Sept. 17-', '18']",746642.0,,40359.0,,,1.0,['Cellar Door Prods.'],['18.50'],"['Palace of', 'Auburn Hills,', 'Prods.', 'Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['ERIC CLAPTON', 'BUCKWHEAT ZYDECO']",['Sept. 7'],682904.0,,33307.0,,,1.0,['Joseph'],['25.50/17.50'],"['Alpine Valley', 'Music Theatre,', 'East Troy, Wis. Group']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['THE GRATEFUL DEAD', 'THE ROBERT CRAY BAND', 'JIMMY CLIFF']",['Aug. 28'],673552.0,,31328.0,,,,"['Double Tee', '40,000 Promotions']",['21.50'],"['Autzen Stadium,', 'Eugene, Oregon', 'University of Bill Graham', 'Oregon Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['ELTON JOHN', 'WET WET WET']",['Sept. 9-10'],550651.0,,3913.0,,,,['Cellar Door Prods.'],['25/21'],"['Miami Arena,', 'Miami, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['CONCERTS FOR HUMAN', 'RIGHTS NOW:', 'BRUCE SPRINGSTEEN', 'PETER GABRIEL', 'STING', 'TRACY CHAPMAN', ""YOUSSON N' DOUR""]",['Sept. 15'],525686.0,,17007.0,,,,['Concert Prods.'],['37.50'],"['Maple Leaf', 'Gardens,', 'Toronto, Ont. Canadian)', 'Canada', '(LD. LANG & THE RECLINES,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
['PRINCE'],"['Sept. 14', '15']",474345.0,,21082.0,,,,"['Stage Right Prods.', '31,000 Rose Prods.']",['22.50'],"['Met Center,', 'Minneapolis,', 'Minn, sellout .']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['KENNY ROGERS:', 'THE FORESTER SISTERS']","['Sept. 9-11', '80']",468734.0,,17592.0,,,,['Music Fair Prods.'],[],"['Valley Forge', 'Music Fair,', 'Pa. sellouts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
['ROD STEWART'],"['Sept. 17-', '18']",450000.0,,20000.0,,,,['Ron Delsener'],['22.50'],"['Jones Beach', 'Theatre,', 'Wantagh, N.Y. sellouts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['GEORGE MICHAEL', 'DEON ESTUS']",['Sept. 9'],388944.0,,2302.0,,,1.0,['Joseph'],['22.50/17.0'],"['Alpine Valley', 'Music Theatre,', 'East Troy, Wis. Group']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
"['AEROSMITH', 'GUNS N’ ROSES']",['Sept. 12'],365861.0,,22827.0,,,1.0,['Fey Concert'],['18/17/16'],"['Compton', 'Terrace,', 'Phoenix, Ariz. Bill Silva Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
