artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['THE GRATEFUL DEAD'],"['Sept. 14.', '16, 18-20,']",2896369.0,,150837.0,,,,['Monarch'],['20/18.50'],"['Madison Square', 'Garden', 'Entertainment', 'New York, NY.', 'John Scher', '= Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['HUMAN RIGHTSNOW:TOUR: |', 'BRUCE SPRINGSTEEN', 'STING', 'PETER GABRIEL', 'TRACY CHAPMAN', 'YOUSSOU NDOUR,', 'JOAN BAEZ .']",['Sept. 19'],2621220.0,,74392.0,,,1.0,['Electric Factory'],['35'],"['John F. Kennedy', 'Stadium', 'Philadelphia, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['HUMAN RIGHTS NOW!TOUR: |', 'BRUCE SPRINGSTEEN', 'STING', 'PETER GABRIEL', 'TRACY CHAPMAN', ""YOUSSOU N'DOUR,"", 'JOAN BAEZ __]']",['Sept: 21'],1973790.0,,56547.0,,,,"['Avalon Attractions', '64,000']",['35'],"['Los Angeles', 'Coliseum', 'Calil']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['HUMAN RIGHTS NOW!TOUR: |', 'BRUCE SPRINGSTEEN', 'STING', 'PETER GABRIEL', 'TRACY CHAPMAN, YOUSSOU', 'NW', 'ICHAEL RINARO, DANIEL']","['Sept. 17', '0OUR']",1807956.0,,58679.0,,,,"['Donald K. Donald', '(52,200,463 60,199 Prods.']",['37.50'],"['Olympic', 'Stadium', 'Montreal Canadian)', 'Quebec', 'wor _ =.=']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['HUMAN RIGHTS NOW TOUR |', 'BRUCE SPRINGSTEEN', 'PETER GABRIEL', 'TRACY CHAPMAN']",['Sept. 23'],1462500.0,,58500.0,,,1.0,['Bill Graham'],['25'],"['Oakland-', 'Alameda', 'Stadium', 'Calif.', 'rOUSSOU NOUR']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['DEF LEPPARD', 'QUEENSRYCHE', 'NJ.']","['Sept. 21-', '23']",1060303.0,,60781.0,,,1.0,['Monarch'],['1850/817.50'],"['Meadowlands', 'East Rutherford,', 'Bureau', 'John Scher', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['GEORGE MICHAEL', 'DEON ESTUS']",['Sept. 22-'],,,,,,1.0,"['45,240 Avalon Attractions']",['20'],"['Tacoma Dome', 'Wash. B']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['PRINCE,']","['Sept. 17-', '19']",836815.0,,39414.0,,,,"['Jam Prods.', '52,134']",['22.50'],"['Rosemont', 'Horizon, Il', '_ sellout ee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['BENEFIT FOR THE RAIN', 'FORESTS:', 'THE GRATEFUL DEAD', 'BRUCE HORNSBY & THE', 'RANGE', 'DOARRYL HALL & JOHN', 'DATES', 'SUZANNE VEGA _']",['Sept. 24'],871875.0,,17617.0,,,1.0,['Monarch'],['250/550/825'],"['Madison Square', 'Garden', 'New York, N.Y. Bureau', 'John Schet', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
"['AEROSMITH', 'GUNS W’ ROSES']","['Sept. 1', '15']",,,,,,1.0,['71828 Nederlander'],['21.45/16.50'],"['Pacific', 'Amphitheatre', 'Costa Mesa,', 'Caiif']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
['GEORGE MICHAEL'],['Aug. 23'],520701.0,,21640.0,,,,"['Donald K. Donald', '{$638,380 35,000 Prods.']",['23.50'],"['Olympic', 'Stadium', 'Montreal, Canadian)', 'Quebec']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
['GEORGE MICHAEL |'],"['Sept. 17-', '1B']",515607.0,,28386.0,,,,"['Avalon Attractions', '36,000 MCA Concerts']",['20/17.50'],"[""Fiddler's Green"", '|_DEOK EsTUS |_ Denver, Colo.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
['RANDY TRAVIS/THE JUDDS |'],"['Sept. 21-', '4', '7']",,,,,,1.0,"['B23 in-house', '25,004']",['20/17.50'],"['Universal', 'Amphitheatre', 'Cali.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
['SADE'],['Sept. 17-'],,,,,,1.0,"['14,090 Electric Factory}']","['30/325/', '14.50/312.50']","['Mann Music', 'Center B', 'Philadelphia, Pa,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
['ROO STEWART'],['Aug. 31'],282502.0,,14215.0,,,,['Donald K. Donald'],['24.50'],"['Montreal', 'Forum, Quebec', 'Canadian)', 'a =']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-08.pdf
