artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['ERIC CLAPTON', 'L = _|']",['March 30'],,,,,,1.0,['19.969'],['22.50'],"['Charlotte', 'Cellar Door Prods', 'Coliseum', 'Chariotte, n.c']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['NEW KIDS ON THE BLOCK', 'SWEET SENSATION', 'PERFECT GENTLEMEN']",['March 23.'],,,,,,,"['17,929']",['23.50'],"['Copps Coliseum', 'Concert Prods', 'Hamilton,', 'Ontario Canadian) Donald K. Donald', 'Prods']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['ALICE COOPER', 'DANGER DANGER']",['March 18-'],,,,,,,"['17525', '18,900']",['21.50'],"['Fox Theatre', 'Brass Ring Prods.', 'Detroit a']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['GLORIA ESTEFAN & MIAMI', 'SOUND MACHINE', 'CHAS ELSTNER', 'NJ']",['March 4'],318740.0,,15541.0,,,,"['Metropolitan', '17,764 Entertainment']",['22.50/20'],"['Meadowlands', 'Arena', 'East Rutherford,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
['ERIC CLAPTON'],['March 28'],,,,,,1.0,"['16,757 Brusco Barr']",['22.50'],"['The Omni', 'Atlanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
['OANA ROSS.'],['March 31'],262010.0,,10929.0,,,,['Concert Prods.'],[],"['Copps Coliseum', 'Hamilton,', 'Ontario Canadian) Donald K. Donald', 'Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['| THE HIGHWAYMEN:', 'WILLIE NELSON', 'WAYLON JENNINGS', 'JOHNNY CASH', 'KRIS KRISTOFFERSON']",['March 14'],256038.0,,11728.0,,,,[''],['22.50/820'],"['Nassau', 'Metropolitan', 'Veterans', 'Memorial', 'Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
['CHER'],['March 31'],252778.0,,511.0,,,,"['MCA', '20,000 Concerts /PACE']",['27.50/25/20'],"['Starplex', 'Amphitheatre,', 'State', 'Concerts', 'Fairgrounds of', 'Texas', 'Dallas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['JERRY LEWIS', 'PATTY WEAVER']","['March 8-', '10']",233130.0,,1343.0,,,,"['Brass Ring Prods,', '14,490']","['37.50/83250/', '25/820']","['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['RUSH ARCO', 'MR. BIG']",['March 28'],232602.0,,12236.0,,,1.0,['Bill Graham'],['22/21/19.50'],"['Arena', 'Sacramento,', 'Calif']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['RUSH', 'MR. BIG', 'L']",['March 26'],,,,,,1.0,"['12,299 Media One']",['18.50'],"['Coliseum,', 'Seattle Center', 'Seattle']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['| RANDY TRAVIS', 'RICKY VAN SHELTON']",['March 30'],,,,,,,"['11551 Special Moments', '12,500 Promotions']",['18.50'],"['Knickerbocker', 'Arena', 'Albany, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['ALABAMA', 'CLINT BLACK', 'PATTY LOVELESS']",['March 24'],,,,,,1.0,"['10,500 Keith Fowler']",['17.50'],"['Richmond', 'Coliseum', 'Richmond, Va']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['ALABAMA,', 'CLINT BLACK', 'PATTY LOVELESS']","['March 23', '318 12,755']",,,,,,,"['10,200 Keith Fowler']",[],"['Buffalo', 'Memorial', 'Auditorium Pate & Assoc', 'Buttato, ny']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
"['WHITESNAKE |', 'PACE']",['March 17'],178285.0,,,,,,"['', '12,000']",['18.50'],"['Reunion Arena', 'Concerts', '_ BAD ENGLISH Dallas |_']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
