weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
13,,[276],482,[],1987-09-02,1987-09-02,Sept 2,neil-young-grandstand-exhibition-stadium-1987-09-02,318219,,17087,,,,"[24.5, 21.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
14,,"[269, 569]",43,[],1987-09-12,1987-09-12,Sept 12,whitney-houston-rupp-arena-1987-09-12,290938,,16625,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
15,,"[399, 567, 568]",482,[],1987-09-03,1987-09-03,Sept 3,new-order-grandstand-exhibition-stadium-1987-09-03,255166,,14892,,,,"[22.5, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
16,,"[269, 569]",45,['152'],1987-09-05,1987-09-05,Sept 5,whitney-houston-providence-civic-center-1987-09-05,240934,,13415,,,,"[18.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
17,,"[552, 564]",3,[],1987-09-12,1987-09-12,Sept 12,heart-reunion-arena-1987-09-12,220176,,13719,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
18,,"[552, 564]",273,[],1987-09-13,1987-09-13,Sept 13,heart-the-summit-houston-1987-09-13,214078,,12893,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
19,,"[552, 564]",23,[],1987-09-01,1987-09-01,Sept 1,heart-cal-expo-amphitheatre-1987-09-01,211738,,12200,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
20,,[453],14,[],1987-09-13,1987-09-13,Sept 13,anita-baker-irvine-meadows-amphitheatre-1987-09-13,199556,,10418,,,,"[25.0, 19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
21,,"[158, 561, 558]",483,[],1987-09-12,1987-09-12,Sept 12,hank-williams-jr-ovens-coliseum-1987-09-12,193500,,12900,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
22,,[570],26,[],1987-09-07,1987-09-07,Sept 7,john-denver-mcnichols-sports-arena-1987-09-07,188552,,8969,,,1,"[22.0, 19.8]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
23,,"[551, 553]",480,[],1987-08-30,1987-08-30,Aug 30,tina-turner-stadium-lansdowne-park-1987-08-30,178803,,1473,,,,[20.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
24,,[565],482,[],1987-09-06,1987-09-06,Sept 6,chicago-cne-grandstand-exhibition-stadium-1987-09-06,177641,,10348,,,,"[22.5, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
25,,"[552, 564]",39,[],1987-09-08,1987-09-08,Sept 8,heart-san-diego-sports-arena-1987-09-08,176365,,10674,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
26,,[453],484,[],1987-09-11,1987-09-12,Sept 11-12,anita-baker-open-air-theatre-1987-09-11,173055,,8331,,,1,"[25.0, 20.0, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
27,,"[91, 560]",215,[],1987-09-11,1987-09-11,Sept 11,dan-fogelberg-red-rocks-amphitheatre-1987-09-11,165541,,8828,,,1,"[19.25, 18.15]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
28,,"[275, 4]",485,[],1987-09-09,1987-09-09,Sept 9,motley-crue-huntington-civic-center-1987-09-09,162270,,10818,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
29,,"[514, 571]",99,[],,,,the-cult-long-beach-arena-None,160479,,10266,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
30,,[557],43,[],1987-09-14,1987-09-14,Sept 14,david-bowie-rupp-arena-1987-09-14,156473,,8458,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
31,,"[275, 4]",898,[],1987-09-08,1987-09-08,Sept 8,motley-crue-five-seasons-center-1987-09-08,154275,,9915,,,1,"[16.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
32,,[49],295,[],1987-08-30,1987-08-30,Aug 30,anne-murray-great-woods-center-1987-08-30,151289,,8241,,,,"[19.5, 17.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
33,Def Jam '8?,"[562, 550]",487,[],1987-09-12,1987-09-12,Sept 12,def-jam-8-pavilion-1987-09-12,144255,,9617,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
34,,"[60, 365]",488,[],1987-09-12,1987-09-12,Sept 12,george-strait-the-oil-palace-1987-09-12,135450,,8810,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
35,,"[551, 553]",489,[],1987-09-01,1987-09-01,Sept 1,tina-turner-grandstand-1987-09-01,132676,,8943,,,,"[16.0, 14.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
36,,"[423, 558]",899,[],1987-09-08,1987-09-09,Sept 8-9,randy-travis-northern-alberta-jubilee-edmonton-canada-1987-09-08,131184,,9900,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/09/Billboard-1987-09-26.pdf
