weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[821, 653]",446,[],1989-06-29,1989-06-29,June 29,the-who-giants-stadium-1989-06-29,5000000,,223135,,,1,[23.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
2,,[117],649,[],,,,neil-diamond-the-great-western-forum-inglewood-__&-None,3498000,,193898,,,1,"[20.0, 18.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
3,,[822],650,[],1989-07-06,1989-07-07,July 6-7,the-who-rfk-stagium-washington-1989-07-06,1952145,,86762,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
4,Budweiser Superfest,"[19, 155, 813]",578,[],1989-07-01,1989-07-01,July 1,budweiser-superfest-los-angeles-coliseum-1989-07-01,984825,,40961,,,,"[27.5, 25.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
5,,"[36, 790]",926,[],1989-07-04,1989-07-04,July 4,grateful-dead-rich-stadium-orchard-park-1989-07-04,969532,,46597,,,,[21.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
6,,"[145, 820]",176,[],1989-06-24,1989-06-24,June 24,metallica-alpine-valley-music-theater-1989-06-24,800506,,19357,,,,"[25.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
7,,"[827, 819]",31,[],1989-07-05,1989-07-07,July 5-7,aretha-franklin-radio-city-musi¢-hall-1989-07-05,602175,,16309,,,,"[40.0, 35.0, 30.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
8,,"[806, 817]",542,[],,,,jowathon-brandmeier-poplar-creek-music-theatre-None,600930,,36415,,,,"[19.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
9,,"[506, 400]",176,[],1989-06-17,1989-06-18,June 17-18,doobie-brothers-alpine-valley-music-theater-1989-06-17,495771,,22061,,,,"[25.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
10,,"[60, 714, 814]",273,[],1989-07-08,1989-07-09,July 8-9,george-strait-the-summit-houston-1989-07-08,434738,,24631,,,1,[17.65],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
11,,"[399, 825, 805]",628,[],,,,new-order-grandstand-None,348574,,17577,,,,"[24.0, 21.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
12,,"[804, 726]",652,[],1989-07-05,1989-07-05,July 5,bon-joy-silver-stadium-1989-07-05,319156,,16367,,,,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
13,,"[816, 807]",31,[],1989-06-28,1989-06-29,June 28-29,10000-maniacs-radio-city-musi¢-hall-1989-06-28,251623,,11748,,,,"[22.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
14,,"[803, 809]",569,[],1989-06-30,1989-06-30,June 30,jammy-buffett-coral-palace-1989-06-30,248333,,11037,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
15,,"[416, 316]",23,[],1989-07-07,1989-07-07,July 7,tesla-cal-expo-amphitheatre-1989-07-07,240185,,14000,,,1,"[20.0, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
16,,"[325, 811]",653,[],1989-07-01,1989-07-01,July 1,frank-sinatra-deer-creek-music-theatre-1989-07-01,238592,,5605,,,,[50.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
