weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[187],31,[],1989-06-14,1989-06-17,June 14-17,diana-ross-radio-city-musi¢-hall-1989-06-14,950950,,23700,,,1,"[35.0, 30.0, 25.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
2,Budweiser Superfest,"[782, 19, 155, 428, 802]",636,[],1989-06-17,1989-06-17,June 17,budweiser-superfest-stadium-1989-06-17,869775,,35937,,,,"[26.75, 24.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
3,,"[796, 726]",329,[],1989-06-13,1989-06-14,June 13-14,bon-jowi-civic-arena-1989-06-13,592209,,30828,,,,[19.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
4,,"[60, 365, 755]",637,[],1989-06-15,1989-06-16,June 15-16,george-strait-starplex-amphitheatre-1989-06-15,434939,,24837,,,,"[19.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
5,,"[798, 726]",638,[],1989-06-09,1989-06-09,June 9,bon-jom-hersheypark-stadium-1989-06-09,370760,,20041,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
6,,[117],561,[],1989-06-12,1989-06-12,June 12,neil-diamond-cincinnati-riverfront-coliseum-1989-06-12,320192,,17029,,,,"[20.0, 18.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
7,,"[24, 778]",638,[],1989-06-09,1989-06-09,June 9,rod-stewart-hersheypark-stadium-1989-06-09,281071,,15193,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
8,,"[786, 726]",45,[],1989-06-07,1989-06-07,June 7,80n-jovi-providence-civic-center-1989-06-07,255596,,13816,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
9,,"[779, 514]",639,[],1989-05-31,1989-05-31,May 31,wetallica-pacific-coliseum-1989-05-31,245695,,12150,,,,"[23.5, 22.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
10,,"[797, 726]",640,[],1989-06-16,1989-06-16,June 16,bon-j0y-1-point-stadium-1989-06-16,225506,,12653,,,,[19.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
11,,"[791, 781]",472,[],1989-06-16,1989-06-16,June 16,jackson-browne-jones-beach-theatre-1989-06-16,203540,,10177,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
12,,"[792, 760, 789, 799, 775]",487,[],1989-06-14,1989-06-04,June 14 4,eazy-e-pavilion-1989-06-14,188520,,9426,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
13,,"[276, 800]",641,[],1989-06-14,1989-06-14,June 14,neil-young-jones-beach-girls-theatre-1989-06-14,182080,,9102,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
14,,"[184, 777]",472,[],1989-06-17,1989-06-17,June 17,howard-jones-jones-beach-theatre-1989-06-17,178940,,8947,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
