weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
11,,"[262, 956]",120,[],1990-03-30,1990-03-30,March 30,eric-clapton-charlotte-coliseum-1990-03-30,441225,,19969,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
12,,"[761, 884, 955]",298,[],1990-03-23,1990-03-23,March 23,new-kids-on-the-block-copps-coliseum-1990-03-23,361914,,17829,,,,[23.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
13,,"[376, 964]",439,[],1990-03-18,1990-03-21,March 18-21,alice-cooper-fox-theatre-1990-03-18,361050,,17525,,,,[21.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
14,,"[957, 667, 954, 653]",178,[],1990-03-04,1990-03-04,March 4,gloria-estefan-miami-meadowlands-arena-1990-03-04,313658,,16757,,,,"[22.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
15,,[262],151,[],1990-03-28,1990-03-28,March 28,eric-clapton-the-omni-atlanta-1990-03-28,313658,,16757,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
16,,[187],298,[],1990-03-31,1990-03-31,March 31,diana-ross-copps-coliseum-1990-03-31,262010,,10929,,,,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
17,,"[962, 181, 277, 137, 952]",258,[],1990-03-14,1990-03-14,March 14,the-highwaymen-nassau-veterans-memorial-coliseum-1990-03-14,256038,,11728,,,,"[22.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
18,,[947],732,[],1990-03-31,1990-03-31,March 31,cher-starplex-amphitheatre-state-fairgrounds-1990-03-31,252778,,511,,,,"[27.5, 25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
19,,"[961, 958]",439,[],1990-03-08,1990-03-10,March 8-10,jerry-lewis-fox-theatre-1990-03-08,233130,,1343,,,,"[37.5, 32.5, 25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
20,,"[44, 949]",685,[],1990-03-28,1990-03-28,March 28,rush-arco-arena-1990-03-28,232602,,12236,,,1,"[22.0, 21.0, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
21,,"[44, 949]",520,[],1990-03-26,1990-03-26,March 26,rush-coliseum-1990-03-26,219410,,12299,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
22,,"[423, 575]",729,[],1990-03-30,1990-03-30,March 30,randy-travis-knickerbocker-arena-1990-03-30,209254,,11551,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
23,,"[14, 948, 493]",219,[],1990-03-24,1990-03-24,March 24,alabama-richmond-coliseum-1990-03-24,183750,,10500,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
24,,"[14, 948, 493]",733,[],1990-03-23,1990-03-23,March 23,alabama-buffalo-memorial-auditorium-1990-03-23,183600,,10200,,,,[18.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
25,,"[4, 953]",3,[],1990-03-17,1990-03-17,March 17,whitesnake-reunion-arena-1990-03-17,178285,,10091,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1990/04/BB-1990-04-14.pdf
