artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['BARRY MANILOW'],"['April 18-', 'May 14']",1885840.0,,42320.0,,,,"['Nederlander', '45,600 Organization']",['50/42.50/35'],"['Gershwin', 'Theatre', '_ New York, N.Y. sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
"['WORLD SERIES OF ROCK:', 'POISON', 'WHITE LION', 'TESLA', 'WINGER', 'BULLETBOYS']",['May 27-28'],879741.0,,,,,,"['Joseph', '40,000 Entertainment']",['32.50/25.50'],"['Alpine Valiey', 'Music Theatre', 'East Troy, Wis. Group']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
"['COCACOLA CLASSIC:', 'BOBBY BROWN', 'LEVERT', 'WC. HAMMER:', 'KARYN WHITE, ROB BASE,', 'KAD NPLAY,']","['May 27', '9']",777568.0,,39899.0,,,,"['Al Haymon', '52,000 Enterprises']","['25/22.50/', '20.50']","['Atlanta/Fulton', 'Co. Stadium', 'quy Atlanta, Ga.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
['ROD STEWART'],"['May 23-25', 'Nova']",759993.0,,23415.0,,,,['Donald K. Donald'],['32.50'],"['Halifax Metro', 'Center', 'Halifax,', 'Scotia']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
"['BON JOVI', 'SKID ROW']",['June 2'],431883.0,,21312.0,,,,['Concert Prods.'],[],"['Grandstand,', 'Exhibition Place', 'Toronto, Ontario Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
['ROD STEWART'],"['May 31-', 'June 1']",383364.0,,21601.0,,,1.0,"['Electric Factory', '26,200 Concerts']","['24.50/20.50/', '16/13.50']","['Mann Music.', 'Center', 'Philadelphia, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
"['BON JOVL', 'SKIDROW']",['May 28'],357540.0,,877.0,,,,"['Brass Ring Prods.', '19,368']",['20'],"['Joe Louis Arena', 'Detroit, Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
['ROD STEWART'],['June 2'],340000.0,,17000.0,,,1.0,['Ron Delsener'],['20'],"['Nassau', 'Veterans', 'Memarial', 'Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
['JULIO IGLESIAS.'],"['June 3', 'Nova']",319569.0,,12000.0,,,,['Pete Bennett'],['35/32'],"['Copps Coliseum', 'Hamilton,', 'Ontario Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
['KENNY G'],['June 2'],273005.0,,11788.0,,,1.0,['Radio City Music'],['25/22.50/20'],"['Radio City', 'Music Hall', 'New York, NY.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/06/BB-1989-06-17.pdf
