weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[356, 241]",446,[],1987-05-30,1987-05-31,May 30-31,genesis-giants-stadium-1987-05-30,2297060,,117017,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
2,,"[356, 241]",447,[],1987-05-28,1987-05-29,May 28-29,genesis-veteran's-stadium-1987-05-28,2128335,,107212,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
3,,"[356, 241]",448,[],1987-05-26,1987-05-26,May 26,genesis-rfk-stadium-1987-05-26,983700,,49185,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
4,,"[289, 337, 489]",449,[],1987-05-24,1987-05-24,May 24,bon-jovi-buckeye-lake-music-center-1987-05-24,680000,,42500,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
5,,"[289, 337]",888,[],1987-05-30,1987-05-31,May 30-31,bon-jovi-rosemont-horizon-rosemont-il-1987-05-30,548363,,31335,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
6,,"[506, 441]",257,[],1987-05-30,1987-05-30,May 30,doobie-brothers-tacoma-dome-1987-05-30,299093,,17520,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
7,,"[289, 337]",395,[],1987-05-18,1987-05-18,May 18,bon-jovi-the-arena-1987-05-18,281232,,18423,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
8,,"[506, 441]",14,[],1987-06-01,1987-06-01,June 1,doobie-brothers-irvine-meadows-amphitheatre-1987-06-01,190039,,10887,,,,"[25.0, 14.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
9,,"[177, 491]",451,[],1987-05-30,1987-05-30,May 30,deep-purple-coliseum-arizona-veterans-memorial-coliseum-&-fairgrounds-1987-05-30,179637,,12000,,,1,"[16.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
10,,[236],214,[],1987-05-31,1987-05-31,May 31,beach-boys-mud-island-amphitheatre-1987-05-31,165215,,10013,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
11,,"[503, 441]",889,[],1987-05-29,1987-05-29,May 29,ooobie-brothers-memorial-coliseum-1987-05-29,157269,,8856,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
12,,"[499, 491]",39,[],1987-05-29,1987-05-29,May 29,oeep-purple-san-diego-sports-arena-1987-05-29,157062,,10502,,,,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
13,,"[60, 365]",453,[],1987-05-23,1987-05-23,May 23,george-strait-bell-co-expo-center-1987-05-23,135030,,9416,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
14,,"[14, 494]",890,[],1987-05-31,1987-05-31,May 31,alabama-concert-in-the-country-lanierland-cumming-1987-05-31,126943,,8332,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
15,,"[255, 492, 486]",273,[],1987-05-30,1987-05-30,May 30,tom-petty-the-heartbreakers-the-summit-houston-1987-05-30,121523,,8184,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
16,,"[14, 494]",455,[],1987-05-29,1987-05-29,May 29,alabama-central-alabama-music-park-1987-05-29,117258,,7864,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
17,,"[210, 472]",421,[],1987-05-22,1987-05-22,May 22,luther-vandross-centennial-hall-1987-05-22,112002,,7071,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
18,,"[515, 514]",891,[],1987-05-13,1987-05-13,May 13,billy-idol-memorial-coliseum-1987-05-13,108363,,6582,,,,"[16.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
19,,"[243, 500, 498]",7,[],1987-05-24,1987-05-24,May 24,stevie-ray-vaughan-concord-pavilion-1987-05-24,100837,,6129,,,,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
20,,"[60, 365]",457,[],1987-05-22,1987-05-22,May 22,george-strait-beaumont-civic-center-1987-05-22,100050,,6701,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
21,,"[103, 416]",7,[],1987-05-30,1987-05-30,May 30,night-ranger-concord-pavilion-1987-05-30,96640,,5880,,,,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
22,,"[53, 502]",335,[],1987-05-19,1987-05-19,May 19,kool-the-gang-frank-erwin-center-1987-05-19,86472,,6219,,,,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
23,,"[505, 459, 455]",362,[],1987-05-30,1987-05-30,May 30,freodie-jackson-fox-theatre-1987-05-30,84017,,4691,,,1,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
24,,"[236, 504]",458,[],1987-05-29,1987-05-29,May 29,beach-boys-oak-mountain-amphitheatre-1987-05-29,81165,,6344,,,,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/06/Billboard-1987-06-13.pdf
