weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[483, 730]",439,[],1989-03-23,1989-03-26,March 23-26,wayne-newton-fox-theatre-1989-03-23,435694,,21174,,,,"[37.5, 32.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
2,,"[741, 726]",63,[],1989-03-21,1989-03-21,March 21,bon-iov-joe-louis-arena-1989-03-21,396240,,19812,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
3,,"[289, 726]",918,[],1989-03-24,1989-03-24,March 24,bon-jovi-rosemont-horizon-rosemont-lll-1989-03-24,342440,,17122,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
4,,"[428, 582, 736]",3,[],1989-03-26,1989-03-26,March 26,bobby-brown-reunion-arena-1989-03-26,222478,,12713,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
5,,"[743, 747, 751, 727, 737]",154,[],1989-03-25,1989-03-25,March 25,guy-greensboro-coliseum-1989-03-25,183691,,11851,,,,[35.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
6,,"[740, 738]",3,[],1989-03-22,1989-03-22,March 22,rem-reunion-arena-1989-03-22,176995,,10114,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
7,,[569],362,[],1989-03-24,1989-03-24,March 24,kenny-g-fox-theatre-1989-03-24,155299,,8598,,,1,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
8,,"[337, 729, 735]",614,[],1989-03-25,1989-03-25,March 25,cinderella-barton-coliseum-ark-state-sé-fairgrounds-1989-03-25,154391,,9357,,,,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
9,,"[394, 416]",615,[],1989-03-23,1989-03-23,March 23,poison-norfolk-scope-convention-&-cultural-center-1989-03-23,150085,,9901,,,,"[16.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
10,,"[423, 742]",919,[],1989-03-24,1989-03-24,March 24,randy-travis-rockford-metrocentre-rockford-fl-1989-03-24,147857,,8961,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
11,,"[394, 416]",219,[],1989-03-22,1989-03-22,March 22,poison-richmond-coliseum-1989-03-22,134337,,9297,,,,"[16.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
12,,"[14, 745]",617,[],1989-03-18,1989-03-18,March 18,alabama-arena-1989-03-18,128403,,7782,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
13,,"[145, 746]",501,[],1989-03-15,1989-03-15,March 15,metallica-pt-fieldhouse-1989-03-15,120879,,7472,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
14,,"[14, 734, 748]",113,[],1989-03-16,1989-03-16,March 16,alabama-wendler-arena-1989-03-16,119006,,6800,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
15,,"[429, 575]",618,[],1989-03-22,1989-03-22,March 22,reba-mcentire-john-m-huntsman:-center-salt-palace-convention-center-1989-03-22,116606,,7067,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
16,,"[423, 742]",920,[],1989-03-25,1989-03-25,March 25,randy-travis-david-s-palmer-civic-center-1989-03-25,114164,,6919,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
17,,"[429, 575]",586,[],1989-03-25,1989-03-25,March 25,reba-mcentire-universal-amphitheatre-1989-03-25,109057,,6038,,,,"[18.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
18,,"[180, 744]",586,[],1989-03-03,1989-03-03,March 3,cheap-trick-universal-amphitheatre-1989-03-03,104783,,6251,,,1,"[18.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
19,,"[30, 732, 750]",620,[],1989-03-23,1989-03-23,March 23,ratt-mid-south-coliseum-fairgrounds-1989-03-23,100865,,6113,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
20,,"[3, 739]",621,[],1989-03-22,1989-03-22,March 22,chicago-brown-co-veterans-memorial-arena-1989-03-22,98455,,5872,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
21,,"[423, 728]",921,[],1989-03-23,1989-03-23,March 23,randy-travis-dubuque-five-flags-center-1989-03-23,77060,,4451,,,1,"[17.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
22,,"[731, 749]",598,[],1989-03-18,1989-03-18,March 18,hal-roach-valley-forge-music-fair-1989-03-18,74008,,5424,,,,[17.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
23,,"[30, 732]",623,[],1989-03-25,1989-03-25,March 25,ratt-nashville-municipal-lng-auditorium-1989-03-25,72725,,5973,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
24,,"[3, 733]",8,[],1989-03-21,1989-03-21,March 21,chicago-wings-stadium-1989-03-21,72063,,4408,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
25,,[541],184,[],1989-03-23,1989-03-23,March 23,duran-duran-berkeley-community-theater-1989-03-23,66943,,3433,,,1,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/04/BB-1989-04-08.pdf
