weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[1112],967,[],1991-12-05,1991-12-07,Dec 5-7,aretallica-rosemont-horizon-rosemont-il-1991-12-05,,,46632,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
2,,"[44, 1108]",775,[],1991-12-06,1991-12-07,Dec 6-7,rush-madison-square-garden-new-york-1991-12-06,776190,,30000,,,1,"[35.0, 25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
3,Festival De Rock Iberoamericana,"[97, 1109, 1119, 1111, 1114]",968,[],1991-11-02,1991-11-03,Nov 2-3,festival-de-rock-iberoamericana-cinemobile-catetal-caracas-venezuelan-1991-11-02,733333,,55000,,,,[13.33],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
4,,[145],344,[],1991-11-30,1991-12-01,Nov 30-Dec 1,metallica-richfield-coliseum-1991-11-30,596520,,29826,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
5,,"[165, 989, 1070]",809,[],1991-11-23,1991-11-23,Nov 23,judds-lexington-center-rupp-arena-1991-11-23,521385,,,,,1,"[24.5, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
6,,[631],810,[],1991-12-02,1991-12-02,Dec 2,van-halen-the-pyramid-memphis-1991-12-02,340540,,17392,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
7,,[145],329,[],1991-11-21,1991-11-21,Nov 21,metallica-civic-arena-1991-11-21,310312,,15712,,,1,[19.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
8,The Young Messiah Tour,"[609, 1110, 1116, 1118]",344,[],1991-12-03,1991-12-03,Dec 3,the-young-messiah-tour-richfield-coliseum-1991-12-03,251512,,18453,,,1,"[15.5, 13.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
9,Theydung Messiatour,"[609, 1107, 1116, 1113, 1117]",811,[],1991-12-04,1991-12-04,Dec 4,theydung-messiatour-spectrum-philadelphia-electri¢-factory-1991-12-04,208892,,15573,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
10,,"[1115, 37, 990]",162,[],1991-11-29,1991-11-30,Nov 29-30,christmas-in-america-sunrise-musical-theatre-1991-11-29,,,,,,,[25.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
