weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[24],492,[],1991-08-23,1991-08-24,Aug 23-24,rod-stewart-centrum-in-worcester-worcester-1991-08-23,,,,,,1,[24.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
2,,"[1045, 1015, 872, 436, 245, 1044, 1017, 1042]",764,[],1991-08-22,1991-08-23,Aug 22-23,lollapalooza-starplex-jane's-addiction-amphitheatre-1991-08-22,,,,23,,,"[25.0, 22.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
3,,"[253, 1010]",765,[],1991-08-10,1991-08-11,Aug 10-11,jimmy-buffett-blockbuster-pavilion-1991-08-10,,,,,,,"[25.5, 21.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
4,,"[631, 1043]",766,[],1991-09-01,1991-09-01,Sept 1,van-halen-world-music-theatre-tinley-park-1991-09-01,531158,,23709,,,1,"[32.5, 27.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
5,,[24],950,[],1991-08-17,1991-08-17,Aug 17,rod-stewart-citadel-hill-halifax-donald-scotia-international-1991-08-17,462799,,16762,,,,[32.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
6,,"[1041, 1046]",472,[],1991-08-27,1991-08-28,Aug 27-28,michael-bolton-jones-beach-theatre-1991-08-27,458438,,20375,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
7,,[24],768,[],1991-08-26,1991-08-26,Aug 26,rod-stewart-coca-cola-star-lake-amphitheatre-1991-08-26,377526,,20089,,,1,"[37.5, 26.5, 18.5, 813.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
8,,"[1040, 1043]",769,[],1991-08-29,1991-08-29,Aug 29,yan-halen-the-new-pine-knob-music-theatre-1991-08-29,336653,,14781,,,1,"[24.5, 21.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
9,,"[1036, 954]",569,[],1991-08-21,1991-08-21,Aug 21,gloria-estefan-palace-1991-08-21,320016,,14437,,,1,"[40.0, 521.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
10,,[465],638,[],1991-08-17,1991-08-17,Aug 17,paul-simon-hersheypark-stadium-1991-08-17,296192,,11244,,,,"[32.5, 21.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
