weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[24, 1059]",770,[],1991-08-29,1991-08-29,Aug 29,rod-stewart-canadian-national-exhibition-stadium-1991-08-29,1415120,,,,,,[32.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
2,,[36],709,[],1991-08-16,1991-08-18,Aug 16-18,grateful-dead-shoreline-amphitheatre-1991-08-16,1269308,,60000,,,1,"[23.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
3,,[36],23,[],1991-08-12,1991-08-14,Aug 12-14,grateful-dead-cal-expo-amphitheatre-1991-08-12,978750,,43500,,,1,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
4,,"[1045, 1058, 1048, 908, 1050, 1052, 1017]",771,[],1991-08-11,1991-08-11,Aug 11,lollapalooza-waterloo-village-concert-u-field-sellout-waterloo-stanhope-foundation-1991-08-11,,,,,,,"[27.5, 25.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
5,Squaw Valley Summer Wusic Festival,"[1057, 104, 1053, 1060, 1051, 843, 1049, 1047]",951,[],1991-08-24,1991-08-25,Aug 24-25,squaw-valley-summer-wusic-festival-gold-coast-concert-bow!-squaw-valley-1991-08-24,619490,,2483,,,1,"[30.0, 27.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
6,,"[287, 1056, 1054]",773,[],1991-08-10,1991-08-11,Aug 10-11,sting-champs-de-brionne-amphitheatre-1991-08-10,556242,,233,,,,"[33.1, 22.6]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
7,,"[1041, 1055, 1046]",774,[],1991-08-25,1991-08-25,Aug 25,michael-bolton-canadian-national-exhibition-grandstand-1991-08-25,396063,,15315,,,,"[32.5, 22.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
8,,"[287, 1056]",775,[],,,,sting-madison-square-garden-new-york-None,,,,,,1,"[30.0, 25.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
9,,[187],204,[],1991-08-30,1991-08-31,Aug 30-31,diana-ross-garden-state-arts-center-1991-08-30,349172,,11489,,,,"[37.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
10,,[465],952,[],1991-08-28,1991-08-28,Aug 28,paul-simon-great-woods-mansfield-law-co-1991-08-28,346527,,14698,,,1,"[35.0, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
