artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['CUNT BLACK', 'PRCA RODEO']",['Feb. 21-22'],,,,,3.0,,"['170,803 Houston Livestock']",['32/310/85'],"['Astrodome', 'Houston', 'Rodeo', 'i sellouts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['NEIL DIAMOND,']",['Feb. 10-12'],,,,,,,"['62,907 Ogden Presents']",['25/19.50'],"['Palace of', 'Auburn Hills,', 'Hills, sellouts', 'Mich']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['NEIL DIAMOND, MECCA']",['14-16'],,,,,,,"['35,027 Ogden Presents']",['25/519.50'],"['Feb.', 'Milwaukee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['REBAMCENTIRE', 'PRCA RODEO']","['Feb, 20 3634,644 61977']",,,,,,1.0,[''],['12/510/85'],"['Astrodome', 'Houston', '& Rodeo']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['LAMAFIA/THE TEXAS', 'TORNADOS', 'PRCA RODEO.']",['Feb. 23'],573133.0,,,,,1.0,[''],['12/510/85'],"['Astrodome', 'Houston Livestock', 'Houston (day)', '& Rodeo']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['TRAVIS TRETT/TANYA', 'TUCKER', 'PRCA RODEO.']",['Feb. 17'],521964.0,,50973.0,,,,"['Houston Livestock', '$10/ $5 sellout Show & Rodeo']",['12/'],"['Astrodome', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['| THE HIGHWAYMEN: “', 'JOHNNY CASH', 'WILLIE NELSON', 'WAYLON JENNINGS', 'KRIS KRISTOFFERSON', 'PRCA RODEO']",['Feb. 16'],519803.0,,50762.0,,,1.0,['Houston Livestock'],['12/10/35'],"[')astradome', 'Houston', '& Rodeo']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['ALABAMA', 'PRCA RODEO']",['Feb. 23'],511836.0,,49984.0,,,,"['Houston Livestock', '$10/ $5 87,311 Show & Rodeo']",['12/'],"['Astrodome', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['NEIL YOUNG', 'VICTORIA WILLIAMS']","['Feb. 13-15,', '17-19']",,,,,,,"['16,668 Ron Delsener']",['30'],"['Beacon Theatre', 'New York', 'seliouts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
"['STEVE LAWRENCE & EDIE', 'ORME', 'CORBETT MONICA']",['Feb. 12-16)'],440209.0,,17999.0,,,,"['Cellar Door', '20420,']",['25.75'],"['Sunrise Musical', 'Theatre', 'Concerts', 'Sunrise, Fla five shows']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/03/Billboard-1992-03-07.pdf
