artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['GRATEFUL DEAD |'],"['Sept. 810,', '12-14, 16-', '8', '4']",,,,,,1.0,"['163,932 Metropolitan']",['24/22.50'],"['Wadison Square', 'Garden', 'New York', '_']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
['GRATEFUL DEAD'],"['Sept. 20-', '22, 24-26']",2039659.0,,6794.0,,,1.0,['Metropolitan'],['23.50'],"['Boston Garden', '} Boston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
['ROD STEWART'],"['Sept. 24,', '26-27']",1430685.0,,4231.0,,,1.0,['Ron Deisener'],['35/825'],"['Meadowlands', 'Arena', 'East Rutherford,', 'Nd']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
"['| VAN HALEN ~ ', 'ALICE IN CHAINS.']",['Sept. 13-'],,,,,,1.0,['E} Bill Graham'],"['28.50/23,50']","['Shoreline', 'Amphitheatre u', 'Mountain View,', 'Calif,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
['BARRY MANROW'],['Sept. 25-'],764900.0,,19654.0,,,,"['Ron Detsener', '21,952 Enterprises']",['60.50/40.30'],"['The Paramount', 'New York Ed', 'sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
"['LUTHER VANDROSS', 'USA FISCHER', 'SOUNDS OF BLACKNESS']","['Sept. 17-', '18', '4']",699360.0,,24000.0,,,,"['Dimensions', '30,000 Unlimited']",['45/30'],"['Capital Centre', 'Landover, Md.', 'SaNBAD', '+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
"['ROO STEWART', 'SANTANA']",['Sept. 28'],562500.0,,25000.0,,,1.0,['Ron Delsener'],['22.50'],"['Carrier Dome', 'Syracuse Univ.', 'Syracuse, N.Y. Magic City Prods.', '~ +']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
['PAUL SAKOM'],['Sept. 27'],505733.0,,16487.0,,,1.0,['BCL Group'],"['50/527.50/', '22.50']","['Hollywood Bow!', 'Hollywood, Calif.', 'Silva Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
['PAUL SIMON'],['Sept. 29'],407085.0,,19002.0,,,1.0,['BCL Group'],['22.0/317'],"['Shoreline', 'Amphitheatre', 'Graham', 'Mountain View, Presents', 'Calif.', '-s']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
"['VAN HALEN', 'ALICE IN CHAINS']",['Sept. 15'],390515.0,,14188.0,,,1.0,['Bill Graham'],['27.50'],"['Cal Expo', 'Amphitheatre', 'Sacramento,', 'Calif =i']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/10/BB-1991-10-12.pdf
