artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['ARETALLICA'],['Dec. 5-7'],,,46632.0,,,1.0,['Jam Prods.'],['22.50'],"['Rosemont', 'Horizon', 'Rosemont, Il']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['RUSH |', 'WINNIE MOORE']",['Dec. 6-7'],776190.0,,30000.0,,,1.0,['Ron Delsener'],['35/25/20'],"['Madison Square', 'Garden', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['FESTIVAL DE ROCK', 'IBEROAMERICANA:', 'LOS LOBOS', 'MIGUEL', 'LAUNION', 'SODA STEREO', 'FITO PAEZ']","['Nov. 2-3,', '8:10']",733333.0,,55000.0,,,,"['Togtron', '(44,036,647 sellout Producciones', 'R1OS Venezuela bolivars)']",['13.33'],"['Cinemobile', 'Catetal', 'Caracas, Venezuelan']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
['METALLICA'],"['Nov. 30-', 'Dec. 1']",596520.0,,29826.0,,,1.0,['Belkin Prods.'],['20'],"['Richfield', 'Coliseum', 'Richfield, Ohio', '+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['THE JUDDS', 'GARTH BROOKS:', 'BILLY DEAN']",['Nov. 23'],521385.0,,,,,1.0,['Pro Tours'],['24.50/19.50'],"['Lexington', 'Center Rupp', 'Arena', 'Lexington, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
['VAN HALEN'],['Dec. 2'],340540.0,,17392.0,,,,"['PACE Concerts', '18,000']",['20'],"['The Pyramid', 'Memphis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
['METALLICA'],['Nov. 21'],310312.0,,15712.0,,,1.0,['DiCesare-Engler'],['19.75'],"['Civic Arena', 'Pittsburgh', 'fee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['THE YOUNG MESSIAH TOUR: |', 'SANDI PATTI', 'CARMAN, STEVEN CURTIS.', 'CHAPMAN', 'LARNELLE HARRIS, SHEILA', 'WALSH', 'WAYNE WATSON, MICHAEL', 'ENGLISH', 'THE BILL GAITHER TRIO &', 'VOCAL BAND', 'OICK & MELODIE TUNNEY,']",['Dec. 3'],251512.0,,18453.0,,,1.0,['Belkin Prods.'],"['15.50/13.50/', '11.50']","['Richfield', 'Coliseum', 'Richfield, Ohio', '_RALPH CARMICHAEL']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['THEYDUNG MESSIATOUR: |', 'SANDI PATTI', 'CARMAN, STEVEN CURTIS', 'CHAPMAN', 'LARHELLE HARRIS, SHEILA', 'WALSH', 'WAYNE WATSON, MICHAEL', 'ENGLISH', 'THE BILL GAITHER TRIO &', 'VOCAL BAND', 'DICK & MELODIE TUNNEY,', 'RALPH CARMICHAEL']",['Dec. 4'],208892.0,,15573.0,,,1.0,['Mid-South'],['18.50/17.50'],"['Spectrum', 'Philadelphia', 'Electri¢ Factory', 'Concerts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
"['CHRISTMAS IN AMERICA:', 'KENNY ROGERS', 'MARK CHESNUTT.']",['Nov. 29-30'],,,,,,,"['9,269 Cellar Door', '12,252, Concerts']",['25.75'],"['Sunrise Music', 'Theatre', 'Sunrise, Fla three', 'shows']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/12/BB-1991-12-21.pdf
