weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[356],409,[],1987-03-01,1987-03-01,March 1,genesis-orange-bowl-miami-es-1987-03-01,1160000,,65356,,,,[17.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
2,,"[19, 468, 460, 456]",410,[],,,,patti-labelle-forrest-theatre-None,822503,,32706,,,1,"[30.0, 25.0, 22.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
3,,[117],245,[],1987-02-24,1987-02-26,Feb 24-26,neil-diamond-sun-dome-1987-02-24,569360,,32839,,,,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
4,,"[99, 388]",411,[],1987-02-16,1987-02-18,Feb 16-18,iron-maiden-long-beach-convention-&-entertainment-center-arena-1987-02-16,567366,,33956,,,,"[17.5, 16.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
5,,[356],151,[],1987-02-25,1987-02-26,Feb 25-26,genesis-the-omni-atlanta-1987-02-25,560368,,32021,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
6,,[412],245,[],,,,billy-joel-sun-dome-None,537232,,30699,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
7,,"[463, 455, 459]",31,[],1987-02-26,1987-02-27,Feb 26-27,freddie-jackson-radio-city-musi¢-hall-1987-02-26,375405,,17622,,,1,"[22.5, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
8,,"[241, 454]",66,[],1987-02-27,1987-02-27,Feb 27,paul-young-maple-leaf-gardens-1987-02-27,295080,212288,9435,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
9,,[7],412,[],1987-02-20,1987-02-22,Feb 20-22,david-copperfield-warner-theatre-1987-02-20,294920,,14945,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
10,,[412],413,[],1987-02-13,1987-02-13,Feb 13,billy-joel-kemper-arena-american-royal-center-1987-02-13,267278,,16382,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
11,,"[14, 431]",414,[],1987-02-28,1987-02-28,Feb 28,alabama-freedom-hall-coliseum-kentucky-fair-&-exposition-center-1987-02-28,249101,,15097,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
12,,[7],64,[],1987-02-26,1987-03-01,Feb 26-March 1,david-copperfield-riverside-theater-1987-02-26,248230,,14461,,,,[20.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
13,,"[453, 467]",198,[],1987-02-06,1987-02-08,Feb 6-8,anita-baker-circle-star-theater-1987-02-06,238000,,11100,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
14,,"[427, 430]",415,[],1987-02-21,1987-02-21,Feb 21,pretenders-los-angeles-sports-arena-1987-02-21,226839,,14057,,,1,"[17.5, 16.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
15,,"[289, 337]",393,[],1987-02-24,1987-02-24,Feb 24,bon-jovi-myriad-convention-center-1987-02-24,216750,,14450,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
