weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[446, 445]",31,[],1987-02-04,1987-02-08,Feb 4-8,johnny-mathis-henry-radio-city-musi¢-hall-1987-02-04,699905,,25096,,,,"[30.0, 25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
2,,[356],386,[],1987-02-22,1987-02-23,Feb 22-23,genesis-smith-center-1987-02-22,684075,,39830,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
3,,[356],387,[],1987-02-16,1987-02-18,Feb 16-18,genesis-the-centrum-in-worcester-worcester-1987-02-16,646555,,37871,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
4,,"[25, 440]",317,[],1987-02-19,1987-02-21,Feb 19-21,lionel-richie-neal-s-blaisdell-center-1987-02-19,473064,,25871,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
5,,[444],388,[],1987-02-03,1987-02-09,Feb 3-9,red-skelton-chicago-stadium-1987-02-03,399672,,19381,,,,"[29.9, 24.9, 14.9, 9.9]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
6,,[356],389,[],1987-02-20,1987-02-21,Feb 20-21,genesis-hampton-coliseum-1987-02-20,364613,,20835,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
7,,[356],390,[],1987-01-31,1987-01-31,Jan 31,genesis-smith-center-1987-01-31,342037,,19940,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
8,,[443],244,[],1987-02-19,1987-02-19,Feb 19,neil-diamond-lsu-assembly-center-1987-02-19,243718,,14034,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
9,,"[99, 388]",391,[],1987-02-21,1987-02-21,Feb 21,iron-maiden-oakland-alameda-county-coliseum-1987-02-21,235983,,14302,,,1,"[18.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
10,,[447],388,[],1987-02-18,1987-02-22,Feb 18-22,mitzi-gaynor-chicago-stadium-1987-02-18,235313,,15375,,,,"[24.0, 19.0, 14.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
11,,[412],392,[],1987-02-10,1987-02-10,Feb 10,billy-joel-riverfront-coliseum-1987-02-10,233537,,13698,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
12,,[117],393,[],1987-02-17,1987-02-17,Feb 17,neil-diamond-myriad-convention-center-1987-02-17,233535,,13479,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
13,,"[121, 439]",177,[],1987-02-20,1987-02-20,Feb 20,huey-lewis-the-news-birmingham-jefferson-civic-center-1987-02-20,226704,,14169,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
14,,"[326, 380]",393,[],1987-02-05,1987-02-05,Feb 5,bob-seger-the-silver-myriad-convention-center-1987-02-05,205490,,12932,,,1,"[16.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
15,,"[158, 38]",394,[],1987-02-21,1987-02-21,Feb 21,hank-williams-jr-the-omni-atlanta-era-1987-02-21,202880,,12680,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
16,,"[14, 431]",395,[],1987-02-22,1987-02-22,Feb 22,alabama-the-arena-1987-02-22,202451,,12267,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
17,,"[26, 448]",362,[],1987-02-13,1987-02-15,Feb 13-15,oak-ridge-boys-fox-theatre-1987-02-13,199684,,12565,,,,"[18.9, 15.9, 12.9, 6.9]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
18,,"[289, 337]",396,[],1987-02-14,1987-02-14,Feb 14,bon-jovi-sportatorium-1987-02-14,184156,,13184,,,,[14.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
19,,[117],182,[],1987-02-20,1987-02-20,Feb 20,neil-diamond-pensacola-civic-center-1987-02-20,183750,,10500,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
20,,"[121, 441]",397,[],1987-02-22,1987-02-22,Feb 22,huey-lewis-the-news-charles-m-murphy-athletic-center-1987-02-22,175182,,12172,,,1,"[16.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
21,,"[289, 337]",398,[],1987-02-18,1987-02-18,Feb 18,bon-jovi-jacksonville-veterans-memorial-coliseum-1987-02-18,173145,,11676,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
22,,[121],396,[],1987-02-06,1987-02-06,Feb 6,huey-lewis-the-news-sportatorium-1987-02-06,166408,,10736,,,,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
23,,"[14, 431]",399,[],1987-02-20,1987-02-20,Feb 20,alabama-uoyd-noble-center-1987-02-20,161453,,9785,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
24,,"[450, 388]",324,[],1987-02-13,1987-02-13,Feb 13,iron-maioen-arco-arena-1987-02-13,161403,,9500,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
25,,"[119, 449]",159,[],1987-02-10,1987-02-15,Feb 10-15,tony-orlando-fox-theatre-1987-02-10,153698,,14321,,,,"[20.25, 10.25]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-07.pdf
