entity_id,segment_id,year,quarter,metric_id,sub_metric_id,value,currency,org_currency,conversion_rate,decimal_conversion,scope,source_extracted_id,source_type,source_original_id,data_quality,source_uri,notes
apple,mac,2015,Q1,revenue,,6900000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2015,Q2,revenue,,5600000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2015,Q3,revenue,,6000000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2015,Q4,revenue,,6800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2016,Q1,revenue,,6700000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2016,Q2,revenue,,5100000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2016,Q3,revenue,,5200000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2016,Q4,revenue,,5700000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2017,Q1,revenue,,7200000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2017,Q2,revenue,,5800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2017,Q3,revenue,,5500000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2017,Q4,revenue,,7100000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2018,Q1,revenue,,6800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2018,Q2,revenue,,5800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2018,Q3,revenue,,5300000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2018,Q4,revenue,,7300000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2019,Q1,revenue,,6800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2019,Q2,revenue,,5800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2019,Q3,revenue,,5200000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2019,Q4,revenue,,6900000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2020,Q1,revenue,,7100000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2020,Q2,revenue,,5300000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2020,Q3,revenue,,7000000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2020,Q4,revenue,,9000000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2021,Q1,revenue,,8600000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2021,Q2,revenue,,9100000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2021,Q3,revenue,,8200000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2021,Q4,revenue,,8200000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2022,Q1,revenue,,10800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2022,Q2,revenue,,10400000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2022,Q3,revenue,,7300000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2022,Q4,revenue,,11500000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2023,Q1,revenue,,7700000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2023,Q2,revenue,,7100000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2023,Q3,revenue,,6800000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2023,Q4,revenue,,7600000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2024,Q1,revenue,,7700000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2024,Q2,revenue,,7400000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2024,Q3,revenue,,7000000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2024,Q4,revenue,,7700000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2025,Q1,revenue,,8900000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2025,Q2,revenue,,6400000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
apple,mac,2025,Q3,revenue,,6500000000,usd,usd,,1.00E+09,,business_of_apps,Graph,apple,,,
spotify,premium,2009,,revenue,,7200000,usd,usd,,1.00E+06,,billboard,,music_ally,,,
spotify,ad_supported,2009,,revenue,,10900000,usd,usd,,1.00E+06,,billboard,,music_ally,,,
spotify,total,2009,,revenue,,17700000,usd,gbp,1.36,1.00E+06,,billboard,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2009,,net_income,,-26000000,usd,gbp,1.36,1.00E+06,,billboard,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2010,,revenue,,99100000,usd,gbp,1.36,1.00E+06,,billboard,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2010,,net_income,,-41500000,usd,gbp,1.36,1.00E+06,,billboard,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2010,,operating_income,,2500000,usd,gbp,1.36,1.00E+06,,billboard,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2011,,revenue,,236000000,usd,usd,,1.00E+06,,new_york_times,Article,wall_street_journal,,,
spotify,total,2011,,net_income,,-56600000,usd,usd,,1.00E+06,,new_york_times,Article,wall_street_journal,,,
spotify,total,2012,,monthly_active_users,,15000000,usd,usd,,1.00E+06,,new_york_times,Article,spotify,,,
spotify,total,2012,,subscribers,,4000000,usd,usd,,1.00E+06,,new_york_times,Article,spotify,,,
spotify,total,2012,,users,,32800000,usd,usd,,1.00E+06,,new_york_times,Article,wall_street_journal,,,
spotify,total,2013,,revenue,,931700000,usd,usd,,1.00E+06,,music_ally,Article,spotify,,,
spotify,total,2013,,operating_income,,116135051.5,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,Used exchange rate from the article year instead of contemporary exchange rate
spotify,total,2013,,expenses,research_and_dev,90687628.87,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,
spotify,total,2013,,expenses,sales_and_marketing,138214433,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,
spotify,total,2013,,users,,36000000,,,,1.00E+06,,music_ally,Article,spotify,,,
spotify,total,2013,,subscribers,,8000000,,,,1.00E+06,,music_ally,Article,spotify,,,
spotify,premium,2013,,revenue,,846625773.2,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,
spotify,ad_supported,2013,,revenue,,85074226.8,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,
spotify,,2013,,acquisition,,68608247.42,usd,eur,1.25,1.00E+06,,music_ally,Article,spotify,,,
