weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[194, 197]",3,[],1985-05-29,1985-05-30,May 29-30,phil-collins-his-hot-tub-reunion-arena-1985-05-29,451200,,30924,,,2,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
2,,"[179, 199]",171,[],1985-05-25,1985-05-26,May 25-26,madonna-cobo-arena-1985-05-25,332780,,24382,,,2,"[15.0, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
3,,"[194, 197]",172,[],1985-06-01,1985-06-01,June 1,phil-collins-his-hot-tub-compton-terrace-1985-06-01,327213,,23862,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
4,,[187],63,[],1985-06-01,1985-06-01,June 1,diana-ross-joe-louis-arena-1985-06-01,284450,,16296,,,,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
5,,"[179, 199]",66,[],1985-05-23,1985-05-23,May 23,madonna-maple-leaf-gardens-1985-05-23,238264,297831,16000,,,1,[],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
6,,[167],173,[],1985-05-08,1985-05-08,May 8,daryl-hall-john-oates-nassau-coliseum-1985-05-08,237485,,14393,,,,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
7,,"[179, 199]",34,[],1985-05-29,1985-05-29,May 29,madonna-the-spectrum-philadelphia-1985-05-29,237046,,15873,,,1,"[15.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
8,,"[179, 199]",174,[],1985-05-28,1985-05-28,May 28,madonna-pittsburgh-civic-arena-1985-05-28,219210,,15600,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
9,,[187],13,[],1985-06-02,1985-06-02,June 2,diana-ross-market-square-arena-1985-06-02,198155,,11604,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
10,,"[26, 192]",102,[],1985-05-25,1985-05-26,May 25-26,oak-ridge-boys-front-row-theater-1985-05-25,193996,,12123,,4,,"[17.75, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
11,,"[99, 193]",175,[],1985-05-24,1985-05-24,May 24,iron-maiden-nassau-coliseum-1985-05-24,193095,,13774,,,1,"[14.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
12,,"[194, 197]",154,[],1985-05-22,1985-05-22,May 22,phil-collins-his-hot-tub-greensboro-coliseum-1985-05-22,187147,,12074,,,1,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
13,,"[112, 186]",176,[],1985-05-25,1985-05-25,May 25,triumph-alpine-valley-music-theater-1985-05-25,161904,,12167,,,,"[17.5, 11.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
14,,"[191, 94]",177,[],1985-06-11,1985-06-11,June 11,bryan-adams-birmingham-jefferson-civic-center-1985-06-11,156262,,11575,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
15,,"[112, 193]",178,[],1985-05-10,1985-05-10,May 10,triumph-meadowlands-arena-1985-05-10,151653,,13489,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
16,,"[201, 178]",29,[],1985-05-29,1985-06-01,May 29-Jun 1,tears-for-fears-massey-hall-1985-05-29,146384,182980,10400,,,4,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
17,,"[89, 180]",179,[],1985-05-22,1985-05-22,May 22,reo-speedwagon-rwertront-coliseum-1985-05-22,125060,,9267,,,,"[15.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
18,,"[112, 186]",13,[],1985-05-24,1985-05-24,May 24,triumph-market-square-arena-1985-05-24,116449,,9887,,,,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
19,,[181],180,[],1985-05-17,1985-05-17,May 17,willie-nelson-chastain-park-1985-05-17,110863,,6351,,,1,"[20.0, 18.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
20,,"[99, 193]",56,[],1985-05-27,1985-05-27,May 27,iron-maiden-rochester-war-memorial-1985-05-27,108989,,8686,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
21,,"[99, 193]",106,[],1985-05-31,1985-05-31,May 31,iron-maiden-new-haven-coliseum-1985-05-31,102935,,5000,,,,"[13.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
22,,[183],181,[],1985-05-31,1985-05-31,May 31,paul-anka-greek-theatre-1985-05-31,101136,,6187,,,1,"[17.5, 16.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
23,,"[99, 193]",45,[],1985-06-02,1985-06-02,June 2,iron-maiden-providence-civic-center-1985-06-02,100456,,8212,,,,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/06/BB-1985-06-15.pdf
