artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['JOHNNY MATHS', 'JEANNINE BURNER']",['Feb.25-March 3.'],552165.0,,34821.0,,8.0,4.0,"['Ray Shepardson', '36,097']",['17.90-4.90'],"['Fox theatre', 'St. Lous']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['LUCIANO PAVAROTTI', 'RENO PHILHARMONIC.', 'ANDREAL GRIMINELLI']",['March 1'],537295.0,,10707.0,,,1.0,['Tibor Rudas Theatrical/'],['175-15'],"['Lawlor Events Center', 'Reno', 'Reno']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['DEEP PURPLE', 'GIRLSCHOOL']",['Feb. 28'],401701.0,,30642.0,,,,"['Don Law Co', '50/$12.50 three sellouts']",['13'],"['The Centrum', 'Worcester, Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['RODNEY DANGERFIELD', 'DAN RILEY']","['Feb, 22-23']",340690.0,,17490.0,,,,"['In-House', '17,822']",['20/15'],"['Radio City Music Hail', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
['GRATEFUL DEAD'],['Feb. 18-20'],306135.0,,20409.0,,,3.0,['Bill Graham Presents'],['15'],"['Henry J. Kaiser Convention', 'Center', 'Oakland, Cali.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['March 1'],243026.0,,,,,,"['North American Tours Ine.', '50/$15.50 16,825']",['17'],"['Freedom Hall', 'Loursville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['March 3'],230882.0,,13546.0,,,1.0,['North American Tours Inc'],['17.50/15.50'],['Charleston (W.Va) Cwic Center'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['CHICAGO', 'ALAN KAYE']",['March 1'],227491.0,,17037.0,,,1.0,['Alex Cooley/Southern Promotions'],['15/13.50'],"['The Omni', 'Atlanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['ALABAMA', 'BILL MEDLEY', 'CHARLIE DANIELS BAND']","['Feb. 24', '315']",225000.0,,15000.0,,,,['JMA Entertainment'],[],"['Soulh Fla, Fairgrounds', 'West Palm Beach']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['March 2'],204404.0,,12018.0,,,1.0,['North American Tours Inc.'],['17.50/15.50'],['Charlotte (N.C ) Coliseum'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['REO SPEEDWAGON', 'SURVIVOR']",['March 3'],169047.0,,12900.0,,,1.0,['Beach Club Concerts/'],['13.50'],"['Charlotte (N.C.) Coliseum', 'Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['CHICAGO', 'ALAN KAYE']",['March 3'],167591.0,,,,,1.0,['Mid-South Concerts'],['14.50/12.50'],"['Mid-South Coliseum', 'Memphis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
"['STATLER BROTHERS', 'HELEN CORNELIUS']","['Feb,']",,,,,,2.0,"['13,296 In-House']",['15.95'],"['Holiday Star Theater', 'Merrillvitle, Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/03/BB-1985-03-16.pdf
