artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['DIANA ROSS'],['June 14-17}'],950950.0,,23700.0,,,1.0,['Radio City Music'],['35/930/25'],"['Radio City', 'Music Hall', 'Prods.', 'New York, NY.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['BUDWEISER SUPERFEST: RFK', 'PATTI LABELLE', 'NEW EDITION', 'BOBBY BROWN', 'EU. MC. HAMMER.']",['June 17'],869775.0,,35937.0,,,,"['Al Haymon', '4,686 Enterprises']",['26.75/524.75'],"['Stadium', 'Washington,', 'De. Dimensions', 'Unlimited', 'wy']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['BON JOWI', 'SKID ROW']",['June 13-14}'],592209.0,,30828.0,,,,"['DiCesare-Engler', '32,000 Prods.']",['19.75'],"['Civic Arena', 'Pittsburgh, Pa.', 'sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['GEORGE STRAIT', 'KATHY MATTEA,', 'BAILLIE & THE BOYS']",['June 15-16'],,,,,,,"['24,337 MCA Concerts', '40,000 PACE Concerts']",['19.50/16.50'],"['Starplex', 'Amphitheatre', 'Dallas, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['BON JOM', 'SKID ROW']",['June 9'],370760.0,,20041.0,,,1.0,['Electric Factory'],['1850'],"['Hersheypark', 'Stadium', 'Hershey, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
['NEIL DIAMOND'],['June 12'],320192.0,,17029.0,,,,"['Ogden Allied', '17,131 Presents']",['20/18'],"['Cincinnati', 'Riverfront', 'Coliseum,', 'Cincinnati, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['ROD STEWART', 'TOMMY COMWELL & THE', 'YOUNG RUMBLERS']",['June 9'],281071.0,,15193.0,,,1.0,['Electric Factory'],['18.50'],"['Hersheypark', 'Stadium', 'Hershey, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['80N JOVI', 'SKID ROW']",['June?'],255596.0,,13816.0,,,1.0,['Frank J. Russo'],['18.50'],"['Providence Civic', 'Center', 'Providence, R..']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['WETALLICA', 'THE CULT']",['May 31'],245695.0,,12150.0,,,,['Perryscope Prods.'],['23.50/22.50'],"['Pacific Coliseum', 'Vancouver,', 'British Canadian)', 'Columbia']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['BON J0¥1', 'SKID ROW']",['June 16'],225506.0,,12653.0,,,,"['DiCesare-Engler', '14,000 Prods.']",['19.75'],"['Point Stadium', 'Johnstown, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['JACKSON BROWNE', 'DAVIDLINDLEY, ELRAYOX']",['June 16'],203540.0,,10177.0,,,1.0,['Ron Delsener'],['20'],"['Jones Beach', 'Theatre', 'Wantagh, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EADEINWA, UIC', 'KIDNPLAY', 'TOO SHORT', 'KWAME']","['June 14', '4.']",188520.0,,9426.0,,,1.0,['G Street Express'],['20'],"['Pavilion,', 'Univ. of Illinois:', 'Concerts', 'Chicago Jam Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['NEIL YOUNG', 'WNDKGO']",['June 14'],182080.0,,9102.0,,,,"['Ron Delsener', '10,100 Enterprises']",['20'],"['Jones Beach', 'GiRLS Theatre', 'Wantagh, N.Y. sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['HOWARD JONES', 'WADGE URE']",['June 17'],178940.0,,8947.0,,,,"['Ron Delsener', '10,100 Enterprises']",['20'],"['Jones Beach', 'Theatre', 'Wantagh, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['METALLICA', 'THECUAT']",['June 3'],170194.0,,9301.0,,,,"['Concert Prods.', '(203,776 10,500 International']","['23,50/22.50']","['Olympic', 'Saddledome,', 'Calgary, Alberta Canadian) Donald K. Donald', 'Perryscope Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['ALABAMA', 'JOEL SOMMER']",['June 17'],160900.0,,10372.0,,,,"['World', '18,000 Entertainment']",['18.50'],"['Sandstone', 'Amphitheatre', 'Bonner Springs, Services', 'Kan.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['POISON', 'TSA']",['June 6'],160000.0,,8000.0,,,,"['Ron Delsener', '10,100 Enterprises']",['20'],"['Jones Beach', 'Theatre', 'Wantagh, N.Y. .']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EAIV-E/RWA', 'TOO SHORT', 'SR MIKALOT', 'KWAME', 'MC. TWIST']","['June 10', '14,']",156981.0,,9514.0,,,,"['G Street Express', '12,000 PACE Concerts']",['16.50'],"['Reunion Arena', ""NO'NPLAY Dallas, Texas""]",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EADEINWA.', 'TOO SHORT', 'WANE', 'MC. TWIST']","['June 11', '2.FAD']",147383.0,,,,,,"['G Street Express', '12,000 PACE Concerts']",['16.75'],"['The Summit', ""xID'NPLIY Houston, Texas""]",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['NEIL YOUNG', 'INDIGO GIRLS', 'NY.']",['June 8'],136668.0,,8500.0,,,1.0,['Monarch'],['18.50/16.50'],"['Darien Lake', 'Lakeside', 'Amphitheatre Bureau', 'Datien Center, John Scher', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['METALLICA', 'THE CULT']",['June 2'],133060.0,,6581.0,,,,['Concert Prods.'],"['23,50/22.50']","['Northlands', 'Coliseum', 'Edmonton, Canadian) Donald K. Donald', 'Alberta', 'Perryscope Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EALVE/MA,', 'WANE', 'TOO SHORT', 'JU.FAD']",['June 16'],129465.0,,7398.0,,,,"['Jam Prods.', '11,649 6 Street Express']",['17.50'],"['Arena, MECCA', 'Milwaukee, Wis.', ""KID'N PLAY""]",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['THE JUDDS', 'T.GRAHAM BROWN']",['June 1'],124925.0,,7106.0,,,1.0,['in-house'],['25/20/815'],"['Wolt Trap Farm =', 'Park', 'Vienna, Va.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['METALLICA', 'THE CULT']",['June 14'],119103.0,,7531.0,,,,"['Jam Prods.', '12,000']",['17.50/15.50'],"['Omaha Civic', 'Auditorium', 'Omaha, Neb.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EATVEINMA,', 'KWAME']","['June 8', '15.']",108626.0,,6850.0,,,1.0,['G Street Express'],['16.50/14.50'],"['Loursville', 'TooSHORT Gardens', 'Concerts', 'Lovisville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['CINDERELLA', 'WINGER', 'BULLETBOYS']",['June 2'],103272.0,,7028.0,,,,"['Evening Star', '22,000 Prods.']","['17.50/16.50/', '15.50']","['Compton', 'Terrace', 'Phoenix, Ariz.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
"['EATYEINWA,', 'A.FAD']",['June 18'],101745.0,,6410.0,,,,"['G Street Express', '16,336']",['17.50'],"['Cincinnati', 'Riverfront', ""NiO 'NPLAY Coliseum"", 'Cincinnati, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-01.pdf
