weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[873, 872]",708,[],1989-10-25,1989-10-09,Oct 25-26 28-29,the-rolling-stones-william-a-shea-stadium-1989-10-25,7871842,,263313,,,1,[30.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
2,,[36],120,[],1989-10-22,1989-10-23,Oct 22-23,grateful-dead-charlotte-coliseum-1989-10-22,820169,,445476,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
3,,[919],14,[],1989-10-27,1989-10-28,Oct 27-28,ingo-boingo-irvine-meadows-amphitheatre-1989-10-27,560246,,29881,,,,"[22.5, 19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
4,,[36],566,[],1989-10-25,1989-10-26,Oct 25-26,grateful-dead-miami-arena-1989-10-25,472139,,25521,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
5,,[338],37,[],1989-10-17,1989-10-17,Oct 17,elton-john-capital-centre-1989-10-17,407300,,16292,,,1,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
6,,[444],439,[],1989-10-06,1989-10-07,Oct 6-7,red-skelton-fox-theatre-1989-10-06,253428,,9617,,,1,"[32.5, 27.5, 22.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
7,,"[314, 921]",709,[],1989-10-13,1989-10-13,Oct 13,fine-young-cannibals-shoreline-amphitheatre-1989-10-13,252941,,13581,,,,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
8,,[32],258,[],1989-10-27,1989-10-27,Oct 27,barry-manilow-nassau-veterans-memorial-coliseum-1989-10-27,233820,,10392,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
9,Benefit For Amarillo Independent School District,"[920, 917]",710,[],1989-10-16,1989-10-16,Oct 16,benefit-for-amarillo-independent-school-district-carl-farley-coliseum-1989-10-16,233565,,6780,,,,"[250.0, 100.0, 50.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
10,Marlboro Country Music Tour,"[14, 575, 883]",329,[],1989-10-20,1989-10-20,Oct 20,marlboro-country-music-tour-civic-arena-1989-10-20,210426,,10889,,,1,[18.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/11/BB-1989-11-11.pdf
