weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[326, 380]",322,[],,,,bob-seger-the-silver-the-forum-anglewood-{__-None,828261,,46214,,,,"[18.0, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
2,,"[289, 337]",323,[],1987-01-09,1987-01-09,Jan 9,bon-jovi-menichols-arena-1987-01-09,249621,,16995,,,1,"[15.4, 14.3, 13.2]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
3,,"[26, 347]",59,[],1986-12-31,1987-01-03,Dec 31-Jan 3,oak-ridge-boys-holiday-star-theatre-1986-12-31,232832,,15088,,,,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
4,,"[37, 372, 377]",324,[],1987-01-04,1987-01-04,Jan 4,kenny-rogers-arena-1987-01-04,209679,,10774,,,1,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
5,,"[121, 383, 23]",325,[],1987-01-07,1987-01-07,Jan 7,huey-lewis-the-news-arizona-veterans-memorial-coliseum-&-fairgrounds-1987-01-07,179821,,11259,,,,"[16.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
6,,[102],326,[],1986-12-26,1986-12-28,Dec 26-28,oingo-boingo-hollywood-palladium-hollywood-___}-1986-12-26,175000,,11700,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
7,,"[121, 383, 23]",65,[],1987-01-11,1987-01-11,Jan 11,huey-lewis-the-news-thomas-&-mack-center-1987-01-11,164010,,9940,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
8,,"[37, 372, 377]",327,[],1987-01-07,1987-01-07,Jan 7,kenny-rogers-seattle-center-1987-01-07,160044,,9994,,,,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
9,,"[37, 372, 377]",876,[],1987-01-06,1987-01-06,Jan 6,kenny-rogers-memorial-coliseum-1987-01-06,143520,,9428,,,,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
10,,"[99, 381, 373]",329,[],1987-01-09,1987-01-09,Jan 9,iron-maiden-civic-arena-1987-01-09,144166,,10055,,,,[14.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-24.pdf
