weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
11,,"[289, 337]",347,[],1987-01-13,1987-01-13,Jan 13,bon-jovi-tucson-community-center-arena-1987-01-13,129125,,9562,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
12,,"[60, 410]",282,[],1987-01-17,1987-01-17,Jan 17,george-strait-lake-charles-civic-center-1987-01-17,120585,,8038,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
13,,"[30, 394]",344,[],1987-01-04,1987-01-04,Jan 4,ratt-richfield-coliseum-1987-01-04,120508,,4522,,,,"[15.0, 14.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
14,,"[405, 337]",348,[],1987-01-01,1987-01-01,Jan 1,bon-jovi-ei-el-paso-county-coliseum-1987-01-01,115880,,8000,,,1,"[15.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
15,,"[60, 351]",349,[],1987-01-16,1987-01-16,Jan 16,george-strait-hirsch-memorial-coliseum-1987-01-16,112028,,8002,,,,[14.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
16,,"[311, 416]",165,[],1987-01-17,1987-01-17,Jan 17,david-lee-roth-augusta-civic-center-1987-01-17,102960,,1217,,,,"[15.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
17,,[60],350,[],1987-01-09,1987-01-10,Jan 9-10,george-strait-the-celebrity-theatre-1987-01-09,79492,,6158,,,,"[14.95, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
18,,"[413, 411]",351,[],1986-12-30,1986-12-30,Dec 30,run-dmc-univ-of-nevada-at-las-vegas-dee-las-vegas-1986-12-30,78976,,4936,,,,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
19,,"[396, 81]",881,[],1987-01-18,1987-01-18,Jan 18,statler-bros-greenville-memorial-auditorium-1987-01-18,78038,,5780,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
20,,"[420, 385]",335,[],1987-01-10,1987-01-10,Jan 10,cynd-lauper-frank-erwin-center-1987-01-10,,,5663,,,,"[14.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
21,,"[26, 422]",882,[],1987-01-18,1987-01-18,Jan 18,oak-ridge-boys-braden-auditorium-1987-01-18,75323,,5578,,,,"[16.0, 15.0, 13.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
22,,"[396, 81]",354,[],1987-01-17,1987-01-17,Jan 17,statler-bros-cumberland-county-memorial-1987-01-17,68971,,5109,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
23,,"[409, 417]",83,[],1986-12-13,1986-12-13,Dec 13,bunny-wailer-james-l-knight-international-center-1986-12-13,51210,,2618,,,,"[25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
24,,[421],355,[],1986-12-26,1986-12-27,Dec 26-27,michael-johnson-orchestra-hall-1986-12-26,45698,,3709,,,,"[15.5, 13.5, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
25,,"[399, 419]",83,[],1986-12-15,1986-12-15,Dec 15,new-order-james-l-knight-international-center-1986-12-15,35085,,2517,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
26,,"[403, 402]",356,[],1986-12-27,1986-12-27,Dec 27,marshall-tucker-bank-westport-playhouse-st-louis-ity-sellout-1986-12-27,31324,,2168,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
27,,"[230, 392]",350,[],1987-01-02,1987-01-03,Jan 2-3,commodores-the-celebrity-theatre-1987-01-02,25036,,2295,,,,"[14.95, 9.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
28,,"[393, 398]",883,[],1987-01-10,1987-01-10,Jan 10,robert-cray-starry-night-portland-ore-stilletto's-1987-01-10,22000,,2200,,,1,[10.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
29,,"[404, 407, 415]",358,[],1987-01-17,1987-01-17,Jan 17,bad-brains-the-ritz-new-york-scher-1987-01-17,19802,,1574,,,1,"[12.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
30,,"[418, 397]",137,[],1987-01-16,1987-01-16,Jan 16,johnny-thunder-the-ritz-new-york-1987-01-16,15588,,1406,,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
31,,[395],359,[],1986-12-26,1986-12-26,Dec 26,todd-rundgren-westport-playhouse-st-louis-1986-12-26,15170,,1084,,,1,[14.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
32,,"[408, 414]",360,[],1987-01-11,1987-01-11,Jan 11,robert-cray-band-curtis-salgado-erb-memorial-union-ballroom-1987-01-11,10770,,1350,,,1,"[8.5, 7.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
33,,[400],359,[],1987-01-10,1987-01-10,Jan 10,the-rainmakers-westport-playhouse-st-louis-1987-01-10,4725,,73,,,1,[7.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
