weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
11,,"[948, 723, 975]",215,[],1991-05-17,1991-05-17,May 17,clint-black-red-rocks-amphitheatre-1991-05-17,198370,,9250,,,1,"[21.45, 18.15]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
12,,[584],26,[],1991-05-09,1991-05-09,May 9,yes-mcnichols-sports-arena-1991-05-09,197513,,9214,,,,"[21.45, 20.35]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
13,,"[948, 723, 975]",746,[],1991-05-18,1991-05-18,May 18,clint-black-tingley-coliseum-new-menico-state-fairgrounds-1991-05-18,194376,,10540,,,1,"[22.0, 18.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
14,,"[14, 575, 990, 1007]",637,[],1991-05-18,1991-05-18,May 18,alabama-starplex-amphitheatre-1991-05-18,191066,,9457,,,,"[22.0, 18.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
15,,"[991, 1003, 997]",945,[],1991-05-16,1991-05-16,May 16,nitty-gritty-dirt-band-the-kentucky-olympic-saddledome-calgary-canadian)-1991-05-16,175091,,7808,,,,[26.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
16,,[584],748,[],1991-05-11,1991-05-11,May 11,yes-blockbuster-desert-sky-pavilion-1991-05-11,170983,,9720,,,,"[35.0, 21.0, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
17,,"[165, 989, 1008]",749,[],1991-05-09,1991-05-09,May 9,judds-spokane-center-coliseum-1991-05-09,170177,,6946,,,1,[24.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
18,,[584],685,[],1991-05-16,1991-05-16,May 16,yes-arco-arena-1991-05-16,168323,,8159,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
19,,[55],685,[],1991-05-19,1991-05-19,May 19,julio-iglesias-arco-arena-1991-05-19,159755,,7785,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
20,,"[269, 995]",77,[],,,,whitney-houston-winnipeg-arena-None,156624,,5832,,,,[30.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
21,,[993],162,[],1991-05-16,1991-05-20,May 16 20,styx-sunrise-musical-theatre-1991-05-16,140770,,6856,,,,"[22.75, 19.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/06/BB-1991-06-01.pdf
