artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['THE ROLLING STONES RFK', 'UVING COLOUR', 'D.C.']",['Sept. 24-'],2988142.0,,105267.0,,,1.0,['BCL Group'],['28.50'],"['Stadium', 'Washington, Fe]']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['THE ROLLING STONES', 'UVING COLOUR']","['Sept. 21-', '22']",2082325.0,,73828.0,,,1.0,['BCL Group'],['29'],"['Carrier Dome', 'Syracuse Un.', 'Syracuse, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['THE ROLLING STONES', 'LIVING COLOUR']",['Sept. 19'],1120075.0,,39301.0,,,1.0,['BCL Group'],['28.50'],"['Cardinal', 'Stadium', 'Kentucky Fair &', 'Exposition', 'Center', 'Louisville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['METALLICA', 'FAITHINO MORE']","['Sept. 21-', '2B']",799854.0,,45000.0,,,1.0,['Avalon Attractions'],"['22.50/20/', '18/16']","['Irvine Meadows', 'Amphitheatre', 'Laguna Hills,', 'Call.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['VICENTE FERNANOEZ', 'ROCIO OURCAL']","['Oct. 1', '15/$10']",308615.0,,15699.0,,,1.0,['Jalisco Promotions'],['30/25/'],"['Los Angeles', 'Sports Arena', 'Los Angeles']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['THE ALLMAN BROTHERS', 'BAND']","['Sept. 27-', '30']",266100.0,,10644.0,,,1.0,['Ron Delsener'],['25'],"['Beacon Theatre', 'New York.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['BON JOVI', 'SKID ROW']",['Sept. 29'],263336.0,,14966.0,,,,"['PACE Concerts,', '16,000']",['18.50'],"['The Summit', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['BON JO', 'SKIO ROW']",['Sept. 27'],262500.0,,15000.0,,,1.0,['Beaver Prods.'],['17.50'],"['Arena, Mobile', 'Cie Center', 'Mobile, Ala.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
['JOHN DENVER'],"['Sept. 16-', '925/315 14,000']",242335.0,,13727.0,,,,['in-house'],[],"['Wolf Trap', 'Farm Park uv', 'Vienna, Va.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['LOVIN’ FEELINGS TOUR:', 'TOMMY JAMES & THE', 'SHONDELLS', 'THE DRIFTERS', 'THE ASSOCIATION', 'PAUL REVERE & THE', 'RAIDERS, THE TURTLES']",['Sept. 30'],209088.0,,11660.0,,,,"['Howard', '12,000 Greenwood']",['20/18.50'],"['The Summit', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
['KENNY G'],['Sept. 23'],205460.0,,10000.0,,,,"['Nederlander Org.', '18,86)']","['25.85/22/', '18.15']","['Pacific', 'Amphitheatre', 'Costa Mesa,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['HANK WILLIAMS JR, & THE', 'BAMA BAND', 'STEVE WARINER']",['Sept. 23'],189311.0,,10708.0,,,,"['462 Concerts', '12,000']",['18.50'],"['The Summit', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['CROSBY, STILLS & NASH', 'JOHN FARENTINO']",['Sept. 30'],158896.0,,8000.0,,,1.0,['Cellar Door Prods.'],['20.50'],"['Sunrise Musical', 'Theatre', 'Sunmse, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"[""AGMRECORDS CHILDREN'S |"", 'SHOWS:', 'RAFF', 'SHARON, LOIS & BRAM']",['Sept. 16-'],153667.0,,7901.0,,,,['Metropolitan'],['20/18.50'],"['Carnegie Hall', 'New York Vv', 'Entertainment', 'sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
"['DOLLY PARTON', 'GEORGE FOX']",['Sept. 3'],131117.0,,6534.0,,,,['Perryscope'],['24.50/23.50'],"['Pacific Coliseum', ""Pacific Nat'l"", 'Prods.', 'Exhibition Canadian) Concert Prods.', 'Grounds', 'Vancouver, Donald K Donald', 'British Prods.', 'Columbia']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
