artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['10TH ANNUAL TEXXAS WORLD _|', 'MUSIC FESTIVAL:', 'BOSTON, AEROSMITH,', 'WHITESNAKE, POISON, TESLA,', 'FARRENHEIT']",['June 20'],1800670.0,,30929.0,,,1.0,['“T ace Concerts'],['25/822'],"['Cotton Bow! Stadium, Texas', 'State Fair Coliseum & Catton', 'Bowi Stadium', 'Dallas, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['THE DOOBIE BROTHERS', 'HUEY LEWIS & THE NEWS', 'BONNIE HAYES & THE WILD', 'COMBO +']",['June 20-21'],672327.0,,23556.0,,,,"['Bill Graham Presents', '30,000']",['28.50'],"['Calaveras Co Fairgrounds', 'Angeles Camp, Calif']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['BRYAN ADAMS', 'THE HOOTERS', 'L _|']",['June 18-19'],621819.0,,,,,,"['Monarch Entertainment Bureau', '38,800 John Scher Presents']",['18.50/17.50'],"['Arena, Madison Square Garden', 'Center', 'Nev York, Wy ae dl']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
['GRATEFUL DEAD'],['June 19-21'],446250.0,,25500.0,,,1.0,['Bill Graham Presents Cal'],[],"['Greek Theatre', 'Univ. of', 'Berkeley, Calif', '= + =']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['BON JOVI ]', 'CINDERELLA']",['June 14-15'],472958.0,,25384.0,,,,"['Fey Concert Co.', '23,000']",['517.05/15.95/14.85'],"['MeNichots Sports Arena', 'Denver, Colo.', '+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['PAUL SIMON', 'HUGH MASEKELA', 'LADYSMITH BLACK MAMBAZO', 'MIRIAM MAKEBA']",['June 17-18'],387525.0,,2332.0,,,,"['Electric Factory Concerts', '28,000 Dr. J. Ents']",['20/815'],"['The Spectrum', 'Philadelphia, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['JOHNNY MATHIS', 'JEANNINE BURNIER']",['June 10-16'],360959.0,,20172.0,,,,"['in-house', '32,655']","['26.90/821.90/518.90/', '15.90']","['Fox Theatre', 'St. Louis, Mo.', 'ae ee Eee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['BRYAN ADAMS', 'THE HOOTERS']",['1314'],,,,,,1.0,['20.888 Don Law Co.'],['17.50/815'],"['The Centrum In Worcester tune', 'Worcester, Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['BON JOVI', 'CINDERELLA']","['June', '4']",,,,,,1.0,['16417 Contemporary Prods'],['15.50'],"['Kemper Arena, American Royal', 'Center', 'West Presentations', 'Kansas City, Mo.', '{.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['GEORGE STRAIT', 'KATHY MATTEA']",['June 13'],196530.0,,13510.0,,,,"['Varnell Ents.', '13,701']",['15'],"['Coliseum, Arizona Veterans', 'Memorial Coliseum & Fairgrounds', 'Phoenix, Ariz', '=']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
['CHICAGO'],['June 13'],189347.0,,10235.0,,,1.0,['Ron Delsener Ents.'],['18.50'],"['Jones Beach Theatre', 'Wantagh, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['MOTLEY CRUE', 'KEEL']","['June 20', '316/815']",177359.0,,12000.0,,,1.0,['Evening Star Prods.'],[],"['Coliseum, Arizona Veterans', 'Memorial Coliseum & Fairgrounds', 'Phoenix, Ariz.', 'r aa +']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['KENNY ROGERS', 'T. GRAHAM BROWN']",['June 13'],173182.0,,6572.0,,,,"['in-house', 'R11. $30/825 6,656']",[],"['Warwick Musical Theatre', 'Warwick.', '= =']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['KENNY ROGERS', 'T. GRAHAM BROWN']",['June 11'],168740.0,,5944.0,,,1.0,['CDG Entertainment'],['30/28.25'],"['Coliseum Theatre', 'Latham, NY.', '+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['RUN-D.M.C.', 'BEASTIE BOYS.', 'DAVY D.']","['19', '316 14873']",154544.0,,10259.0,,,,['Lewis Grey Attractions Concert'],[],"['San Diego Sports Arena dune', 'San Diego, Cali', '{ =']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['STEVIE RAY VAUGHAN', 'DOUBLE TROUBLE', 'GREGG ALLMAN BAND.']",['June 17'],150772.0,,9000.0,,,1.0,['Fey Concert Co'],['17.60/816.60'],"['Red Rocks Amphitheatre', 'Denver, Colo.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['DURAN DURAN', 'ERASURE']","['June 18 9150,115']",,,,,,,"['Law Co.', '9.500']",[],"['The Centrum in Worcester', 'Worcester, Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['THE BANGLES', 'HOODOO GURUS']","['June 13 3147,450 3500']",,,,,,,"['Ents,', '10,000']",['17.50'],"['Jones Beach Theatre', 'Wantagh, NY.', '+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['CHARLES AZNAVOUR & PIA', 'ZADORA']","['June 10 3139,575 5,108']",,,,,,,"['Music Hall Prods.', '5.874']",['30/25'],"['Radio City Music Hall', 'New York, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
['PIMPINELA'],['May 29'],136950.0,,5874.0,,,1.0,['Radio City Music Hall Prods.'],['25/820'],"['Radio City Music Hall', 'New York, NY.', 'zat']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['THE POINTER SISTERS', 'AL ROMERO']",['June 20'],126800.0,,7000.0,,,,"['Ron Delsener Ents.', '10,000']",[],"['Jones Beach Theatre', 'Wantagh, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['GEORGE STRAIT', 'KATHY MATTEA']",['June 20'],120510.0,,8293.0,,,1.0,"['Varnell Ents,']",['15'],"['Tucson Community Center', 'Tucson, Ariz.', '+.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
"['MOTLEY CRUE', 'KEEL']",['June 19'],119717.0,,8098.0,,,,['Evening Star Prods.'],['15.50/14.50'],"['Arena, Tucson Community Center', 'Tucson, Ariz']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/07/Billboard-1987-07-04.pdf
