weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[1],256,[],1985-09-04,1985-09-04,Sept 4,bruce-springsteen-pontiac-sverdome-1985-09-04,1222270,,69944,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
2,,"[284, 105, 139, 282]",172,[],1985-09-02,1985-09-02,Sept 2,scorpions-compton-terrace-1985-09-02,569886,,35868,,,1,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
3,,"[284, 30, 282]",257,[],1985-08-29,1985-08-29,Aug 29,scorpions-tacoma-dome-1985-08-29,479984,,30000,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
4,,[36],215,[],1985-09-05,1985-09-07,Sept 5-7,grateful-dead-red-rocks-amphitheatre-1985-09-05,484686,,26938,,,3,"[17.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
5,,"[37, 110, 274, 38]",178,[],1985-08-30,1985-08-30,Aug 30,kenny-rogers-meadowlands-arena-1985-08-30,320506,,19232,,,,"[18.5, 17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
6,,[32],7,[],1985-09-04,1985-09-06,Sept 4-6,barry-manilow-concord-pavilion-1985-09-04,290337,,16523,,,1,"[22.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
7,,"[37, 110, 274, 38]",258,[],1985-08-29,1985-08-29,Aug 29,kenny-rogers-nassau-veterans-memorial-coliseum-1985-08-29,286709,,16826,,,,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
8,,"[14, 280]",259,[],1985-08-30,1985-08-31,Aug 30-31,alabama-minnesota-state-fair-1985-08-30,257637,,37906,,,1,"[9.0, 4.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
9,,[291],215,[],1985-09-03,1985-09-04,Sept 3-4,dire-straits-red-rocks-amphitheatre-1985-09-03,203333,,17832,,,2,"[14.3, 13.2]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
10,,"[37, 274, 38]",174,[],1985-08-27,1985-08-27,Aug 27,kenny-rogers-pittsburgh-civic-arena-1985-08-27,240535,,14302,,,,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
