weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[1029, 1010]",758,['632'],1991-07-21,1991-07-21,July 21,sammy-buffett-the-coral-reefer-bano-cary-field-college-1991-07-21,564575,,,,,1,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
2,,"[1034, 1027]",946,[],1991-08-03,1991-08-03,Aug 3,mc-hammer-grandstand-california-state-fair-1991-08-03,72820,,,,,,"[25.0, 22.5, 18.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
3,Lollapalooza,"[1039, 1035]",760,[],1991-08-17,1991-08-17,Aug 17,lollapalooza-hardee's-walnut-jane's-addiction-creek-amphitheatre-1991-08-17,401284,,19494,,,,"[25.0, 20.0, 13.25]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
4,Newport Jazz Festival,"[1038, 1037]",472,[],1991-08-17,1991-08-18,Aug 17-18,newport-jazz-festival-jones-beach-theatre-1991-08-17,,,,,,,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
5,,"[710, 1014]",524,[],1991-08-09,1991-08-09,Aug 9,steve-miller-irvine-meadows-amphitheatre-1991-08-09,289185,,15900,,,1,"[25.0, 22.5, 20.0, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
6,,"[1031, 1010]",587,[],1991-08-13,1991-08-13,Aug 13,jnm-buffett-the-coral-reefer-band-mann-music-center-1991-08-13,288719,,12946,,,1,"[35.0, 825.0, 18.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
7,,"[1036, 1032]",947,[],1991-08-14,1991-08-14,Aug 14,gloria-estefan-world-music-theatre-tinley-park-1991-08-14,280920,,11573,,,,"[30.0, 25.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
8,,"[1033, 1010]",948,[],1991-08-14,1991-08-14,Aug 14,mm-buffett-the-coral-reefer-band-jones-beach-theatre-1991-08-14,254900,,10196,,,1,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
9,,"[60, 365]",949,[],1991-08-09,1991-08-09,Aug 9,george-strait-grandstand-california-state-fair-1991-08-09,233465,,5223,,,1,"[18.0, 15.0, 13.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
10,,"[1028, 1030]",587,[],1991-08-16,1991-08-16,Aug 16,bonme-ratt-mann-music-center-1991-08-16,222208,,12147,,,,"[30.0, 25.0, 17.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1991/08/BB-1991-08-31.pdf
