weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[175],35,[],1988-01-10,1988-01-10,Jan 10,luciano-pavarotti-hartford-civic-center-1988-01-10,621955,,14415,,,1,"[100.0, 75.0, 50.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
2,,"[44, 56]",36,[],1988-02-04,1988-02-05,Feb 4-5,rush-the-forum-inglewood-1988-02-04,483257,,27585,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
3,,"[105, 45]",491,[],1988-02-04,1988-02-06,Feb 4 6,aerosmith-arena-1988-02-04,439058,,26124,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
4,,"[4, 316]",492,[],1988-01-28,1988-01-29,Jan 28-29,whitesnake-centrum-in-worcester-worcester-1988-01-28,407618,,24403,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
5,,"[586, 416]",344,[],1988-02-02,1988-02-02,Feb 2,def-leppard-richfield-coliseum-1988-02-02,301048,,18784,,,1,"[17.0, 16.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
6,,[287],258,[],1988-02-07,1988-02-07,Feb 7,sting-nassau-veterans-memorial-coliseum-1988-02-07,291053,,16170,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
7,,[287],493,[],1988-02-02,1988-02-02,Feb 2,sting-spectrum-philadetphia-1988-02-02,257165,,15451,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
8,,"[105, 45]",36,[],1988-01-27,1988-01-27,Jan 27,aerosmith-the-forum-inglewood-1988-01-27,243950,,14728,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
9,,"[105, 45]",217,[],1988-02-07,1988-02-07,Feb 7,aerosmith-arizona-veterans-memorial-coliseum-1988-02-07,226291,,14000,,,1,"[17.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
10,,"[4, 316]",476,[],1988-02-04,1988-02-04,Feb 4,whitesnake-baltimore-arena-1988-02-04,272098,,13522,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/02/BB-1988-02-20.pdf
