artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['GRATEFUL DEAD'],['March 22-24'],599836.0,,41400.0,,,1.0,['Monarch Entertainment Bureau'],['15.50/14.50'],"['Hampton Coliseum', 'Hampton, Va.', 'Scher Presents', 'Celtar Door Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
"['BON JOVI', 'CINDERELLA']",['March 23-24'],490777.0,,31663.0,,,1.0,['Concert/Southern Promotions'],['15.50'],"['The Omni', 'Atlanta, Ga.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
['GRATEFUL DEAD'],['March 26-27'],486724.0,,32145.0,,,1.0,['Monarch Entertainment Bureau'],['15.50/14.50'],"['Hartford Civic Center', 'Harttord, Conn.', 'Scher Presents', 'Cross Country Concerts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
['DAVID COPPERFIELD'],['March 26-29'],336725.0,,2935.0,,,,"['Fox Associates', '27,130']",['23.90'],"['Fox Theatre', 'St.Louis, Mo.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
['BILLY JOEL'],['March 27'],311693.0,,20164.0,,,1.0,['Cellar Door Prods.'],['16.50'],"['Dean Smith Center', 'Univ. of North Carolina', 'Chapel Hill, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
"['HUEY LEWIS & THE NEWS.', 'THE ROBERT CRAY BAND']",['March 26'],297185.0,,16982.0,,,1.0,['Sunshine Promotions'],['17.50'],"['Market Square Arena', 'Indianapolis, Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
"['HUEY LEWIS & THE NEWS.', 'THE ROBERT CRAY BAND.']",['March 27'],283814.0,,16577.0,,,1.0,['Jam Prods. Ltd.'],['17.50/15.50_'],"['The Rosemont Horizon', 'Rosemont, Ill.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
"['HUEY LEWIS & THE NEWS.', 'THE ROBERT CRAY BAND']",['March 23'],279626.0,,17465.0,,,1.0,['Contemporary Prods.'],['16.50'],"['The Arena', 'St. Louis, Mo.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
"['IRON MAIDEN', 'WAYSTED']",['March 28'],260768.0,,16396.0,,,,"['Monarch Entertainment Bureau', 'N.3. $16.50/$14, 50. sellout John Scher Presents']",[],"['The Meadowlands Arena', 'East Rutherford,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
['ANITA BAKER'],['March 19-22'],250460.0,,13344.0,,,1.0,['in-house'],['19.95'],"['Holiday Star Theatre', 'Merrillville, Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/04/Billboard-1987-04-11.pdf
