artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['PHIL COLLINS'],"['May 31-', 'June 2']",1357200.0,,62500.0,,,1.0,['Ron Delsener'],['26'],"['Nassau', 'Veterans', 'Memorial', 'Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['DAVID BOWIE', 'LENNY KRAVITZ,']",['May 26'],1117086.0,,40877.0,,,,"['Avalon Attractions', '47,000 BCL Group']",['28.50'],"['Dodger Stadium', 'Los Angeles']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['WORLD SERIES OF ROCK', 'WHITESNAKE', 'SKID ROW', 'GREAT WHITE', 'BAD ENGLISH', 'HERICANE ALICE']",['May 26-27'],1033258.0,,36831.0,,,,"['Joseph', '""90: Music Theatre $32.50/$25.50 60,000 Entertainment']",[],"['Alpine Valley', 'East Troy, Wis. Group']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['MADONNA', 'TECHNOTRONIC']",['May 23-24'],955481.0,,,,,1.0,['Jam Prods.'],['30'],"['Rosemont', 'Horizon', 'Rosemont, Il.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['AEROSMITH', 'JOAN JETT & THE', 'BLACKHEARTS,']",['May 25&'],,,,,,1.0,"['38,506 Belkin Prods.']",['22.50'],"['Palace of', 'Auburt Hills a', 'Door Prods.', 'Auburn Hills,', 'Mich']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['DON HENLEY', 'L']",['May 29-30'],392510.0,,20006.0,,,,"['in-house', '21,604']",['25.25/17.75'],"['Garden State', 'Arts Center', 'Holmdel, NJ']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['AEROSMITH', 'JOAN JETT & THE', 'BLACKHEARTS']",['May 24'],375575.0,,16800.0,,,,"['Sunshine Promos,', '19,000']",['22.50/20'],"['Cooper Stadium', 'Columbus, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
['CHER'],['June 2'],374750.0,,16870.0,,,,"['Tinley Park Jam', '20,000 Corp.']",['35/25/15'],"['World Music', 'Theatre', 'Tinley Park, Ih']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
['DAVID BOWIE'],['May 23'],356991.0,,12756.0,,,1.0,['Avalon Attractions'],['28.50'],"['Los Angeles', 'Sports Arena', 'Los Angeles']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
['JULIO IGLESIAS'],"['May 31.', 'June 1']",296749.0,,9185.0,,,,"['in-house', '19,604']",['37.50/15'],"['Garden State', 'Arts Center', 'Holmdel, NJ']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['MOTLEY CRUE', 'MONROE']",['May 31-'],290316.0,,15722.0,,,,"['Avalon Attractions', '17,610']",['19.50'],"['Neil S. Blaisdell', 'Center june L', 'Honolulu sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['MEL TORME/ROSEMARY', 'CLOONEY']",['May 17-20}'],279296.0,,14991.0,,,,"['Brass Ring Prods.', '23,390']","['50/37.50/', '25/85']","['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
['JULIO IGLESIAS.'],['May 30'],278589.0,,8000.0,,,,"['Armenian Church', '10,000 of our Savior']","['100/50/', '28.50/22.50']","['Centsum in', 'Worcester', 'Worcester,', 'Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['DAVID BOWIE', 'MCA', 'FRANKLY SCARLET']",['June 4'],276167.0,,11538.0,,,,"['', '20.000 PACE Concerts']",['26.50/23'],"['Starplex', 'Concerts', 'Amphitheatre', 'State Fey Concert Co.', 'Fairgrounds of BCL Group', 'Texas,', 'Dallas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['ROSEANNE BARR', 'RASPYNI BROTHERS.']","['May 9-10,', '12']",,,,,,,"['12,282 Brass Ring Prods.', '14,490']",['25/820'],"['Fox Theatre', 'Detroit']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['FLEETWOOD MAC', 'SQUEEZE']",['May 25'],259689.0,,12221.0,,,,['Beaver Prods.'],['28/826'],"['Pacific Coliseum', ""Pacific Nat'l"", 'Exhibition Canadian) Concert Prods.', 'Grounds', 'Vancouver,', 'British', 'Columbia']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['DEPECHE MODE', 'NITZER EBB']",['May 31'],258720.0,,12548.0,,,1.0,['Fantasma Prods.'],['21'],"['Miami Arena', 'Miami']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['MIDNIGHT OIL', 'HUNTERS & COLLECTORS']",['May 29-30'],,,,,,,"['10,837 Radio City Music', '1,748 Hall Prods.']",['25/22.50/20'],"['Radio City', 'Music Hall', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
"['REGGAE SUNSPLASH:', 'BURNING SPEAR', 'FREDDIE MCGREGOR', 'MARCIA GRIFFITHS', 'SHINEHEAD.', 'SHELLY THUNDER,', 'BAND.']","['May 26-27', '809']",255165.0,,12374.0,,,1.0,['Nederlander'],['23/21/16'],"['Greek Theatre', 'Los Angeles', 'uROY']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/06/BB-1990-06-16.pdf
