artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['GENESIS'],['Oct. 13-17'],1440421.0,,5739.0,,,1.0,['Avalon Attractions'],['18.50/17.50'],"['The Forum', 'Inglewood, Calif,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['JOURNEY', 'GLASS']","['Oct. 1415', '8']",533775.0,,32350.0,,,1.0,['Beaver Prods.'],['16.50'],"['The Spectrum', 'Ti Philadelphia, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['JOURNEY', 'GLASS TIGER']",['Oct. 19-20'],808724.0,,31773.0,,,1.0,"['Beaver Prods,']",['16'],"['Pittsburgh Civic Arena & Exhibit', 'Hall', 'Arena Corp.', 'Pittsburgh, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['BOB SEGER & THE SILVER', 'BULLET BAND', 'FRANKIE MILLER']","['Oct. 19-20', '316/314']",414142.0,,,,,1.0,['Cross Country Concerts'],[],"['Hartford Civic Center', 'Hartford, Conn,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['UZA MINNELLI', 'CORBETT MONICA']",['Oct. 7-11'],2327.0,,13085.0,,,,"['in-house', '15,980']","['27.75/25.75,']","['Front Row Theater', 'Cleveland, Ohio', 'sellout.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
['STEVIE WONDER'],['Oct. 18'],306835.0,383544.0,17851.0,,,1.0,['Perryscope Concerts'],['22.50'],"['Olympic Saddledome', 'Calgary, Alberta', 'Canada']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['WILLIE NELSON & FAMILY', 'SWEETHEARTS OF THE RODEO']",['Oct. 16-19'],305687.0,,12351.0,,,,"['in-house', '12,784']",['24.75'],"['Front Row Theatre', 'Cleveland, Ohio', 'sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['KENNY ROGERS', 'PAUL ANKA', 'LEE GREENWOOD']",['Oct. 5'],258627.0,,14369.0,,,,"['North American Tours', '18,834']",['18.50/16.50'],"['Nassau Veterans Memorial', 'Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
['STEVIE WONDER'],['Oct. 15'],250920.0,313650.0,15703.0,,,,"['Concert Prods. International', '15,800 Donald K. Donald Prods.']",['20/17.50'],"['Winnipeg Arena', 'Winnipeg, Manitoba', 'Canada', 'Out Entertainment']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['KENNY ROGERS', 'PAUL ANKA', 'LEE GREENWOOD']",['Oct. 4'],245383.0,,14564.0,,,,"['North American Tours.', '21,456 Monarch Entertainment Bureau']",['18.50/17.50/15.50'],"['Meadowlands Arena', 'East Rutherford, N.J.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['KENNY ROGERS & DOLLY', 'PARTON', 'LEE GREENWOOD']",['Oct. 7'],239887.0,,13256.0,,,,"['North American Tours', '20,766']",['18.50/16.50'],"['Joe Louis Arena', 'Detroit, Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
['NEIL YOUNG & CRAZY HORSE'],['Oct. 18'],24549.0,,1349.0,,,,"['Jam Prods.', '14,995']",['17.50/15.50'],"['Rosemont Horizon', 'Rosemont, Il']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
['STEVIE WONDER'],['Oct. 10'],233075.0,291344.0,,,,,"['Concerts Prods. International', '14,500']",['25/22.50'],"['Maple Leaf Gardens', 'Toronto, Ontario', 'Canada']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['KENNY ROGERS & DOLLY', 'PARTON', 'LEE GREENWOOD']",['Oct. 9'],220867.0,276084.0,12471.0,,,,"['North American Tours', '17,165 Donatd K. Donald']",['23.50/19.50'],"['Montreal Forum', 'Montreal, Quebec', 'Canada']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['JOURNEY', 'GLASS TIGER']",['Oct. 18'],218695.0,,13254.0,,,1.0,['Beaver Prods.'],['16.50'],"['Buffalo Memorial Auditorium', 'Buffalo, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['THE MOODY BLUES', 'THE FIXX,']",['Oct. 18'],196085.0,,12345.0,,,,"['Monarch Entertainment Bureau', '14,953 John Scher Presents']",['17.50/15.50'],"['Meadowlands Arena', 'East Rutherford, NJ.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['THE MONKEES', 'THE GRASS ROOTS', 'GARY PUCKETT & THE UNION']",['Oct. 18'],179900.0,,11609.0,,,,"['Alex Cooley', '12,542 Southern Promotions']",['15.50'],"['The Omni', 'Atlanta, Ga.', 'GaP', 'HERMAN’S HERMITS']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['KENNY ROGERS', 'LEE GREENWOOD']",['Oct. 12'],178137.0,,9629.0,,,,"['North American Tours.', '11,892 Magic City Prods.']",['18.50'],"['Utica Memorial Auditorium', 'Utica, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
"['38 SPECIAL', 'BON JOVI']",['Oct. 18'],166910.0,,511.0,,,1.0,['Mid-South Concerts'],['14.50'],"['Mid-South Coliseum', 'Memphis, Tenn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/11/BB-1986-11-01.pdf
