event_id,ticket_price
24705,20.00
24758,16.00
24711,16.00
24788,19.00
24779,18.00
24783,19.00
24822,12.00
24832,12.00
24801,26.00
24802,35.00
24790,18.00
24835,13.00
24818,18.00
24837,19.00
24833,17.00
24821,24.00
24216,25.00
24257,33.00
24176,9.00
24176,5.00
24205,13.00
24207,16.00
24237,14.00
24236,18.00
24254,16.00
24196,20.00
24213,22.00
25051,25.00
25058,11.00
25054,25.00
25097,20.00
25069,20.00
25053,18.00
25079,30.00
25105,16.00
25096,15.00
25102,25.00
23926,14.00
23969,17.00
23925,15.00
23919,19.00
23942,20.00
23973,16.00
23922,20.00
23963,22.00
23907,16.00
24600,16.00
24544,12.00
24553,12.00
24584,12.00
24545,13.00
24550,14.00
24587,14.00
24549,16.00
24601,16.00
24531,25.00
24109,14.00
24075,40.00
24075,33.00
24153,25.00
24153,21.00
24154,21.00
24152,17.00
24132,24.00
24132,23.00
24335,20.00
24345,10.00
24333,13.00
24285,18.00
24326,17.00
24321,18.00
24308,19.00
24341,19.00
24277,22.00
24302,18.00
24397,19.00
24402,20.00
24407,23.00
24400,15.00
24351,17.00
24435,15.00
24375,17.00
24374,19.00
24383,16.00
24011,14.00
24006,18.00
24010,16.00
24051,14.00
24039,18.00
24030,25.00
24055,50.00
24066,25.00
24009,12.00
23981,20.00
24034,17.00
24034,14.00
23983,12.00
24047,18.00
23724,17.00
23741,16.00
23730,20.00
23783,17.00
23772,15.00
23739,16.00
24615,14.00
24646,19.00
24621,18.00
24657,13.00
24605,20.00
24613,14.00
24652,17.00
24652,14.00
24671,17.00
23867,15.00
23832,23.00
23823,15.00
23822,20.00
23861,14.00
23826,25.00
23826,21.00
23808,19.00
23842,20.00
23845,17.00
23860,15.00
23848,38.00
23884,23.00
23885,9.00
23889,25.00
24454,27.00
24458,17.00
24458,14.00
24448,14.00
24466,15.00
24505,10.00
24445,14.00
24476,19.00
24976,75.00
24998,13.00
25013,9.00
25006,20.00
25007,11.00
24964,13.00
24971,13.00
24973,25.00
25010,18.00
25014,12.00
25005,11.00
25028,17.00
24890,15.00
24923,20.00
24934,20.00
24948,19.00
24866,14.00
24927,19.00
24878,25.00
24878,21.00
24892,12.00
24733,23.00
24724,19.00
24718,17.00
24736,14.00
24745,12.00
24748,9.00
24760,18.00
24692,24.00
24732,14.00
24754,17.00
24759,17.00
24737,18.00
24744,8.00
24788,20.00
24832,13.00
24858,23.00
24812,16.00
24843,19.00
24835,12.00
24810,25.00
24810,21.00
24827,16.00
24821,21.00
24201,14.00
24202,17.00
25036,20.00
25072,10.00
25087,17.00
25063,18.00
25043,16.00
25067,14.00
25075,18.00
25064,17.00
25102,23.00
23929,15.00
23930,17.00
23911,15.00
23924,21.00
23967,18.00
23905,17.00
23923,10.00
23948,14.00
24589,23.00
24575,15.00
24596,13.00
