event_id,artist_id
23761,60
23728,940
23787,370
24637,383
24636,439
24661,723
24617,236
24649,98
23836,789
23827,423
23814,49
23845,23
23828,52
24447,337
24473,615
24441,258
24446,30
24456,416
24470,879
24495,180
24476,10
24493,983
24996,175
25024,634
24976,196
24976,999
25013,4
24984,83
24987,458
25017,2
24991,253
24943,84
24896,667
24896,653
24886,46
24862,654
24900,36
24881,191
24875,736
24930,238
24688,465
24736,37
24721,425
24740,228
24754,237
24707,757
24842,196
24773,106
24805,650
24810,121
24860,269
24807,564
24846,287
24806,828
24259,584
24175,127
24220,746
24185,7
24191,338
24217,281
24173,267
24218,502
24227,26
24179,236
24211,591
24226,26
24240,24
24256,4
24192,357
24196,241
25076,274
25036,975
25103,472
25103,485
25066,99
25069,390
25106,872
25050,550
23901,32
23931,10
23966,500
23966,498
23959,45
23955,423
23976,316
23912,382
23954,30
23918,799
23923,60
24571,116
24533,635
24533,637
24544,48
24523,412
24590,227
24576,61
24527,726
24129,702
24135,275
24164,84
24163,755
24073,990
24072,127
24268,467
24283,382
24342,873
24277,463
24302,110
24334,47
24387,591
24397,38
24404,179
24363,155
24425,616
24366,423
24380,36
24383,158
24032,37
24020,552
24037,33
23977,105
23769,731
23768,36
23736,3
23727,852
23795,284
23804,4
23738,423
23764,36
23793,59
23803,4
23734,3
24637,121
24647,55
24656,240
24679,43
24679,51
24660,788
24665,237
24674,767
24685,181
24621,91
24682,134
24620,136
24622,167
24653,199
24663,30
24612,326
24673,336
23823,191
23892,316
23829,385
23864,323
23871,61
23839,356
23888,555
23852,569
23855,355
23860,286
23837,23
23872,61
23884,929
24488,719
24458,682
24469,99
24457,799
24502,519
24491,771
24445,125
24981,271
24976,325
25015,740
25032,584
24984,66
25011,430
24962,32
24973,640
25012,331
24970,565
24987,121
24890,491
24893,794
24880,832
24940,216
24907,99
24723,38
24735,569
24770,501
24688,1005
24749,194
24710,262
24756,144
24722,158
24742,4
24693,79
24708,794
24748,225
24730,450
24739,713
24744,272
24758,282
24856,345
24780,14
24802,325
24850,490
24794,948
24792,836
24830,423
24772,105
24776,127
24827,268
24833,429
24821,399
24806,438
24242,616
24252,872
24234,416
24199,714
24206,38
24210,97
24198,60
24198,365
25076,38
25071,361
25085,102
25092,2
25070,169
25098,595
25105,368
23896,14
23931,452
23925,158
23911,52
23911,92
23936,131
23907,735
24533,463
24552,684
24596,530
24583,922
24597,821
24565,275
24566,117
24554,229
24585,17
24113,121
24171,250
24153,24
24159,710
24154,24
24089,3
24141,416
24088,857
24162,579
24081,236
24161,287
24133,914
24140,26
24098,291
24096,586
24343,551
24299,108
24326,429
24309,517
24309,496
24277,321
24279,42
24324,435
24288,262
24322,394
24340,166
24325,30
24377,28
24397,274
24389,781
24365,42
24409,447
24410,117
24435,181
24362,802
24423,107
24349,45
24374,262
24374,658
24426,306
24431,353
24035,110
24061,84
24044,292
23992,326
24016,136
24015,1134
23977,416
24004,149
24043,499
24048,423
24021,193
24062,928
23785,532
23792,2
23794,24
23796,201
23796,178
23773,474
23751,913
23748,904
23735,3
23753,794
23750,316
24609,49
24616,180
24676,760
24648,285
24648,576
24613,438
24606,267
24625,323
23859,275
23835,506
23836,775
23832,971
23850,362
23827,435
23822,796
23808,894
23808,899
23806,786
23820,289
23885,475
23889,912
24440,376
24481,275
24509,394
24488,423
24458,679
24465,383
24455,7
24436,571
24446,21
24450,744
24496,2
24472,165
24470,74
24475,377
25019,54
24995,37
25031,316
24984,86
24984,80
25021,29
24985,561
24974,441
24895,651
24903,564
24949,569
24919,222
24881,94
24935,17
24899,36
24921,275
24927,884
24945,492
24703,1
24750,423
24725,471
24725,481
24718,36
24756,128
24769,347
24742,275
24762,303
24696,677
24748,215
24686,322
24707,868
24729,388
24717,600
24820,881
24856,358
24842,182
24855,112
24800,382
24800,507
24852,486
24840,31
24824,26
24797,556
24797,563
24821,805
24841,489
24184,557
24239,428
24231,109
24244,243
24220,145
24249,277
24219,62
24190,769
24224,103
24233,424
24251,872
24192,363
25076,37
25036,14
25044,813
25093,17
25074,208
25046,351
25081,717
25094,2
25105,352
23934,10
23935,448
23938,210
23970,514
23960,616
23908,641
23936,133
23915,323
23921,493
23948,359
24516,625
24599,995
24570,568
24524,21
24575,430
24596,538
24512,14
24521,49
24545,423
24587,216
24592,581
24513,14
24518,842
24520,695
24128,37
24102,382
24102,507
24122,925
24118,118
24119,474
24142,102
24071,807
24121,293
24139,26
24078,827
24073,575
24127,10
24096,323
24143,342
24266,431
24303,372
24343,553
24298,121
24329,89
24330,152
24305,440
24318,454
24308,14
24346,185
24278,3
24319,241
24276,94
24340,754
24415,102
24355,325
24430,520
24363,315
24420,575
24386,591
24392,140
24061,888
23996,289
24006,729
23986,575
24039,656
24065,145
24057,44
24057,949
24056,616
24005,337
23982,571
