artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['LUCIANO PAVAROTTI'],['Jan. 30'],540955.0,,18624.0,,,,"['Tibor Rudas Organization', '11,753']",['500-815'],"['Freedom Hall', 'Loussville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['RUSH', 'STEVE MORSE BAND']",['Jan. 15-16'],272569.0,,17998.0,,,,"['Stone City Attractions', '21,116']",['15'],"['The Summit', 'Houston']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['KENNY ROGERS', 'LEE GREENWOOD', 'SAWYER BROWN']",['Jan 23'],263376.0,,16431.0,,,,"['North American Tours', '20,261']",['16.50/13.50'],['Tacoma (Wash.) Dome'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['PAT BENATAR', 'JOE LYNN TURNER']",['Feb. 3'],245158.0,,15577.0,,,1.0,['Avalon Attractions'],['16.50/15'],"['The Forum', 'Inglewood, Calf.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['KENNY ROGERS', 'LEE GREENWOOD', 'SAWYER BROWN']",['Jan.17'],223482.0,,15808.0,,,1.0,['North American Tours'],['16.50/13.50'],"['MeNichols Sports Arena', 'Denver']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['RUSH', 'STEVE MORSE BAND']",['Jan. 31'],219376.0,,13711.0,,,1.0,['Bill Graham Presents'],['16'],"['Alameda County Coliseum Arena', 'Oakland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['HANK WILLIAMS JR. & THE BAMA', 'BAND', 'EARL THOMAS CONLEY']",['Feb. 1'],208210.0,,14333.0,,,1.0,['New Era Prods./Concert Promotions'],['15/12.50'],"['The Oma', 'Allanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['RUSH', 'STEVE MORSE BAND']",['Jan. 18'],199154.0,,14055.0,,,1.0,['Stone City Attractions'],['15/14/13'],"['Frank Erwin Center, Un. ol', 'Texas at Austin']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['KENNY ROGERS', 'LEE GREENWOOD', 'SAWYER BROWN']",['Jan. 22'],198232.0,,12504.0,,,1.0,['North American Tours'],['16.50/13.50'],"['Memorial Coliseum', 'Portland, Ore.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['PAT BENATAR', 'JOE LYNN TURNER']",['Feb. 2'],191910.0,,12794.0,,,,"['Bill Graham Presents', 's15 sellout']",[],"['Alameda County Coliseum Arena', 'Oakland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['AEROSMITH', 'DIVINYLS']",['Jan.31'],181162.0,,12102.0,,,1.0,['Avalon Attractions'],['16.50/15'],"['Sports Arena', 'Los Angeles, Cal']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['ALABAMA', 'CHARLIE DANIELS BAND']",['Feb. 2'],173877.0,,9913.0,,,,"['Keith Fowler Promotions', '13,200']",['17.50'],['Univ. of Dayton (Chic) Arena'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['LOVERBOY', 'THE HOOTERS']",['Jan. 31'],170831.0,,12240.0,,,1.0,['Beaver Prods.'],['13.50'],"['Jefferson Civie Center', 'Birmingham, Ala.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['LOVERBOY', 'THE HOOTERS']",['Jan. 30'],168562.0,,11625.0,,,1.0,['Beaver Prods.'],['13.50'],"['The Omni', 'Atlanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['RUSH', 'STEVE MORSE']",['Jan. 30'],165510.0,,11034.0,,,,['Bill Graham Presents'],[],"['Cow Palace', 'San Francisco ns sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['COREY HART', 'BODY ELECTRIC']",['Jan 29'],155023.0,193779.0,12530.0,,,,"['Perryscope Prods.', '13,245']",['16.50'],"['Olympic Saddledome', 'Calgary, Alberta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['KENNY ROGERS', 'LEE GREENWOOD', 'SAWYER BROWN']","['Jan, 29']",153381.0,,9714.0,,,,"['North American Tours', '12,891']",['16.50/13.50'],"['Alameda County Coliseum Arena', 'Oakland, Calif']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['ZZTOP', 'JIMMY BARNES']","['Jan 31', '5']",150000.0,,10000.0,,,1.0,['Mid-South Concerts'],[],"['Barton Cohseum', 'Little Rock, Ark.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
"['RUSH', 'STEVE MORSE BAND']",['Jan. 19'],135486.0,,9331.0,,,,"['Stone City Attractions', '10,500']",['14.50/14'],"['San Antonio (Texas) Convention', 'Center']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
