weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,[175],150,[],1986-01-30,1986-01-30,Jan 30,luciano-pavarotti-freedom-hall-1986-01-30,540955,,18624,,,,"[500.0, 815.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
2,,[44],273,[],1986-01-15,1986-01-16,Jan 15-16,rush-the-summit-houston-1986-01-15,272569,,17998,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
3,,"[37, 10, 38]",257,[],1986-01-23,1986-01-23,Jan 23,kenny-rogers-tacoma-dome-1986-01-23,263376,,16431,,,,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
4,,"[292, 298]",274,[],1986-02-03,1986-02-03,Feb 3,pat-benatar-the-forum-inglewood-calf-1986-02-03,245158,,15577,,,1,"[16.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
5,,"[37, 10, 38]",26,[],1986-01-17,1986-01-17,Jan 17,kenny-rogers-mcnichols-sports-arena-1986-01-17,223482,,15808,,,1,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
6,,[44],275,[],1986-01-31,1986-01-31,Jan 31,rush-alameda-county-coliseum-arena-1986-01-31,219376,,13711,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
7,,"[158, 305]",864,[],1986-02-01,1986-02-01,Feb 1,hank-williams-jr-the-oma-allanta-1986-02-01,208210,,14333,,,1,"[15.0, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
8,,[44],6,[],1986-01-18,1986-01-18,Jan 18,rush-frank-erwin-center-1986-01-18,199154,,14055,,,1,"[15.0, 14.0, 13.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
9,,"[37, 10, 38]",865,[],1986-01-22,1986-01-22,Jan 22,kenny-rogers-memorial-coliseum-1986-01-22,198232,,12504,,,1,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
10,,"[292, 298]",275,[],1986-02-02,1986-02-02,Feb 2,pat-benatar-alameda-county-coliseum-arena-1986-02-02,191910,,12794,,,,[],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
11,,"[105, 299]",278,[],1986-01-31,1986-01-31,Jan 31,aerosmith-sports-arena-1986-01-31,181162,,12102,,,1,"[16.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
12,,[14],38,[],1986-02-02,1986-02-02,Feb 2,alabama-univ-of-dayton-arena-1986-02-02,173877,,9913,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
13,,"[310, 300]",279,[],1986-01-31,1986-01-31,Jan 31,loverboy-jefferson-civie-center-1986-01-31,170831,,12240,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
14,,"[310, 300]",151,[],1986-01-30,1986-01-30,Jan 30,loverboy-the-omni-atlanta-1986-01-30,168562,,11625,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
15,,"[44, 306]",97,[],1986-01-30,1986-01-30,Jan 30,rush-cow-palace-1986-01-30,165510,,11034,,,,[],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
16,,"[17, 297]",866,[],1986-01-29,1986-01-29,Jan 29,corey-hart-olympic-saddledome-calgary-1986-01-29,155023,193779,12530,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
17,,"[37, 10, 38]",275,[],1986-01-29,1986-01-29,Jan 29,kenny-rogers-alameda-county-coliseum-arena-1986-01-29,153381,,9714,,,,"[16.5, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
18,,"[294, 304]",17,[],1986-01-31,1986-01-05,Jan 31 5,zztop-barton-coliseum-1986-01-31,150000,,10000,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
19,,[44],48,[],1986-01-19,1986-01-19,Jan 19,rush-san-antonio-convention-center-1986-01-19,135486,,9331,,,,"[14.5, 14.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
20,,[14],867,[],1986-02-01,1986-02-01,Feb 1,alabama-wheeling-civic-center-1986-02-01,128397,,7337,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
21,,"[310, 300]",19,[],1986-01-28,1986-01-28,Jan 28,loverboy-mid-south-coliseum-1986-01-28,128296,,9064,,,,[14.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
22,,"[37, 10, 38]",49,[],1986-01-16,1986-01-16,Jan 16,kenny-rogers-casper-events-center-1986-01-16,125545,,8064,,,,"[16.75, 13.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
23,,"[294, 304]",282,[],1986-01-30,1986-01-30,Jan 30,zztop-lake-charles-civic-center-1986-01-30,124635,,8309,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
24,,[14],283,[],1986-01-31,1986-01-31,Jan 31,alabama-saginaw-civic-center-1986-01-31,117057,,6689,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1986/02/BB-1986-02-15.pdf
