weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[61, 120]",3,[],1984-12-30,1985-01-01,Dec 30-Jan 1,prince-reunion-arena-1984-12-30,884921,,53274,54828,3,,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
2,,[117],13,[],1984-12-20,1984-12-21,Dec 20-21,neil-diamond-market-square-arena-1984-12-20,591573,,35732,,,,"[17.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
3,,"[37, 110, 98]",36,[],1984-12-31,1984-12-31,Dec 31,kenny-rogers-the-forum-inglewood-1984-12-31,575240,,16279,,,1,"[50.0, 30.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
4,,[117],92,[],1984-12-10,1984-12-11,Dec 10-11,neil-diamond-houston-summit-1984-12-10,514871,,32769,,,,"[17.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
5,,[36],93,[],1984-12-28,1984-12-01,Dec 28-29 31,grateful-dead-san-francisco-civic-center-1984-12-28,467500,,25500,,,3,"[25.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
6,,"[61, 120]",43,[],1984-12-15,1984-12-15,Dec 15,prince-rupp-arena-1984-12-15,383134,,22347,,,1,"[17.5, 15.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
7,,"[26, 116]",59,[],1984-12-29,1984-12-31,Dec 29-31,oak-ridge-boys-holiday-star-theatre-1984-12-29,362619,,18648,19944,,,"[23.95, 16.95]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
8,,[117],94,[],1984-12-13,1984-12-14,Dec 13-14,neil-diamond-baton-rouge-centroplex-1984-12-13,356057,,21782,,,2,"[17.0, 315.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
9,,"[121, 104, 97, 101]",1,[],1984-12-31,1984-12-31,Dec 31,huey-lewis-the-news-oakland-coliseum-1984-12-31,289985,,41927,,,1,"[25.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
10,,[32],841,[],1984-12-12,1984-12-12,Dec 12,barry-manilow-reunion-arena-1984-12-12,278870,,16148,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
11,,"[37, 110, 38]",39,[],1985-01-04,1985-01-04,Jan 4,kenny-rogers-san-diego-sports-arena-1985-01-04,276492,,34681,,,1,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
12,,"[37, 110, 98]",1,[],1984-12-28,1984-12-28,Dec 28,kenny-rogers-oakland-coliseum-1984-12-28,274663,,14457,,,1,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
13,,[117],96,[],1984-12-19,1984-12-19,Dec 19,neil-diamond-freedom-mall-1984-12-19,270475,,19166,,,1,"[17.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
14,,"[37, 110, 98]",97,[],1984-12-29,1984-12-29,Dec 29,kenny-rogers-cow-palace-1984-12-29,269804,,14368,,,1,"[19.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
15,,"[103, 115]",97,[],1984-12-31,1984-12-31,Dec 31,night-ranger-cow-palace-1984-12-31,234340,,14717,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
16,,"[121, 104, 97]",36,[],1984-12-28,1984-12-28,Dec 28,huey-lewis-the-news-the-forum-inglewood-1984-12-28,232825,,15662,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
17,,"[119, 100]",842,[],1984-12-27,1985-01-02,Dec 27-Jan 2,tony-orlando-fox-theater-1984-12-27,229205,,30626,37096,,,"[17.9, 4.9]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
18,,"[121, 104, 97]",1,[],1984-12-30,1984-12-30,Dec 30,huey-lewis-the-news-oakland-coliseum-1984-12-30,228760,,13372,,,1,"[17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
19,,"[30, 114]",99,[],1984-12-31,1984-12-31,Dec 31,ratt-long-beach-arena-1984-12-31,201295,,13538,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
20,,"[89, 94]",13,[],1984-12-31,1984-12-31,Dec 31,reo-speedwagon-market-square-arena-1984-12-31,189200,,16542,18154,,,[12.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
21,,[117],100,[],1984-12-17,1984-12-17,Dec 17,neil-diamond-oral-roberts-un-dee-tulsa-1984-12-17,185889,,11519,,,1,"[17.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
22,,"[54, 45]",101,[],1984-12-27,1984-12-27,Dec 27,ronnie-james-dio-veterans’-memorial-coliseum-1984-12-27,178426,,13919,15800,,,"[13.0, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
23,,"[99, 118]",63,[],1985-01-04,1985-01-04,Jan 4,iron-maiden-joe-louis-arena-1985-01-04,173596,,12859,15900,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
24,,[107],102,[],1984-12-07,1984-12-08,Dec 7-8,rodney-dangerfield-front-row-theater-1984-12-07,173046,,11350,12700,,,[15.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
25,,"[121, 104, 108]",39,[],1984-12-18,1984-12-18,Dec 18,huey-lewis-the-news-san-diego-sports-arena-1984-12-18,161700,,11347,14643,,,"[14.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
26,,"[105, 113]",45,[],1984-12-27,1984-12-27,Dec 27,aerosmith-providence-civic-center-1984-12-27,153151,,13028,,,1,"[12.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
27,,[32],103,[],1985-01-05,1985-01-05,Jan 5,barry-manilow-kansas-coliseum-1985-01-05,142812,,9715,,,,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
28,,"[89, 94]",843,[],1984-12-28,1984-12-28,Dec 28,reo-speedwagon-freedom-hall-1984-12-28,139200,,11326,12900,,,[12.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
29,,"[105, 106]",105,[],1985-01-06,1985-01-06,Jan 6,aerosmith-springfield-coliseum-1985-01-06,129576,,10102,,,1,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
30,,"[105, 113]",106,[],1984-12-29,1984-12-29,Dec 29,aerosmith-new-haven-coliseum-1984-12-29,120882,,9945,,,1,"[12.5, 10.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
31,,"[89, 94]",3,[],1985-01-06,1985-01-06,Jan 6,reo-speedwagon-reunion-arena-1985-01-06,118329,,9663,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
32,,"[112, 111]",107,[],1984-12-28,1984-12-28,Dec 28,triumph-cincinnati-gardens-1984-12-28,100712,,8057,9186,,,[12.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
33,,[32],108,[],1985-01-06,1985-01-06,Jan 6,barry-manilow-the-civic-center-1985-01-06,99973,,6059,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
34,,"[105, 106]",67,[],1985-01-07,1985-01-07,Jan 7,aerosmith-baltimore-civic-center-1985-01-07,97486,,7962,13500,,,"[13.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
35,,"[105, 106]",109,[],1984-12-30,1984-12-31,Dec 30-31,aerosmith-the-orpheum-boston-1984-12-30,89958,,5600,,,,[17.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
36,,[54],110,[],1984-12-28,1984-12-28,Dec 28,ronnie-james-dio-tucson-community-center-1984-12-28,89950,,7196,9713,,,[12.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
37,,"[102, 109]",111,[],1985-01-04,1985-01-04,Jan 4,oingo-boingo-universal-amphitheater-1985-01-04,86997,,6218,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
38,,"[89, 94]",112,[],1985-01-07,1985-01-07,Jan 7,reo-speedwagon-tulsa-conventton-center-arena-1985-01-07,86427,,6402,8992,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
39,,"[112, 111]",113,[],1984-12-26,1984-12-26,Dec 26,triumph-wendler-arena-1984-12-26,85131,,6306,7300,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
40,,"[30, 114]",114,[],1984-12-31,1984-12-31,Dec 31,ratt-orange-pavilion-1984-12-31,77500,,6562,,,1,"[13.0, 11.75]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1985/01/BB-1985-01-19.pdf
