artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['ROD STEWART'],['Dec. 18-20'],1549233.0,,43823.0,,,,"['Ogden Presents.', '(4,740,652,980 54,000 Ocesa']",['53/33/23'],"['Palacio De Los', 'Deportes', '(Sports Palace) Mexican pesos)', 'Mexico City']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
['PAUL SIMON'],"['Dec. 11-12', '360/945']",614660.0,,14663.0,,,,"['Ogden Presents', '(1,880,859,600 18,000 Ocesa', '/333']",[],"['National', 'Auditorium', 'Mexico City Mexican pesos)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
['JUAN LUIS GUERRA Y 440'],['Nov. 26-28'],,,,,,,"['15,466 Cardenas/', 'SAsse4o/ 17,400 Fernandez &']",['35/30'],"['The Paramount', 'New York', 'David Maldonado', 'Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
"['GUNG N ROSES:', 'SOUNDGARDEN']",['Dec. 5-6'],560700.0,,3035.0,,,,"['Don Law Co,']",['20'],"['Centrum in', 'Worcester', 'sellouts', 'Mass.', '{']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
"['(CHRISTMAS IN AMERICA:', 'NERNY ROGERS', 'MARK CHESNUTT', 'THE MCCARTERS:']","['Dec. 15-18', '81']",387530.0,,14660.0,,,1.0,['Music Fair Prods.'],[],"['Valley Forge =', 'Music Fair', 'Devon, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
['ROD STEWART'],['Dec. 10'],351550.0,,12863.0,,,,"['Bauer/Kinnear', '14,500 Enterprises']","['39,50/25']","['Tacoma Dome', 'Tacoma, Wash.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
"['GARTH BROOKS:', 'TRISHA YEARWOOD', 'CHRIS LEDOUX']",['Dec. 14'],345480.0,,23395.0,,,1.0,['Varnell Enterprises'],['15'],"['Charlotte', 'Coliseum', 'Charlotte, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
['WAN LUIS GUERRA Y 440'],['Nov. 23-24'],,,,,,,"['10,889 Cardenas/', '12,000 Fernandez &']",['31/27.50'],"['Universal', 'Amphitheatre', 'Universal City, Associates', 'Calit. Ventura Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
['BARRY MANILOW'],['Dec. 12-15'],,,,,,,"['9,675 Evening Star', '10,316 Prods.']",['35/25'],"['Symphony Hall', 'Phoenix']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
"['LUTHER VANDROSS', 'SIMBAD', 'USA FISHER', 'SOUNDS OF BLACKNESS']","['Dec, 12']",308490.0,,9287.0,,,,['MCA Concerts'],"['49.50/32.50/', '22.50']","['Maple Leat', 'Gardens', 'Toronto Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/01/Billboard-1992-01-11.pdf
