artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['DIRE STRATTS'],"['Oct. 29-', 'Nov. 2']",1358847.0,,45573.0,,,,['Gary Van Egmond'],['4160'],"['Sydney', 'Entertainment', 'Centre Australia)', 'Sydney']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
['JAMES TAYLOR'],"['Oct. 25-27', '829-31']",,,,,,1.0,"['32,400 Ron Delsener Ent.']",['35/825'],"['The Paramount', 'New York', '-+']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
['WETALLICA'],['Nov. 2-3'],749723.0,,33221.0,,,1.0,['Cellar Door Prods.'],['22.50'],"['Palace Of', 'Auburn Hills', 'Prods.', 'Auburn Hills,', 'Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['LUTHER VANOROSS', 'SNBAD', 'SOUNDS OF BLACKNESS:']","['Oct. 29,', 'Oct. 31-', 'Nov. 1']",738760.0,,30870.0,,,,"['Black Diamond', '36,000']",['27.50'],"['Los Angeles', 'Memorial Sports', 'Arena', 'Los Angeles']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['WAN HALEN ', 'ALICE IN CHAINS']",['Oct. 15-16'],,,,,,,"['30,588 Electric Factory', '32,000 Concerts,']",['22.50'],"['spectrum', 'Philadelphia', 'sellout', 'iz =']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['VAN HALEN', 'ALICE IN CHAINS', 'NJ']",['Oct. 24-25'],,,,,,,"['3,531 Metropolitan', '37,086 Entertainment']",['30/22.50'],"['Meadowlands', 'Arena', 'East Rutherford, seliout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['NATALIE COLE', 'WARREN HILL']",['Nov. 1-3'],552373.0,,15528.0,,,1.0,['Radio City Music'],"['37.50/32.50', '27.50']","['Radio City', 'Music Hall', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['ROO STEWART', 'J']",['Oct. 22-23'],,,,,,1.0,"['20,105 PACE Concerts']",['45/30/22.50'],"['Cynthia Woods', 'Mitchelt Pavilion', 'The Woodlands', 'Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
"['VAN HALEN', 'ALICE IN CHAINS']","['Oct. 27', '4']",356978.0,,15673.0,,,1.0,['Metropolitan'],['30/822.50'],"['Nassau', 'Veterans', 'Memorial', 'Coliseum', 'Uniondate, N.Y', '=I']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
['ROO STEWART'],['Nov. 1'],349930.0,,16711.0,,,1.0,['Future'],['30/822.50/820'],"['Thompson-', 'Boling Assembly', 'Center & Arena C&C Entertainment', 'Univ. of', 'Tennessee', 'Knoxville, Tenn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/11/BB-1991-11-16.pdf
