weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
11,,[121],367,[],1987-02-04,1987-02-04,Feb 4,huey-lewis-the-news-ocean-center-1987-02-04,115312,,7530,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
12,,"[311, 416]",368,[],1987-02-07,1987-02-07,Feb 7,david-lee-roth-duluth-arena-1987-02-07,110717,,7279,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
13,,"[311, 416]",369,[],1987-02-06,1987-02-06,Feb 6,david-lee-roth-brown-county-veterans-memorial-arena-1987-02-06,109832,,7250,,,1,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
14,,"[311, 416]",283,[],1987-01-30,1987-01-30,Jan 30,david-lee-roth-saginaw-civic-center-1987-01-30,104700,,6980,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
15,,"[14, 431]",228,[],1987-02-06,1987-02-06,Feb 6,alabama-albany-civic-center-1987-02-06,104445,,6330,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
16,,[7],370,[],1987-02-06,1987-02-06,Feb 6,david-copperfield-jacksonville-convention-center-1987-02-06,96971,,6631,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
17,,"[435, 423]",371,[],1987-02-07,1987-02-07,Feb 7,conway-twitty-winston-salem-memorial-coliseum-1987-02-07,93353,,7220,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
18,,"[433, 416]",372,[],1987-02-03,1987-02-03,Feb 3,david-lee-roth-ls-tullio-convention-center-1987-02-03,85187,,5586,,,,[18.25],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
19,,[236],373,[],1987-01-30,1987-01-30,Jan 30,beach-boys-toledo-masonic-auditorium:-toledo-1987-01-30,83668,,4781,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
20,,"[60, 365]",374,[],1987-02-07,1987-02-07,Feb 7,george-strait-wichita-falls-activity-center-&-memorial-auditorium-1987-02-07,81732,,5273,,,,[15.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
21,,"[435, 423]",375,[],1987-02-06,1987-02-06,Feb 6,conway-twitty-greenville-memorial-auditorium-1987-02-06,78611,,6171,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
22,,"[434, 178]",358,[],1987-02-05,1987-02-07,Feb 5-7,the-human-league-the-ritz-new-york-scher-1987-02-05,78190,,4722,,,1,"[15.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
23,,[236],45,[],1987-02-05,1987-02-05,Feb 5,beach-boys-providence-civic-center-1987-02-05,77489,,9784,,,1,[7.92],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
24,,"[429, 423, 426]",376,[],1987-02-01,1987-02-01,Feb 1,reba-mcentire-viking-hall-1987-02-01,74574,,5524,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
25,,[7],377,[],1987-02-04,1987-02-04,Feb 4,david-copperfield-bayfront-center-1987-02-04,68179,,4210,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
26,,"[435, 423]",378,[],1987-02-08,1987-02-08,Feb 8,conway-twitty-convocation-center-1987-02-08,65141,,5057,,,,"[13.5, 11.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
27,,[7],379,[],1987-02-03,1987-02-03,Feb 3,david-copperfield-bob-carr-performing-arts-center-1987-02-03,60921,,3685,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
28,,"[199, 436]",380,[],1987-02-07,1987-02-07,Feb 7,beastie-boys-hollywood-palladium-hollywood-murphy's-law-1987-02-07,58002,,4400,,,1,[14.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
29,,[7],53,[],,,,david-copperfield-lakeland-civic-center-None,57340,,3573,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
30,,"[429, 423]",381,[],1987-01-31,1987-01-31,Jan 31,reba-mcentire-gaillard-municipal-auditorium-1987-01-31,56403,,4178,,,,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
31,,"[222, 428]",169,[],1987-02-06,1987-02-06,Feb 6,ready-for-the-world-west-palm-beach-auditorium-1987-02-06,55627,,4489,,,,[13.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
32,,"[429, 423, 426]",382,[],1987-01-30,1987-01-30,Jan 30,reba-mcentire-ozark-civic-center-1987-01-30,55283,,4095,,,1,[13.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
33,,"[158, 334]",383,[],,,,hank-williams-jr-barnhill-arena-None,52056,,3856,,,,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
34,,"[427, 430]",384,[],1987-01-24,1987-01-24,Jan 24,pretenders-memphis-convention-center-1987-01-24,51225,,3415,,,,[15.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
35,,"[16, 351]",335,[],1987-01-31,1987-01-31,Jan 31,charley-pride-frank-erwin-center-1987-01-31,50925,,4369,,,,"[12.5, 9.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
36,,[437],358,[],1987-01-30,1987-01-31,Jan 30-31,the-dave-edmunds-band-labamba-the-ritz-new-york-scher-1987-01-30,50316,,3148,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
37,,[301],359,[],1987-01-31,1987-02-01,Jan 31-Feb 1,george-carlin-westport-playhouse-st-louis-1987-01-31,49792,,3237,,,1,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
38,,"[438, 432]",358,[],1987-02-02,1987-02-03,Feb 2-3,bruce-hornsby-the-range-the-ritz-new-york-scher-1987-02-02,47544,,3148,,,1,"[15.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
39,,[7],385,[],1987-02-07,1987-02-07,Feb 7,david-copperfield-saenger-theatre-1987-02-07,46392,,2737,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1987/02/Billboard-1987-02-21.pdf
