artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['BRUCE SPRINGSTEEN &', 'THE E STREET BAND']",['Sept. 4'],1222270.0,,69944.0,,,1.0,['Belkin Prods.'],['17.50'],['Pontiac (Mich.) Sverdome'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['SCORPIONS', 'AEROSMITH', 'AUTOGRAPH', 'VICTORY']",['Sept 2'],569886.0,,,,,1.0,['Feyline Presents'],['17.50/15.50'],"['Compton Terrace', 'Phoenix']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['SCORPIONS', 'RATT', 'VICTORY']",['Aug. 29'],479984.0,,30000.0,,,1.0,['John Bauer Concerts'],['16'],"['Tacoma (Wash,) Dome']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['GRATEFUL DEAD'],['Sept. 5:7'],484686.0,,26938.0,,,3.0,['Feyline Presents'],['17.50/16.50'],"['Red Rocks Amphitheatre', 'Denver']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'MAC DAVIS', 'SAWYER BROWN']",['Aug. 30'],320506.0,,19232.0,,,,"['North Amecican Tours Inc./', '21,360 Monarch Entertainment Bureau']","['18.50/17.50/', '15.50']","['Meadowlands Arena', 'East Rutherford, NJ.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['BARRY MANILOW'],['Sept. 4-6'],290337.0,,16523.0,,,1.0,"['In-House', '23,400']",['22.50/12.50'],['Concord (Calif.) Pavilion'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'MAC DAVIS', 'SAWYER BROWN']",['Aug. 29'],286709.0,,,,,,"['North American Tours Inc.', '18,464']",['17.50/15.50'],"['Nassau Veterans', 'Memorial Coliseum', 'Uniondale, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['ALABAMA', 'GARY MORRIS']",['Aug. 30-31'],257637.0,,37906.0,,,1.0,"['In-House', '41,744']",['9/4.50'],"['Minnesota State Fair', 'St. Paul']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['DIRE STRAITS'],['Sept. 3-4'],203333.0,,17832.0,,,2.0,['Feyline Presents'],['14.30/13.20'],"['Red Rocks Amphitheatre', 'Denver']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['KENNY ROGERS', 'MAC DAVIS', 'SAWYER BROWN']",['Aug. 27'],240535.0,,14302.0,,,,"['North American Tours Inc.', '17,569']",['17.50/15.50'],['Pittsburgh Civic Arena'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['BRYAN ADAMS', 'COCK ROBIN']",['Aug. 27'],222960.0,,16017.0,,,1.0,['Glenn Donnelly'],['16/14'],"['Orange County Fairgrounds', 'Middletown, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['BRYAN ADAMS'],['Aug. 26'],205218.0,,16129.0,,,1.0,['In-House'],['14/12'],"['New York State Fair', '|_COck ROBIN Syracuse']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['AC/DC', 'YNGWIE MALMSTEEN']",['Sept. 7'],192315.0,,14481.0,,,1.0,['Electric Factory Concerts'],['13.50/511.50'],"['The Spectrum', 'Philadelphia']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['JEFFREY OSBORNE', 'WHITNEY HOUSTON']",['Aug. 30-31'],188745.0,,12374.0,,,2.0,['Nederlander Organization'],['17.50/16/10'],"['Greek Theatre', 'Los Angeles']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['OAK RIDGE BOYS'],['Aug. 30'],187200.0,,10400.0,,,2.0,['In-House'],['18'],"['Busch Gadens', 'Wilhamsburg, Va']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['MOTLEY CRUE', 'LOUDNESS']",['Aug. 24'],186989.0,,13489.0,,,1.0,['Avalon Attractions'],['15.50/513.50'],"['The Forum', 'Inglewood, Cali']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['WILLIE NELSON & FAMILY', 'WAYLON JENNINGS', 'COLTER']",['Aug. 22-23'],186362.0,,24796.0,,,,['In-House'],['9/84.50'],"['Minnesota State Fair', 'St. Paul']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['GEORGE THOROGOOD &', 'THE DELAWARE DESTROYERS', 'SOUTHSIDE JOHNNY &', 'THE JUKES']",['Sept. 5'],177696.0,,13431.0,,,,"['Monarch Entertainment Bureau/', '14,953 John Scher Presents/']",['14.50/13.50'],"['Meadowlads Arena', 'East Ruterford, N.J.', 'St. Pauli Girl Concert Series']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
['LIZA MINNELLI'],['Sept. 2'],171290.0,,7879.0,,,,['Frank J. Russo'],['22.50/17'],"['The Centrum', 'Worcester, Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
"['MOTLEY CRUE', 'LOUDNESS']",['Aug. 23'],165390.0,,11026.0,,,1.0,['Bill Graham Presents'],['15'],"['Cal Expo Amphitheatre', 'Sacramento']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/09/BB-1985-09-21.pdf
