artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['ROD STEWART', 'DGGY MARLEY']",['Aug. 29'],1415120.0,,,,,,['Concert Prods.'],['32.50'],"['Canadian', 'National', 'Exhibition Canadian)', 'Stadium', 'Toronto']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
['GRATEFUL DEAD.'],['Aug. 16-18'],1269308.0,,60000.0,,,1.0,['Bill Graham'],['23.50/20'],"['Shoreline', 'Amphitheatre', 'Mountain View,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
['GRATEFUL DEAD'],['Aug. 12-14'],978750.0,,43500.0,,,1.0,['Bill Graham'],['22.50'],"['Cal Expo', 'Amphitheatre', 'Sacramento,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
"['LOLLAPALOOZA:', 'JANES ADDICTION.', 'SHOUXSIE & THE BANSHEES.', 'UVING COLOUR', 'ET', 'NEN INCH NAILS', 'THE BUTTHOLE SURFERS', 'HENRY ROLLINS BAND']",['Aug. 11'],,,,,,,"['23,020 Metropolitan', '30,000 Entertainment']",['27.50/25'],"['Waterloo', 'Village, Concert u', 'Field sellout Waterloo', 'Stanhope, NJ. Foundation']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
"['SQUAW VALLEY SUMMER', 'WUSIC FESTIVAL:', 'GARCIA BAND', 'JIMMY CUFF', 'TOWER OF POWER', 'RHYTHM TRIBE', 'GARCIA & DAVID', 'GRISMAN ACOUSTIC', 'THE NEVILLE BROTHERS', ""BOOKER T & THEMG'S:"", 'BELA FLECK & THE', 'FLECKTONES.']",['Aug. 24-25'],619490.0,,2483.0,,,1.0,['Bill Graham'],['30/27.50'],"['Gold Coast', 'Concert Bow!', 'Squaw Valley,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
"['STING', 'SPECIAL BEAT', 'NX']",['Aug. 10-11'],556242.0,,233.0,,,,"['Bauer/Kinnear', '25,000 Enterprises']",['33.10/22.60'],"['Champs de', 'Brionne', 'Amphitheatre', 'Quincy, Wash.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
"['MICHAEL BOLTON', 'CELINE DION', 'OLETA ADAMS,']",['Aug. 25'],396063.0,,15315.0,,,,"['Concert Prods.', '(9453,056 16,500 International']",['32.50/22.0'],"['Canadian', 'National', 'Exhibition Canadian)', 'Grandstand', 'Toronto']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
"['STING', 'SPECIAL BEAT']",['Sept.'],,,,,,1.0,"['14,233 Ron Delsener']",['30/25'],"['Madison Square', 'Garden', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
['DIANA ROSS'],['Aug. 30-31'],349172.0,,11489.0,,,,"['in-house', '21,604']",['37.50/17.0'],"['Garden State', 'Arts Center', 'Holmdel, NJ.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
['PAUL SIMON'],['Aug. 28'],346527.0,,14698.0,,,1.0,['BCL Group'],['35/12.50'],"['Great Woods', 'Mansfield,', 'Law Co.', 'Mass,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-21.pdf
