artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['ROD STEWART'],['Aug. 23-24'],,,,,,1.0,"['28,812 Frank J. Russo']",['24.50'],"['Centrum in', 'Worcester', 'Worcester.', 'Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['LOLLAPALOOZA:', 'SIOUXSIE & THE BANSHEES', 'LIVING COLOUR', 'FISHBONE', 'VIOLENT FEMMES', 'KET', 'THE BUTTHOLE SURFERS', 'HENRY ROLLINS BAND', 'SKATEMASTER']",['Aug. 22-23'],,,,23.0,,,"['30,019 MCA Concerts', '40,000 PACE Concerts']",['25/22'],"['Starplex', ""JANE'S ADDICTION Amphitheatre,"", 'State sellout', 'Fairgrounds of']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['JIMMY BUFFETT & THE', 'CORAL REEFER BAND', 'FINGERS TAYLOR & THE', 'LADYFINGER REVUE']",['Aug. 10-11'],,,,,,,"['27,379 C&C Entertainment', '37,468']",['25.50/21.50'],"['Blockbuster', 'Pavilion', 'Charlotte, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['VAN HALEN', 'ALICE IN CHAINS']",['Sept. 1'],531158.0,,23709.0,,,1.0,['Tinley Park Jam'],"['32.50/27.50/', '17.50']","['World Music', 'Theatre', 'Tinley Park, tll.', '___}']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['ROD STEWART', 'K.']","['Aug. 17', 'Nova']",462799.0,,16762.0,,,,"['Frank J, Russo']",['32.50'],"['Citadel Hill', 'Halifax,', 'Donald', 'Scotia Canadian) Prods,', 'Prods.', 'International']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['MICHAEL BOLTON', 'OLETA ADAMS']",['Aug. 27-28'],458438.0,,20375.0,,,1.0,['Ron Delsener'],['22.50'],"['Jones Beach', 'Theatre', 'Wantagh, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
['ROD STEWART'],['Aug. 26'],377526.0,,20089.0,,,1.0,['PACE Concerts'],"['37.50/26.50/', '18.50/813.50']","['Coca-Cola Star', 'Lake', 'Amphitheatre', 'Burgettstown,', 'Pa,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['YAN HALEN', 'ALICE IN CHAINS']",['Aug. 29'],336653.0,,14781.0,,,1.0,['Cellar Door Prods.'],['24.50/21.50'],"['The New Pine', 'Knob Music', 'Prods.', 'Theatre', 'Charkston,', 'Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
"['GLORIA ESTEFAN', 'CHAS ELSTNER']",['Aug. 21'],320016.0,,14437.0,,,1.0,['Cellar Door Prods.'],['40/521.50'],"['Palace of', 'Auburn Hills', 'Prods.', 'Auburn Hills,', 'Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
['PAUL SIMON'],['Aug. 17'],296192.0,,11244.0,,,,"['BCL Group', '18,000 in-house']",['32.50/21.50'],"['Hersheypark', 'Stadium', 'Hershey, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1991/09/BB-1991-09-14.pdf
