artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['RATT', 'POISON']","['Jan. 4', '315/814 10,500']",120508.0,,4522.0,,,,['Belkin Prods.'],[],"['Richfield Coliseum', 'Richfield, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['BON JOVI EI', 'CINDERELLA']","['Jan, 1', '1']",115880.0,,8000.0,,,1.0,['Stardate Concerts'],['15.50/14.50'],"['Paso County Coliseum', 'Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['GEORGE STRAIT', 'JOHN CONLEE']","['Jan, 16']",112028.0,,8002.0,,,,['Varnell Enterprises'],[],"['Hirsch Memorial Coliseum,', 'Shreveport, La, su sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['DAVID LEE ROTH', 'TESLA']",['Jan. 17'],102960.0,,1217.0,,,,"['Don Law Co.', '8,700']",['15.50/514.50'],"['Augusta Civic Center', 'Augusta, Maine']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
['GEORGE STRAIT'],['Jan. 9-10'],79492.0,,6158.0,,,,"['in-house', '8,160']",['14.95/89'],"['The Celebrity Theatre,', 'Minneapolis, Minn']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['RUN-D.M.C.', 'ORAN “JUICE” JONES']",['30'],78976.0,,4936.0,,,,"['Michae} Schivo Presents', '6,646']",['16'],"['Univ, of Nevada at Las Vegas Dee.', 'Las Vegas, Nev.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['STATLER BROS.', 'SYLVIA']",['Jan. 18'],78038.0,,5780.0,,,1.0,['Varnell Enterprises'],['13.50'],"['Greenville Memorial Auditorium,', 'Greenville, $C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['CYND) LAUPER', 'CONCRETE BLONDE']",['Jan. 10'],,,5663.0,,,,['in-house'],['14.50/12.50'],"['Frank Erwin Center', 'Univ. of Texas at Austin', 'Concerts', 'Austin, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['THE OAK RIDGE BOYS', 'THE FORESTER SISTERS']","['Jan, 18']",75323.0,,5578.0,,,,['in-house'],['16/15/13/10'],"['Braden Auditorium', 'Wlinois State Univ.', 'Normal, Il']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['STATLER BROS.', 'SYLVIA']",['Jan.17'],68971.0,,,,,1.0,['Varnell Ents.'],['13.50'],"['Cumberland County Memorial', 'Auditorium/Arena', 'Fayetteville, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['BUNNY WAILER', 'GIL SCOTT-HERON']","['Dec. 13,']",51210.0,,2618.0,,,,"['Solomonic Prods.', '5,000']",['25/820'],"['James L. Knight', 'International Center', 'Miami, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
['MICHAEL JOHNSON'],['Dec. 26-27'],45698.0,,3709.0,,,,"['in-house', '4,930']",['15.50/13.50/89'],"['Orchestra Hall', 'Minneapolis, Minn']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['NEW ORDER', 'RICHARD LLOYD']","['Dec. 15', '315 5,000']",35085.0,,2517.0,,,,['Brass Ring Prods.'],[],"['James L. Knight', 'International Center', 'Miami, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['MARSHALL TUCKER BANK', 'HEARTSFIELD']",['Dec. 27'],31324.0,,2168.0,,,,['Contemporary Prods.'],[],"['Westport Playhouse', 'St. Louis, Mo. ity sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['COMMODORES', 'KENNY BYRD']",['Jan. 2-3'],25036.0,,2295.0,,,,"['in-house', '6,120']",['14.95/89'],"['The Celebrity Theatre,', 'Minneapolis, Minn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['ROBERT CRAY', 'CURTIS SALGADO & THE']",['Jan. 10'],22000.0,,2200.0,,,1.0,['Double Tee Prods.'],['10'],"['Starry Night', 'Portland, Ore.', ""STILLETTO'S""]",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['BAD BRAINS', 'FLIPPER', 'GANG GREEN']","['Jan, 17', '512/810']",19802.0,,1574.0,,,1.0,['Monarch Entertainment Bureau'],[],"['The Ritz', 'New York, NY.', 'Scher Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['JOHNNY THUNDER', 'THE HOMEWRECKERS']",['Jan. 16'],15588.0,,1406.0,,,,['Monarch Entertaiment Bureau'],['13.50/12.50'],"['The Ritz', 'New York, N.Y.', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
['TODD RUNDGREN'],['Dec. 26'],15170.0,,1084.0,,,1.0,['Contemporary Prods.'],['14.50'],"['Westport Playhouse', 'St. Louis, Mo,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
"['ROBERT CRAY BAND', 'CURTIS SALGADO &', ""THE STILLETTO'S""]","['Jan. 11 310,770 1,380']",,,,,,1.0,['Promotions'],['8.50/57.50'],"['Erb Memorial Union Ballroom.', 'Univ. of Oregon', 'Eugene, Ore,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
['THE RAINMAKERS.'],"['Jan, 10']",4725.0,,73.0,,,1.0,['Contemporary Prods.'],['7.50'],"['Westport Playhouse', 'St. Louis, Mo.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/01/Billboard-1987-01-31.pdf
