artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['BRUCE SPRINGSTEEN & THE E', 'STREET BAND']",['March 13-14'],752880.0,,37644.0,,,1.0,['Belkin Prods.'],['20.'],"['Richfield Coliseum', 'Richtield, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
"['BRUCE SPRINGSTEEN & THE E', 'STREET BAND']",['March 8-9'],741680.0,,37296.0,,,1.0,['Electric Factory Concerts'],['20'],"['Spectrum', 'Philadelphia, Pa.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
"['RUSH', 'CHALK CIRCLE']",['March 7-8'],366809.0,,20490.0,,,,"['Concert Prods. International', '24,000']",['22.50/19.50'],"['Maple Leaf Gardens', 'Toronto, Ontario']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
['JOHN COUGAR MELLENCAMP'],['March 9'],282328.0,,16133.0,,,1.0,['Cellar Door Prods.'],['17.50'],"['Arena, The Omni', 'Atlanta, Ga.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
"['HANK WILLIAMS JR. & THE BAMA |', 'BAND', 'WAYLON JENNINGS']",['March 12'],263373.0,,16439.0,,,1.0,['Richard Mischell Prods.'],['16.50'],"['Freedom Hall', 'Kentucky Fair & Exposition', 'Gehl Prods.', 'Center', 'Louisville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
['DAVID COPPERFIELD'],['March 11-13'],251871.0,,12247.0,,,,"['Chesapeake Concerts', '14,000']",['22.50/16.50/13.50'],"['Warner Theatre', 'Washington, D.C,', 'setlout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
['LINDA RONSTADT'],['March 2-5'],227836.0,,8000.0,,,1.0,['Chesapeake Concerts'],['29.50/19.50'],"['Warner Theatre', 'Washington, D.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
['JOHN COUGAR MELLENCAMP'],['11'],217404.0,,13176.0,,,,"['Sunshine Promotions', '18,000']",['16.50'],"['Rupp Arena, Lexington Center Mavch', 'Lexington, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
"['WHITESNAKE', 'GREAT WHITE']","['March 1 12,507']",,,,,,1.0,['Prods.'],['16.50'],"['Charlotte Coliseum', 'Charlotte, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
['JOHN COUGAR MELLENCAMP'],['Feb. 14'],192242.0,,11879.0,,,,"['Jam Prods.', '12,522']",['16.50'],"['Hilton Coliseum', 'lowa State Unw.', 'Ames, lowa']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1988/03/BB-1988-03-26.pdf
