artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['GRATEFUL DEAD'],['June 21-22'],510922.0,,45685.0,,,2.0,['In-House'],['15.50/10'],"['Alpine Valley Music Theater', 'East Troy, Wis.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['PHIL COLLINS & HIS HOT TUB'],['June 13'],223772.0,,15029.0,,,1.0,['Feyline Presents'],['15.40/14.30'],"['McNichols Sports Arena', 'cLuB Denver']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['ROBERT PLANT'],['June 24'],219646.0,,16190.0,,,1.0,['Pace Concerts'],['15'],"['Reunion Arena', 'Dallas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['KENNY LOGGINS', 'MARK']",['14-15'],202343.0,,10615.0,,,,"['Radio City Music Hall Prods.', '11,692']",['20/17.50'],"['Radio City Music Hall dune', 'McCOLLUM New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['POINTER SISTERS.', 'BYRON ALLEN']",['June 16-17'],199855.0,,12702.0,,,2.0,['Alex Cooley/Southern Promotions'],['18.50/16.50/13.50'],"['Chastain Park', 'Atlanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['BEACH BOYS', 'AMERICA']",['June 23-24'],164868.0,,9992.0,,,2.0,['Mid-South Concerts'],['16.50'],"['Mud Island Amphitheatre', 'Memphis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['BLUES FESTIVAL: STEVIE RAY', 'VAUGHAN, B.B.KING, BOBBY', 'BLUE BLAND']",['June 19'],140707.0,,8886.0,,,1.0,['Feyline Presents'],['15.40'],"['Red Rocks Amphitheatre', 'Denver']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['TEMPTATIONS'],['June 22'],125953.0,,8486.0,,,,"['Contemporary Prods./Fox Associates', '9,270']",['16.50/14.50'],"['Fox Theater', 'Louis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['ROBERT PLANT'],['June 19'],121090.0,,8006.0,,,,"['Evening Star Prods.', '12,220']",['15'],"['Arizona Veterans Memorial', 'Coliseum', 'Phoenix']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['DAN FOGELBERG'],['June 21'],119334.0,,10150.0,,,,"['Don Law Co.', '12,500']",['15/13/9'],"['Tanglewood', 'Lenox, Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['HOWARD JONES'],['June 12'],115381.0,,8913.0,,,,"['Feyline Presents', 'RED7 Denver $13.75/$12.65 sellout']",[],['Red Rocks Amphitheatre'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['LUTHER VANDROSS', 'CHERYL LYNN']",['June 20'],105852.0,,7915.0,,,,['Dimensions Unlimited'],['13.50'],['Richmond (Va.) Coliseum'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['WILLIE NELSON'],['June 20'],104325.0,,7099.0,,,,"['Don Law Co,', '8,958']",['15'],"['Cumberland County Civic Center', 'Portland, Me.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['FRANKIE GOES TO HOLLYWOOD', 'BELOUIS SOME']",['June 18'],96990.0,,7141.0,,,1.0,['Bill Graham Presents'],['15/13.50'],"['Henry J. Kaiser Auditorium', 'Oakland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['GALLAGHER'],['June 15-17'],96173.0,,7066.0,,,,"['In-House', '7,359']",['15.50/13'],"['Riverside Theater', 'Milwaukee']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['JIMMY BUFFETT'],['June 22'],79037.0,,5856.0,,,,"['Sunshine Promotions', '9,000']","['13,50/12.50']",['Indianapolis Sports Arena'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['SMITHS:'],['June 21'],76906.0,,5777.0,,,,['Bill Graham Presents'],['15/13.50'],"['Henry J. Kaiser Auditorium', 'Oakland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['DAN FOGELBERG', 'CHRIS HILLMAN BAND']",['June 19'],71409.0,,5637.0,,,,"['Frank J. Russo', '8,958']",['13.50/912.50'],"['Cumberland County Civic Center', 'Portland, Me.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['AIR SUPPLY'],['June 10'],69571.0,,4798.0,,,,"['Alex Cooley/Southern Promotions', '10,174']",['13.50'],['Pensacola (Fla.) Civic Center'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"[""O'JAYS"", 'MANHATTANS']",['June 22'],57050.0,,4085.0,,,1.0,['Chesapeake Concerts'],['15.25'],"['Fox Theater', 'Atlanta']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
['AIR SUPPLY'],['June 19'],49575.0,,3674.0,,,,"['Alex Cooley/Southern Promotions', '4,424']",['13.50/12.50'],"['Grand Ole Opry House', 'Nashville']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
"['HANK WILLIAMS JR.', 'LACY J, DALTON']",['June 9'],45947.0,,3139.0,,,,"['Elks Helldorado', '8,000']",['17.50/15.50/12.50'],"['Thomas & Mack Center', 'Las Vegas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/07/BB-1985-07-06.pdf
