weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
12,,"[3, 836]",329,[],1989-07-19,1989-07-19,July 19,chicago-civic-arena-1989-07-19,301315,,13525,,,,"[26.0, 23.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
13,,"[253, 843, 830, 458, 829]",663,[],1989-07-22,1989-07-22,July 22,jimmy-buffett-southfield-mud-{sland-memphis-is-a-1989-07-22,300740,,15037,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
14,,"[399, 825, 844]",300,[],1989-07-17,1989-07-17,July 17,new-order-pine-knob-music-theater-1989-07-17,291502,,16646,,,1,"[20.0, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
15,,"[289, 726]",37,[],1989-07-11,1989-07-11,July 11,bon-jovi-capital-centre-1989-07-11,273948,,14308,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
16,"Jimmy Buffett & The, Coral Reefer Band The Neville Brothers",[],637,[],1989-07-23,1989-07-23,July 23,jimmy-buffett-the-coral-reefer-band-the-neville-brothers-starplex-amphitheatre-1989-07-23,264850,,14080,,,,"[22.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
17,,"[3, 236]",930,[],1989-07-21,1989-07-21,July 21,chicago-seashore-performing-arts-centre-1989-07-21,256061,,12645,,,,"[21.0, 20.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
18,,"[145, 514]",665,[],1989-07-23,1989-07-23,July 23,metallica-nassau-veterans-memorial-larry-vaughan-coliseum-1989-07-23,251005,,13903,,,1,"[18.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
19,American Music Festival,"[312, 831, 494, 835, 842]",931,[],1989-07-08,1989-07-08,July 8,american-music-festival-winter-park-ski-fey-concert-co-resort-winter-park-1989-07-08,213580,,10059,,,,"[23.0, 21.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
20,,[616],667,[],1989-07-15,1989-07-15,July 15,roo-stewart-champs-de-brionne-amphitheatre-1989-07-15,210240,,11763,,,,"[19.0, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
21,,"[620, 833]",472,[],1989-07-23,1989-07-23,July 23,bob-dylan-jones-beach-theatre-1989-07-23,203860,,10193,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
22,,"[253, 843]",587,[],1989-07-16,1989-07-16,July 16,jimmy-buffett-mann-music-center-1989-07-16,202498,,11560,,,,"[24.5, 21.5, 16.0, 13.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
23,,"[289, 832]",668,[],1989-07-23,1989-07-23,July 23,bon-jovi-kiefer-uno-lakefront-arena-1989-07-23,193362,,10601,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
24,,[24],669,[],1989-07-22,1989-07-22,July 22,rod-stewart-amphitheatre-1989-07-22,182596,,9343,,,,[19.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
25,,"[841, 832]",932,[],1989-07-22,1989-07-22,July 22,bon-joy-1-cajundome-lafayette-1989-07-22,182503,,10200,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
26,,[616],671,[],1989-06-27,1989-06-27,June 27,roo-stewart-municipal-theatre-1989-06-27,180698,,9915,,,1,"[19.5, 17.5, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
27,,"[184, 840]",672,[],1989-07-15,1989-07-15,July 15,howard-jones-park-west-amphitheatre-1989-07-15,177283,,11004,,,1,"[20.0, 18.0, 17.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
28,,[710],215,[],1989-07-11,1989-07-11,July 11,steve-miller-red-rocks-amphitheatre-1989-07-11,172513,,9000,,,1,"[20.35, 19.25]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/08/BB-1989-08-05.pdf
