weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[893, 908, 901]",636,[],1989-09-24,1989-09-25,Sept 24-25,the-rolling-stones-rfk-stadium-1989-09-24,2988142,,105267,,,1,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
2,,"[873, 908]",33,[],1989-09-21,1989-09-22,Sept 21-22,the-rolling-stones-carrier-dome-1989-09-21,2082325,,73828,,,1,[29.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
3,,"[873, 872]",699,[],1989-09-19,1989-09-19,Sept 19,the-rolling-stones-cardinal-stadium-kentucky-fair-&-exposition-center-1989-09-19,1120075,,39301,,,1,[28.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
4,,"[145, 909]",14,[],1989-09-21,1989-09-23,Sept 21-23,metallica-irvine-meadows-amphitheatre-1989-09-21,799854,,45000,,,1,"[22.5, 20.0, 18.0, 16.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
5,,"[896, 912]",415,[],1989-10-01,1989-10-01,Oct 1,vicente-fernanoez-los-angeles-sports-arena-1989-10-01,308615,,15699,,,1,"[30.0, 25.0, 15.0, 10.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
6,,[826],55,[],1989-09-27,1989-09-30,Sept 27-30,the-allman-brothers-beacon-theatre-1989-09-27,266100,,10644,,,1,[25.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
7,,"[289, 726]",273,[],1989-09-29,1989-09-29,Sept 29,bon-jovi-the-summit-houston-1989-09-29,263336,,14966,,,,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
8,,"[897, 910]",700,[],1989-09-27,1989-09-27,Sept 27,bon-jo-arena-1989-09-27,262500,,15000,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
9,,[570],678,[],1989-09-16,1989-09-17,Sept 16-17,john-denver-wolf-trap-farm-park-1989-09-16,242335,,13727,,,,"[25.0, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
10,Lovin’ Feelings Tour,"[906, 895]",273,[],1989-09-30,1989-09-30,Sept 30,lovin-feelings-tour-the-summit-houston-1989-09-30,209088,,11660,,,,"[20.0, 18.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
11,,[569],294,[],1989-09-23,1989-09-23,Sept 23,kenny-g-pacific-amphitheater-1989-09-23,205460,,10000,,,,"[25.85, 22.0, 18.15]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/10/BB-1989-10-14.pdf
