weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[325, 603]",289,[],1988-03-18,1988-03-20,March 18-20,frank-sinatra-chicago-theater-1988-03-18,923600,,10200,,,1,"[100.0, 75.0, 50.0, 25.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
2,,"[1, 607]",518,[],1988-03-16,1988-03-17,March 16-17,bruce-springsteen-rosemont-horizon-rosemont-ti-sellout-1988-03-16,801720,,35632,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
3,,"[609, 611]",519,[],1988-03-13,1988-03-13,March 13,s-oakland-alameda-county-jr/dean-martin-coliseum-1988-03-13,603760,,15470,,,1,"[40.0, 30.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
4,,"[325, 603]",520,[],1988-03-16,1988-03-16,March 16,frank-sinatra-coliseum-1988-03-16,521310,,13927,,,1,"[40.0, 30.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
5,,[591],521,[],1988-03-18,1988-03-20,March 18-20,inxs-radio-city-music-hal-ph-_|-new-york-1988-03-18,345600,,17622,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
6,,[600],522,[],1988-03-18,1988-03-05,March 18-19 5,george-thorogood-the-destroyers-patriot-center-1988-03-18,,,,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
7,,[593],3,[],1988-03-03,1988-03-03,March 3,john-cougar-mellencamp-reunion-arena-1988-03-03,224368,,13388,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
8,,[593],523,[],1988-03-06,1988-03-06,March 6,john-cougar-mellencamp-the-summit-houston-_-_ii-1988-03-06,209948,,12499,,,1,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
9,,[592],524,[],1988-03-20,1988-03-20,March 20,linda-ronstadt-irvine-meadows-amphitheatre-1988-03-20,192860,,10501,,,,"[25.0, 20.0, 17.5, 15.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
10,,[287],525,[],,,,sting-the-summit-match-houston-_-None,178337,,11337,,,1,[16.75],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
11,,"[588, 123, 517, 599]",491,[],1988-03-12,1988-03-12,March 12,dio-featuring-ronnie-james-arena-1988-03-12,173110,,10485,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
12,,[287],335,[],1988-03-09,1988-03-09,March 9,sting-frank-erwin-center-1988-03-09,161805,,10333,,,,"[16.5, 15.5, 14.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
13,,[604],526,[],1988-03-18,1988-03-20,March 18-20,frankie-valli-the-four-westbury-music-fair-1988-03-18,159090,,8453,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
14,,[602],905,[],1988-03-10,1988-03-10,March 10,george-strait-arco-arena-1988-03-10,155925,,9625,,,1,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
15,,"[60, 558]",528,[],1988-03-11,1988-03-11,March 11,george-strait-irvine-meadows-amphitheatre-1988-03-11,153178,,9001,,,,"[22.5, 17.5, 16.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
16,,"[60, 558]",529,[],1988-03-12,1988-03-12,March 12,george-strait-selland-arena-1988-03-12,152208,,10060,,,316,[16.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/04/BB-1988-04-02.pdf
