artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['THE ROLLING STONES', 'LIVING COLOUR:']",['Dec. 3-4'],3282757.0,,117446.0,,,,['BCL Group'],['32.75'],"['SkyDome', 'Toronto, Ont.', 'Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['THE ROLLING STONES', 'LIVING COLOUR:']","['Dec. 9-10', '81']",2956834.0,,100234.0,,,1.0,['BCL Group'],[],"['Pontiac', 'Silverdome', 'Pontiac, Mich']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['THE ROLLING STONES', 'LIVING COLOUR']",['Dec. 6-7'],2533955.0,,89078.0,,,1.0,['BCL Group'],['28.50'],"['Hoosier Dome', 'Indianapolis,', 'Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
['BILLY JOEL'],"['Dec. 6,', '91213']",,,,,,1.0,"['72,087 Don Law Co.']",['22.50'],"['Centeum in', 'Worcester', 'Worcester,', 'Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['KERNY & CHRISTMAS,', 'KENNY ROGERS', 'GARTH BROOKS:']",['Dec. 5-11'],715641.0,,25830.0,,,1.0,['Music Fair Prods.'],['31'],"['Westbury Music', 'Fair', 'Westbury, N.Y.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['THE MAGIC OF DAVID', 'COPPERFIELD']",['Dec. 7-10'],656160.0,,30753.0,,,1.0,"['Brass Ring Prods.', '43,470']","['22.50/19.50/', '17/14.50']","['Fox Theatre', 'Detroit, Mich']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['MOTLEY CRUE', 'WARRANT']",['Dec. 15-16'],,,,,,1.0,"['26,745 Don Law Co.']",['19.50'],"['Centrum In', 'Worcester', 'Worcester,', 'Mass.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['MOTLEY CRUE', 'WARRANT', 'NJ']",['Dec. 10'],373883.0,,19075.0,,,1.0,['Metropolitan'],['20/18.50'],"['Meadowlands', 'Arena', 'East Rutherford,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['ANDY WILLIAMS CHRISTMAS | O', 'SHOW']",['Dec. 6-8'],325273.0,,11505.0,,,,['Concert Prods.'],['39.50/32.50'],"['Keefe Center', 'Toronto, Ont.', 'Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['ANDREW DICE CLAY', 'EDDIE GRIFFIN']",['Dec. 14'],319140.0,,14941.0,,,1.0,['Avalon Attractions'],['22.50'],"['Great Western', 'Forum', 'Inglewood, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['EARTHQUAKE RELIEF', 'BENEFIT:', 'GRATEFUL DEAD']",['Dec. 6'],310280.0,,15515.0,,,1.0,['Bill Graham'],['20'],"['Oakland', 'Alameda County', 'Coliseum Rex Foundation', 'Oakland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['MOTLEY CRUE', 'WARRANT']",['Dec. 5'],300496.0,,16243.0,,,1.0,['Cellar Door Prods.'],['18.50'],"['Capital Centre', 'Landover, Md.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
['JULIO IGLESIAS'],['Dec. 8-9'],290272.0,,8742.0,,,,"['Arie Kaduri Agency', '10,174']",['36'],"['James L Knight', 'Center', 'Miami, Fla']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
['BARRY MANILOW'],['Dec. 12-13'],285058.0,,8771.0,,,,"['Brass Ring Prods.', '9Al2']",['32.50'],"['Fox Theatre', 'Detroit, Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['MOTLEY CRUE', 'WARRANT.']",['Dec. 2'],281505.0,,16086.0,,,1.0,['Sunshine'],['16.50'],"['Market Square', 'Arena', 'Indianapolis,', 'Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['HEAVY 0 & THE BOYZ', 'KOOL MOE DEE', 'EPMO', 'WCLYTE', 'WRECKSNEFFECT,', 'REDHEAD KINGPIN']",['Dec. 3'],261144.0,,13837.0,,,,"['Brass Ring Prods.', '15,904']",['19.50'],"['Joe Louis Arena', 'Detroit, Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['STEVIE RAY VAUGHAN &', 'DOUBLE TROUBLE/JEFF', 'BECK']",['Dec. 3'],258758.0,,13178.0,,,1.0,['Bill Graham'],['21/19.50'],"['Cow Palace', 'San Francisco,', 'Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['THE ALEXANDOY RED ARMY', 'SONG & DANCE ENSEMBLE']",['Dec. 1-3'],249177.0,,9053.0,,,,"['Brass Ring Prods.', '4,034']","['30/27.50/', '22.50/20']","['Fox Theatre', 'Detroit, Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['NEW KIDS ON THE BLOCK', 'ONO', 'COVER GIRLS']",['Dec. 9'],203600.0,,10773.0,,,1.0,['Stone City'],['19.50'],"['Freeman', 'Coliseum', 'San Antonio, PACE Concerts', 'Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
"['HURRICANE HUGO BENEFIT: |', 'THE STATLER BROTHERS', 'GEORGE JONES', 'THE JUDDS', 'BARBARA MANDREL', 'RONNIE MILSAP, RICKY', 'SKAGGS']",['Dec. 13'],201740.0,,10087.0,,,1.0,['Varnell Enterprises'],['20'],"['Veterans', 'Memorial', 'Coliseum', 'Jacksonville,', 'Fla,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
['MANNHEIM STEAMROLLER'],['Dec. 15-17'],193593.0,,10193.0,,,,"['Sound Trak', '10,768']",['22.50/18.50'],"['Midland Theatre', 'Kansas City,', 'Mo. sellout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1990/01/BB-1990-01-06.pdf
