artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
['UZA MINNELL'],"['Jan. 24-25,', 'Jan, 28-', 'Feb. 1']",,,,,,,"['32,983 Radio City Music', '$30 39,837 Hall Prods.']",['50/40/'],"['Radio City', 'Music Hall', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
['ROD STEWART'],['Jan. 27-28'],,,,,,,"['30629 Ron Defsener', '$25 31,000 Enterprises']",['50/35/'],"['Madison Square', 'Garden', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
['JOHN MELLENCAMP'],['Jan. 30-31'],,,,,,1.0,"['30,885 Jam Prods.']","['35/22.50/', '20']","['Rosemont', 'Horizon', 'Rosemont, Il.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
['JOHN MELLENCAMP'],['Jan. 24-25'],,,,,,1.0,['27633 Cellar Door Prods.'],['40/22.50'],"['Palace of', 'Auburn Hills', 'Prods.', 'Auburn Hills,', 'Mich.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['ROD STEWART', 'GLASS TIGER']",['Jan. 22'],623377.0,,24919.0,,,,['Concert Prods.'],['35/29.75'],"['SkyDome', 'Toronto', 'Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['GUNS W’ ROSES', 'SOUNDGARDEN']",['Jan. 27-28'],,,,,,,"['2979 Avalon Attractions', '28,602']",['22.50'],"['San Diego', 'Sports Arena', 'San Diego']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['GUNS W ROSES', 'SOUNDGARDEN']",['Jan. 21-22'],,,,,,1.0,"['23,556 Jam Prods.']",['20'],"['Target Center', 'Minneapolis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['NEW KIDS ON THE BLOCK', 'T']",['Jan. 28-29'],,,,,,,"['18,603 Duet Prods.']",['41.50'],"['Sydney', 'Entertainment', 'Centre Australian)', 'Sydney']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['FRANK SINATRA', 'TOM OREESON']","['Jan, 24']",519150.0,,12978.0,,,1.0,['Jam Prods'],"['75/37.50/', '25']","['Met Center', 'Bloomington,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
"['BRYAN ADAMS', 'CCHRISSY STEELE']",['Jan. 18'],399326.0,,16158.0,,,,['MCA Concerts'],['28.50'],"['Maple Leaf', 'Gardens', 'Toronto Canadian)']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1992/02/Billboard-1992-02-15.pdf
