artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['Jan. 23-24'],510986.0,,30358.0,,,2.0,['North American Tours inc.'],['17.50/15.50'],"['Gammage Center', 'Tempe, Ariz.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['BRUCE SPRINGSTEEN'],['Jan. 23-24'],443037.0,,26848.0,,,2.0,['Don Law Co.'],['17'],"['Providence (R.I.) Civic Center', '& THE E STREET BAND']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']","['Jan. 20-21 8141 22,130']",,,,,,2.0,['Tours Inc.'],['17.50/15.50'],"['Selland Arena', 'Fresno, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['OAK RIDGE BOYS:'],"['Jan, 10-12']",198000.0,,6000.0,,,6.0,['In-House'],['36/330'],"['Carlton West', 'Green Bay, Wis.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['Jan. 26'],295662.0,,17653.0,,,1.0,['North American Tours Inc.'],['17.50/15.50'],"['Special Events Center', 'Albuquerque, N.M.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['KENNY ROGERS', 'DOLLY PARTON', 'SAWYER BROWN']",['Jan. 27'],201428.0,,1928.0,,,1.0,['North American Tours Inc.'],['17.50/15.50'],"['McKale Memorial Center', 'Tucson, Ariz.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['ALABAMA', 'BILL MEDLEY']",['Jan. 19'],177510.0,,11834.0,,,,['Keith Fowler'],['15'],"['Charlotte (W.C.) Coliseum', 'Promotions']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['IRON MAIDEN', 'TWISTED SISTER']","['Jan, 14']",152323.0,,11483.0,,,1.0,['Cross Country Concerts'],['13.50/12.50'],"['Hartford (Conn,) Civic Center']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['ALABAMA', 'BILL MEDLEY']",['26'],140766.0,,9388.0,,,,['Keith Fowler Promotions'],[],"['Jan.', 'Est seitout']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['OAK RIDGE BOYS:'],"['Jan, 17-19']",133402.0,,4350.0,5400.0,6.0,,['In-House'],['26.96'],"['Executive Inn', 'Owensboro, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['ALABAMA'],['Jan. 18'],122305.0,,8159.0,,,1.0,['Keith Fowler Promotions:'],['15'],"['Civic Center', 'Augusta, Ga.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['REO SPEEDWAGON', 'SURVIVOR']",['Jan. 24'],118600.0,,9488.0,10200.0,,,['Sunshine Promotions'],['12.50'],['Charleston (S.C.) Civic Center'],billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['IRON MAIDEN', 'TWISTED SISTER']",['Jan. 6'],117272.0,,9283.0,11500.0,,,['Belkin Prods.'],['13.50/12.50'],"['Richfield Coliseum', 'Cleveland']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['REO SPEEDWAGON', 'SURVIVOR']",['Jan. 18'],114737.0,,9500.0,10000.0,,,['Sunshine Promotions'],['12.50'],"['Hilman Civic Center', 'Terre Haute, Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['ALABAMA', 'BILL MEDLEY']","['Jan, 25']",106875.0,,7128.0,7900.0,,,['Keith Fowler Promotions:'],['15'],"['Leon County Civic', 'Tallahassee, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['REO SPEEDWAGON', 'SURVIVOR']",['Jan. 22'],97562.0,,7805.0,,,1.0,['Sunshine Promotions'],['12.50'],"['Hara Arena', 'Dayton, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['BILL COSBY', 'K.']",['Jan. 18'],88183.0,,5850.0,6000.0,,,['Concert Prods. International'],['15.50/13.50'],"['Mid-Hudson Civic Center', 'Poughkeepsie, N.Y.', 'Donald/', 'Harvey & Corky']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['AEROSMITH', 'AUTOGRAPH']",['Jan. 18'],87862.0,,7218.0,,,1.0,['Sunshine Promotions'],['12.50'],"['Ohio Center', 'Columbus.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['WILLIE NELSON & FAMILY'],['Jan. 25'],72005.0,,4351.0,4453.0,,,['Fahn & Silva Presents/'],['17.50/15'],"['Memorial Auditorium', 'Sacramento, Calif.', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['IRON MAIDEN', 'TWISTED SISTER']",['Jan.'],,,,,,,"['5,281 Belkin Prods,', '7,500)']",['13.50/12.50'],"['Ohio Center', 'Columbus.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['WILLIE NELSON & FAMILY'],"['Jan, 22']",62232.0,,3183.0,3869.0,,,['Fahn & Silva Presents/'],['17.50/15'],"['Goiden Hall', 'San Diego', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['DIO', 'AUTOGRAPH']",['Jan. 27'],61598.0,,,7500.0,,,['Jam Prods.'],['12/511'],"['Met Center', 'Minneapolis']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['WILLIE NELSON & FAMILY'],['Jan. 27'],50542.0,,3164.0,3260.0,,,['Fahn & Silva Presents/'],['17.50/15'],"['Civic Auditorium', 'San Jose, Calif.', 'Presents']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['DIO', 'DOKKEN']","['Jan. 25 347,850 4,200']",,,,,,1.0,[''],['12.50/11.50'],"['Dane County Memorial Coliseum', 'Madison, Wis.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['JOHNNY CASH', 'JUNE CARTER CASH']","['Jan. 22 2,072 2,812']",,,,,,,"['Prods.', '3,509)']",['15/13'],"['Frank Crane Arena', 'Manai Mo, B.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
"['KINGFISH', 'JORMA KAUKONEW', 'LEON RUSSELL', 'NEW RIDERS OF THE PURPLE', 'SAGE']",['Jan. 25'],40146.0,,3397.0,,,1.0,['Monarch Entertainment'],['12.50/11.50'],"['Capitol Theatre', 'Passaic, NJ.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
['CHUCK BERRY'],['Jan. 17'],37638.0,,3001.0,,,1.0,['In-House'],['12.50'],"['The Ritz', 'New York']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1985/02/BB-1985-02-09.pdf
