weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
1,,"[586, 323]",564,[],1988-09-17,1988-09-18,Sept 17-18,def-leppard-palace-1988-09-17,746642,,40359,,,1,[18.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
2,,"[262, 658]",176,[],1988-09-07,1988-09-07,Sept 7,eric-clapton-alpine-valley-music-theater-1988-09-07,682904,,33307,,,1,"[25.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
3,,"[36, 657]",565,[],1988-08-28,1988-08-28,Aug 28,grateful-dead-autzen-stadium-1988-08-28,673552,,31328,,,,[21.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
4,,"[338, 663]",566,[],1988-09-09,1988-09-10,Sept 9-10,elton-john-miami-arena-1988-09-09,550651,,25913,,,,"[25.0, 21.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
5,Concerts For Human Rights Now,"[1, 669, 287, 641, 664]",66,[],1988-09-15,1988-09-15,Sept 15,concerts-for-human-rights-now-maple-leaf-gardens-1988-09-15,525686,,17007,,,,[37.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
6,,[61],132,[],1988-09-14,1988-09-15,Sept 14 15,prince-met-center-1988-09-14,474345,,21082,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
7,,"[37, 448]",914,[],1988-09-09,1988-09-11,Sept 9-11,kenny-rogers-valley-forge-music-fair-1988-09-09,468734,,17592,,,,[30.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
8,,[24],472,[],1988-09-17,1988-09-18,Sept 17-18,rod-stewart-jones-beach-theatre-1988-09-17,450000,,20000,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
9,,"[651, 660]",176,[],1988-09-09,1988-09-09,Sept 9,george-michael-alpine-valley-music-theater-1988-09-09,388944,,20302,,,1,"[22.5, 17.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
10,,"[105, 571]",172,[],1988-09-12,1988-09-12,Sept 12,aerosmith-compton-terrace-1988-09-12,365861,,22827,,,1,"[18.0, 17.0, 16.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1988/10/BB-1988-10-01.pdf
